mid_pt_datetime,stationary_outline_area (m^2),stationary_outline_dh (m),stationary_outline_region_dh (m),stationary_outline_dh_corr (m),stationary_outline_dV_corr (m^3)
2019-04-02 13:30:00,32763259,-0.23,-0.07,-0.16,-5242121
2019-07-02 21:00:00,32763259,-0.26,-0.07,-0.19,-6225019
2019-10-02 04:30:00,32763259,-0.06,0.01,-0.07,-2293428
2020-01-01 12:00:00,32763259,-0.0,-0.03,0.03,982898
2020-04-01 19:30:00,32763259,0.03,-0.04,0.07,2293428
2020-07-02 03:00:00,32763259,0.04,-0.01,0.05,1638163
2020-10-01 10:30:00,32763259,0.13,0.05,0.08,2621061
2020-12-31 18:00:00,32763259,0.07,0.01,0.06,1965796
2021-04-02 01:30:00,32763259,-0.03,-0.1,0.07,2293428
2021-07-02 09:00:00,32763259,0.07,0.01,0.06,1965796
2021-10-01 16:30:00,32763259,0.07,0.02,0.05,1638163
2022-01-01 00:00:00,32763259,0.03,-0.03,0.06,1965796
2022-04-02 07:30:00,32763259,-0.01,-0.04,0.03,982898
2022-07-02 15:00:00,32763259,0.03,0.0,0.03,982898
2022-10-01 22:30:00,32763259,0.04,0.01,0.03,982898
2023-01-01 06:00:00,32763259,-0.04,-0.07,0.03,982898
2023-04-02 13:30:00,32763259,-0.03,-0.04,0.01,327633
2023-07-02 21:00:00,32763259,0.05,0.02,0.03,982898
2023-10-02 04:30:00,32763259,0.07,0.05,0.02,655265
2024-01-01 12:00:00,32763259,-0.02,-0.04,0.02,655265
2024-04-01 19:30:00,32763259,0.01,0.0,0.01,327633
2024-07-02 03:00:00,32763259,0.01,-0.02,0.03,982898
2024-10-01 10:30:00,32763259,0.02,-0.02,0.04,1310530
