midcyc_datetime,stationary_outline_area (m^2),stationary_outline_dh (m),stationary_outline_region_dh (m),stationary_outline_dh_corr (m),stationary_outline_dV_corr (m^3)
2010-11-16 14:15:00,299528273.44166595,0.022156959708160208,-0.02997133999275705,0.05212829970091726,15613899.606865458
2011-02-15 12:45:00,299528273.44166595,0.032917823455518226,-0.044725028676083266,0.07764285213160149,23256229.44406517
2011-05-17 23:15:00,299528273.44166595,0.05634173721279928,-0.03133725789495253,0.08767899510775182,26262338.021725178
2011-08-17 06:45:00,299528273.44166595,0.09146138492405402,-0.008059714943393463,0.09952109986744748,29809383.21431215
2011-11-16 14:15:00,299528273.44166595,0.1149275051125173,0.030978725672918598,0.0839487794395987,25145032.963078227
2012-02-15 12:45:00,299528273.44166595,0.11953293392186226,0.06312723068571285,0.05640570323614941,16895102.90258682
2012-05-16 23:15:00,299528273.44166595,0.12787965793924258,0.07326692025621773,0.05461273768302485,16358059.026119042
2012-08-16 06:45:00,299528273.44166595,0.13417633185888814,0.06435933763174859,0.06981699422713955,20912163.73774187
2012-11-15 14:15:00,299528273.44166595,0.12121905444719781,0.06560471704104771,0.0556143374061501,16658066.461866397
2013-02-16 00:45:00,299528273.44166595,0.11861294242788199,0.07667158820598484,0.041941354221897154,12562621.415890181
2013-05-17 23:15:00,299528273.44166595,0.11109301199067044,0.058999518765078904,0.052093493225591536,15603474.083406555
2013-08-17 06:45:00,299528273.44166595,0.10524688135184515,0.03980943823930294,0.06543744311254221,19600364.353937004
2013-11-16 14:15:00,299528273.44166595,0.12198378057947083,0.015167420841022464,0.10681635973844837,31994519.80778132
2014-02-15 12:45:00,299528273.44166595,0.24780955792245973,-0.0011368385266311348,0.24894639644909086,74566484.30792066
2014-05-17 23:15:00,299528273.44166595,0.40005456238856923,0.001974327652565532,0.3980802347360037,119236285.40172827
2014-08-17 06:45:00,299528273.44166595,0.4366952309989707,0.039960121635820404,0.39673510936315026,118833382.32123491
2014-11-16 14:15:00,299528273.44166595,0.4028791149635263,0.059211240295460446,0.34366787466806586,102938245.13669261
2015-02-15 12:45:00,299528273.44166595,0.2769786566437555,0.05867464514227788,0.2183040115014776,65388223.65042717
2015-05-17 23:15:00,299528273.44166595,0.14636385466421606,0.05872061621691399,0.08764323844730207,26251627.890956625
2015-08-17 06:45:00,299528273.44166595,0.10461279454162559,0.057466331549660424,0.04714646299196516,14121698.658864725
2015-11-16 14:15:00,299528273.44166595,0.11077325086436929,0.0739131327693633,0.036860118095005986,11040647.531853052
2016-02-15 12:45:00,299528273.44166595,0.09816926477959152,0.07404196610695007,0.024127298672641448,7226808.114227692
2016-05-16 23:15:00,299528273.44166595,0.10782717055432506,0.07913480208112654,0.028692368473198518,8594175.58972924
2016-08-16 06:45:00,299528273.44166595,0.12179991829130213,0.06848429822711778,0.053315620064184346,15969535.62529698
2016-11-15 14:15:00,299528273.44166595,0.17221580850827148,0.05715009912895116,0.11506570937932031,34465433.26272832
2017-02-16 00:45:00,299528273.44166595,0.20218437123676655,0.055519501066319386,0.14666487017044716,43930275.336700134
2017-05-17 23:15:00,299528273.44166595,0.15332447817153294,0.060633561011878515,0.09269091715965443,27763550.38055578
2017-08-17 06:45:00,299528273.44166595,0.11144647337939102,0.045323446013011595,0.06612302736637943,19805716.221787658
2017-11-16 14:15:00,299528273.44166595,0.05825009134015362,0.05019329849122944,0.008056792848924174,2413237.2515154188
2018-02-15 12:45:00,299528273.44166595,0.03501101112565989,0.04203183327741476,-0.0070208221517548755,-2102934.73725614
2018-05-17 23:15:00,299528273.44166595,0.06282440671435897,0.035628336055214496,0.027196070659144478,8145992.088931096
2018-08-17 06:45:00,299528273.44166595,0.06585944781986246,0.04576580683785989,0.020093640982002565,6018613.590495929
2018-11-16 14:15:00,299528273.44166595,0.06718775311354573,0.04050170869343748,0.026686044420108253,7993224.810142629
2019-02-15 12:45:00,299528273.44166595,0.07785304888086857,0.043077356685078484,0.03477569219579008,10416303.04114382
2019-05-18 05:15:00,299528273.44166595,0.11947201937437057,0.09276074171066284,0.026711277663707733,8000782.880031314
2019-08-17 12:45:00,299528273.44166595,0.06928693503141403,0.05226821452379227,0.017018720507621765,5097587.96983422
