mid_pt_datetime,stationary_outline_area (m^2),stationary_outline_dh (m),stationary_outline_region_dh (m),stationary_outline_dh_corr (m),stationary_outline_dV_corr (m^3)
2019-01-01 00:00:00,95116842.52700643,-0.24,-0.05,-0.19,-18072200.0
2019-04-02 06:00:00,95116842.52700643,-0.26,-0.07,-0.19,-18072200.0
2019-07-02 12:00:00,95116842.52700643,-0.24,-0.06,-0.18,-17121032.0
2019-10-01 18:00:00,95116842.52700643,-0.19,-0.04,-0.15,-14267526.0
2020-01-01 00:00:00,95116842.52700643,-0.07,-0.02,-0.05,-4755842.0
2020-04-01 12:00:00,95116842.52700643,0.07,-0.02,0.09,8560516.0
2020-07-02 00:00:00,95116842.52700643,0.16,0.01,0.15,14267526.0
2020-10-01 12:00:00,95116842.52700643,0.17,0.03,0.14,13316358.0
2021-01-01 00:00:00,95116842.52700643,0.12,0.04,0.08,7609347.0
2021-04-02 06:00:00,95116842.52700643,0.09,0.04,0.05,4755842.0
2021-07-02 12:00:00,95116842.52700643,0.07,0.04,0.03,2853505.0
