mid_pt_datetime,stationary_outline_area (m^2),stationary_outline_dh (m),stationary_outline_region_dh (m),stationary_outline_dh_corr (m),stationary_outline_dV_corr (m^3)
2019-01-01 00:00:00,167733045,0.07,-0.0,0.07,11741313
2019-04-02 06:00:00,167733045,0.13,0.02,0.11,18450635
2019-07-02 12:00:00,167733045,0.08,0.02,0.06,10063983
2019-10-01 18:00:00,167733045,0.04,0.02,0.02,3354661
2020-01-01 00:00:00,167733045,0.03,0.01,0.02,3354661
2020-04-01 12:00:00,167733045,0.06,0.0,0.06,10063983
2020-07-02 00:00:00,167733045,0.07,0.0,0.07,11741313
2020-10-01 12:00:00,167733045,0.08,0.01,0.07,11741313
2021-01-01 00:00:00,167733045,0.06,-0.01,0.07,11741313
2021-04-02 06:00:00,167733045,0.04,-0.0,0.04,6709322
2021-07-02 12:00:00,167733045,0.02,-0.0,0.02,3354661
