mid_pt_datetime,stationary_outline_area (m^2),stationary_outline_dh (m),stationary_outline_region_dh (m),stationary_outline_dh_corr (m),stationary_outline_dV_corr (m^3),date,mid_pt_datetime_CS2,stationary_outline_area (m^2)_CS2,stationary_outline_dh (m)_CS2,stationary_outline_region_dh (m)_CS2,stationary_outline_dh_corr (m)_CS2,stationary_outline_dV_corr (m^3)_CS2,name
2019-01-01 00:00:00,61969062.43546391,0.09,0.04,0.05,3098453.0,2019-01-01,2019-01-01 00:00:00,61969062.43546391,0.09,0.04,0.05,3098453.0,WhillansSubglacialLake
2019-04-02 13:30:00,61969062.43546391,0.13,0.1,0.03,1859072.0,2019-04-02,2019-04-02 06:00:00,61969062.43546391,0.07,0.02,0.05,3098453.0,WhillansSubglacialLake
2019-07-02 21:00:00,61969062.43546391,0.09,0.04,0.05,3098453.0,2019-07-02,2019-07-02 12:00:00,61969062.43546391,0.05,0.02,0.03,1859072.0,WhillansSubglacialLake
2019-10-02 04:30:00,61969062.43546391,0.23,0.2,0.03,1859072.0,2019-10-02,2019-10-01 18:00:00,61969062.43546391,0.09,0.06,0.03,1859072.0,WhillansSubglacialLake
2020-01-01 12:00:00,61969062.43546391,0.07,0.01,0.06,3718144.0,2020-01-01,2020-01-01 00:00:00,61969062.43546391,0.1,0.04,0.06,3718144.0,WhillansSubglacialLake
2020-04-01 19:30:00,61969062.43546391,0.02,0.04,-0.02,-1239381.0,2020-04-01,2020-04-01 12:00:00,61969062.43546391,0.23,0.05,0.18,11154431.0,WhillansSubglacialLake
2020-07-02 03:00:00,61969062.43546391,0.65,0.11,0.54,33463294.0,2020-07-02,2020-07-02 00:00:00,61969062.43546391,0.6,0.15,0.45,27886078.0,WhillansSubglacialLake
2020-10-01 10:30:00,61969062.43546391,1.4,0.36,1.04,64447825.0,2020-10-01,2020-10-01 12:00:00,61969062.43546391,0.89,0.28,0.61,37801128.0,WhillansSubglacialLake
2020-12-31 18:00:00,61969062.43546391,0.35,0.14,0.21,13013503.0,2020-12-31,2021-01-01 00:00:00,61969062.43546391,0.57,0.25,0.32,19830100.0,WhillansSubglacialLake
2021-04-02 01:30:00,61969062.43546391,-1.23,-0.27,-0.96,-59490300.0,2021-04-02,2021-04-02 06:00:00,61969062.43546391,0.31,0.22,0.09,5577216.0,WhillansSubglacialLake
2021-07-02 09:00:00,61969062.43546391,-0.73,0.05,-0.78,-48335869.0,2021-07-02,2021-07-02 12:00:00,61969062.43546391,0.26,0.2,0.06,3718144.0,WhillansSubglacialLake
