mid_pt_datetime,stationary_outline_area (m^2),stationary_outline_dh (m),stationary_outline_region_dh (m),stationary_outline_dh_corr (m),stationary_outline_dV_corr (m^3),date,mid_pt_datetime_CS2,stationary_outline_area (m^2)_CS2,stationary_outline_dh (m)_CS2,stationary_outline_region_dh (m)_CS2,stationary_outline_dh_corr (m)_CS2,stationary_outline_dV_corr (m^3)_CS2,name
2019-01-01 00:00:00,266997275,0.36,0.19,0.17,45389537,2019-01-01,2019-01-01 00:00:00,266997275.0,0.36,0.19,0.17,45389537.0,ConwaySubglacialLake
2019-04-02 13:30:00,266997275,0.5,0.26,0.24,64079346,2019-04-02,2019-04-02 06:00:00,266997275.0,0.36,0.21,0.15,40049591.0,ConwaySubglacialLake
2019-07-02 21:00:00,266997275,0.34,0.19,0.15,40049591,2019-07-02,2019-07-02 12:00:00,266997275.0,0.14,0.17,-0.03,-8009918.0,ConwaySubglacialLake
2019-10-02 04:30:00,266997275,-0.16,0.27,-0.43,-114808829,2019-10-02,2019-10-01 18:00:00,266997275.0,-0.27,0.11,-0.38,-101458965.0,ConwaySubglacialLake
2020-01-01 12:00:00,266997275,-0.97,-0.01,-0.96,-256317385,2020-01-01,2020-01-01 00:00:00,266997275.0,-0.64,0.06,-0.7,-186898093.0,ConwaySubglacialLake
2020-04-01 19:30:00,266997275,-0.99,0.0,-0.99,-264327303,2020-04-01,2020-04-01 12:00:00,266997275.0,-0.61,0.05,-0.66,-176218202.0,ConwaySubglacialLake
2020-07-02 03:00:00,266997275,-0.14,0.13,-0.27,-72089264,2020-07-02,2020-07-02 00:00:00,266997275.0,-0.27,0.07,-0.34,-90779074.0,ConwaySubglacialLake
2020-10-01 10:30:00,266997275,0.15,0.12,0.03,8009918,2020-10-01,2020-10-01 12:00:00,266997275.0,0.04,0.08,-0.04,-10679891.0,ConwaySubglacialLake
2020-12-31 18:00:00,266997275,0.33,0.06,0.27,72089264,2020-12-31,2021-01-01 00:00:00,266997275.0,0.18,0.08,0.1,26699728.0,ConwaySubglacialLake
2021-04-02 01:30:00,266997275,0.33,0.05,0.28,74759237,2021-04-02,2021-04-02 06:00:00,266997275.0,0.18,0.08,0.1,26699728.0,ConwaySubglacialLake
2021-07-02 09:00:00,266997275,0.53,0.28,0.25,66749319,2021-07-02,2021-07-02 12:00:00,266997275.0,0.16,0.08,0.08,21359782.0,ConwaySubglacialLake
