mid_pt_datetime,stationary_outline_area (m^2),stationary_outline_dh (m),stationary_outline_region_dh (m),stationary_outline_dh_corr (m),stationary_outline_dV_corr (m^3),date,mid_pt_datetime_CS2,stationary_outline_area (m^2)_CS2,stationary_outline_dh (m)_CS2,stationary_outline_region_dh (m)_CS2,stationary_outline_dh_corr (m)_CS2,stationary_outline_dV_corr (m^3)_CS2,name
2019-01-01 00:00:00,156375393.11366597,0.05,0.06,-0.01,-1563754.0,2019-01-01,2019-01-01 00:00:00,156375393.11366597,0.05,0.06,-0.01,-1563754.0,Mac1
2019-04-02 13:30:00,156375393.11366597,-0.08,0.02,-0.1,-15637539.0,2019-04-02,2019-04-02 06:00:00,156375393.11366597,0.06,0.07,-0.01,-1563754.0,Mac1
2019-07-02 21:00:00,156375393.11366597,0.71,0.11,0.6,93825236.0,2019-07-02,2019-07-02 12:00:00,156375393.11366597,-0.07,0.05,-0.12,-18765047.0,Mac1
2019-10-02 04:30:00,156375393.11366597,0.56,0.39,0.17,26583817.0,2019-10-02,2019-10-01 18:00:00,156375393.11366597,-0.51,-0.04,-0.47,-73496435.0,Mac1
2020-01-01 12:00:00,156375393.11366597,-3.04,-0.72,-2.32,-362790912.0,2020-01-01,2020-01-01 00:00:00,156375393.11366597,-0.98,-0.17,-0.81,-126664068.0,Mac1
2020-04-01 19:30:00,156375393.11366597,-0.45,-0.05,-0.4,-62550157.0,2020-04-01,2020-04-01 12:00:00,156375393.11366597,-0.87,-0.22,-0.65,-101644006.0,Mac1
2020-07-02 03:00:00,156375393.11366597,-0.33,-0.09,-0.24,-37530094.0,2020-07-02,2020-07-02 00:00:00,156375393.11366597,-0.44,-0.19,-0.25,-39093848.0,Mac1
2020-10-01 10:30:00,156375393.11366597,0.05,-0.03,0.08,12510031.0,2020-10-01,2020-10-01 12:00:00,156375393.11366597,-0.13,-0.11,-0.02,-3127508.0,Mac1
2020-12-31 18:00:00,156375393.11366597,0.01,-0.1,0.11,17201293.0,2020-12-31,2021-01-01 00:00:00,156375393.11366597,-0.05,-0.07,0.02,3127508.0,Mac1
2021-04-02 01:30:00,156375393.11366597,0.11,-0.03,0.14,21892555.0,2021-04-02,2021-04-02 06:00:00,156375393.11366597,-0.06,-0.07,0.01,1563754.0,Mac1
2021-07-02 09:00:00,156375393.11366597,0.11,-0.01,0.12,18765047.0,2021-07-02,2021-07-02 12:00:00,156375393.11366597,-0.06,-0.06,0.0,0.0,Mac1
