mid_pt_datetime,stationary_outline_area (m^2),stationary_outline_dh (m),stationary_outline_region_dh (m),stationary_outline_dh_corr (m),stationary_outline_dV_corr (m^3),date,mid_pt_datetime_CS2,stationary_outline_area (m^2)_CS2,stationary_outline_dh (m)_CS2,stationary_outline_region_dh (m)_CS2,stationary_outline_dh_corr (m)_CS2,stationary_outline_dV_corr (m^3)_CS2,name
2019-01-01 00:00:00,564019161,-0.16,-0.01,-0.15,-84602874,2019-01-01,2019-01-01 00:00:00,564019161.0,-0.16,-0.01,-0.15,-84602874.0,Totten_1
2019-04-02 13:30:00,564019161,-0.02,-0.01,-0.01,-5640192,2019-04-02,2019-04-02 06:00:00,564019161.0,-0.11,-0.0,-0.11,-62042108.0,Totten_1
2019-07-02 21:00:00,564019161,-0.01,0.0,-0.01,-5640192,2019-07-02,2019-07-02 12:00:00,564019161.0,-0.06,-0.02,-0.04,-22560766.0,Totten_1
2019-10-02 04:30:00,564019161,0.07,0.04,0.03,16920575,2019-10-02,2019-10-01 18:00:00,564019161.0,-0.02,-0.03,0.01,5640192.0,Totten_1
2020-01-01 12:00:00,564019161,-0.02,-0.08,0.06,33841150,2020-01-01,2020-01-01 00:00:00,564019161.0,0.01,-0.03,0.04,22560766.0,Totten_1
2020-04-01 19:30:00,564019161,0.1,0.02,0.08,45121533,2020-04-01,2020-04-01 12:00:00,564019161.0,0.02,-0.04,0.06,33841150.0,Totten_1
2020-07-02 03:00:00,564019161,0.03,-0.05,0.08,45121533,2020-07-02,2020-07-02 00:00:00,564019161.0,0.03,-0.04,0.07,39481341.0,Totten_1
2020-10-01 10:30:00,564019161,0.17,0.08,0.09,50761725,2020-10-01,2020-10-01 12:00:00,564019161.0,0.03,-0.02,0.05,28200958.0,Totten_1
2020-12-31 18:00:00,564019161,0.07,-0.0,0.07,39481341,2020-12-31,2021-01-01 00:00:00,564019161.0,0.02,-0.02,0.04,22560766.0,Totten_1
2021-04-02 01:30:00,564019161,-0.06,-0.11,0.05,28200958,2021-04-02,2021-04-02 06:00:00,564019161.0,0.02,-0.02,0.04,22560766.0,Totten_1
2021-07-02 09:00:00,564019161,0.12,0.02,0.1,56401916,2021-07-02,2021-07-02 12:00:00,564019161.0,0.01,-0.02,0.03,16920575.0,Totten_1
