mid_pt_datetime,stationary_outline_area (m^2),stationary_outline_dh (m),stationary_outline_region_dh (m),stationary_outline_dh_corr (m),stationary_outline_dV_corr (m^3),date,mid_pt_datetime_CS2,stationary_outline_area (m^2)_CS2,stationary_outline_dh (m)_CS2,stationary_outline_region_dh (m)_CS2,stationary_outline_dh_corr (m)_CS2,stationary_outline_dV_corr (m^3)_CS2,name
2019-01-01 00:00:00,10000000.0,0.84,0.62,0.22,2200000.0,2019-01-01,2019-01-01 00:00:00,10000000.0,0.84,0.62,0.22,2200000.0,LowerConwaySubglacialLake
2019-04-02 13:30:00,10000000.0,0.09,0.16,-0.07,-700000.0,2019-04-02,2019-04-02 06:00:00,10000000.0,0.5,0.41,0.09,900000.0,LowerConwaySubglacialLake
2019-07-02 21:00:00,10000000.0,-0.89,-0.47,-0.42,-4200000.0,2019-07-02,2019-07-02 12:00:00,10000000.0,-0.38,-0.21,-0.17,-1700000.0,LowerConwaySubglacialLake
2019-10-02 04:30:00,10000000.0,-0.57,-0.13,-0.44,-4400000.0,2019-10-02,2019-10-01 18:00:00,10000000.0,-0.67,-0.4,-0.27,-2700000.0,LowerConwaySubglacialLake
2020-01-01 12:00:00,10000000.0,-0.41,-0.08,-0.33,-3300000.0,2020-01-01,2020-01-01 00:00:00,10000000.0,-0.37,-0.16,-0.21,-2100000.0,LowerConwaySubglacialLake
2020-04-01 19:30:00,10000000.0,-0.11,0.05,-0.16,-1600000.0,2020-04-01,2020-04-01 12:00:00,10000000.0,-0.09,0.04,-0.13,-1300000.0,LowerConwaySubglacialLake
2020-07-02 03:00:00,10000000.0,0.2,0.2,0.0,0.0,2020-07-02,2020-07-02 00:00:00,10000000.0,0.05,0.12,-0.07,-700000.0,LowerConwaySubglacialLake
2020-10-01 10:30:00,10000000.0,0.06,0.09,-0.03,-300000.0,2020-10-01,2020-10-01 12:00:00,10000000.0,0.0,0.06,-0.06,-600000.0,LowerConwaySubglacialLake
2020-12-31 18:00:00,10000000.0,0.05,0.04,0.01,100000.0,2020-12-31,2021-01-01 00:00:00,10000000.0,0.07,0.08,-0.01,-100000.0,LowerConwaySubglacialLake
2021-04-02 01:30:00,10000000.0,0.02,0.01,0.01,100000.0,2021-04-02,2021-04-02 06:00:00,10000000.0,0.05,0.04,0.01,100000.0,LowerConwaySubglacialLake
2021-07-02 09:00:00,10000000.0,0.28,0.26,0.02,200000.0,2021-07-02,2021-07-02 12:00:00,10000000.0,0.04,0.03,0.01,100000.0,LowerConwaySubglacialLake
