mid_pt_datetime,stationary_outline_area (m^2),stationary_outline_dh (m),stationary_outline_region_dh (m),stationary_outline_dh_corr (m),stationary_outline_dV_corr (m^3),date,mid_pt_datetime_CS2,stationary_outline_area (m^2)_CS2,stationary_outline_dh (m)_CS2,stationary_outline_region_dh (m)_CS2,stationary_outline_dh_corr (m)_CS2,stationary_outline_dV_corr (m^3)_CS2,name
2019-01-01 00:00:00,74584772,-0.24,-0.03,-0.21,-15662802,2019-01-01,2019-01-01 00:00:00,74584772.0,-0.24,-0.03,-0.21,-15662802.0,Whillans_6
2019-04-02 13:30:00,74584772,-0.31,-0.04,-0.27,-20137889,2019-04-02,2019-04-02 06:00:00,74584772.0,-0.32,-0.08,-0.24,-17900345.0,Whillans_6
2019-07-02 21:00:00,74584772,-0.16,-0.02,-0.14,-10441868,2019-07-02,2019-07-02 12:00:00,74584772.0,-0.33,-0.08,-0.25,-18646193.0,Whillans_6
2019-10-02 04:30:00,74584772,-0.36,-0.04,-0.32,-23867127,2019-10-02,2019-10-01 18:00:00,74584772.0,-0.3,-0.06,-0.24,-17900345.0,Whillans_6
2020-01-01 12:00:00,74584772,-0.39,-0.14,-0.25,-18646193,2020-01-01,2020-01-01 00:00:00,74584772.0,-0.24,-0.05,-0.19,-14171107.0,Whillans_6
2020-04-01 19:30:00,74584772,-0.12,0.01,-0.13,-9696020,2020-04-01,2020-04-01 12:00:00,74584772.0,-0.15,-0.04,-0.11,-8204325.0,Whillans_6
2020-07-02 03:00:00,74584772,-0.0,0.01,-0.01,-745848,2020-07-02,2020-07-02 00:00:00,74584772.0,-0.05,-0.01,-0.04,-2983391.0,Whillans_6
2020-10-01 10:30:00,74584772,0.13,0.05,0.08,5966782,2020-10-01,2020-10-01 12:00:00,74584772.0,0.06,0.02,0.04,2983391.0,Whillans_6
2020-12-31 18:00:00,74584772,0.06,-0.03,0.09,6712630,2020-12-31,2021-01-01 00:00:00,74584772.0,0.09,0.04,0.05,3729239.0,Whillans_6
2021-04-02 01:30:00,74584772,0.04,-0.03,0.07,5220934,2021-04-02,2021-04-02 06:00:00,74584772.0,0.07,0.04,0.03,2237543.0,Whillans_6
2021-07-02 09:00:00,74584772,0.24,0.17,0.07,5220934,2021-07-02,2021-07-02 12:00:00,74584772.0,0.06,0.04,0.02,1491695.0,Whillans_6
