mid_pt_datetime,stationary_outline_area (m^2),stationary_outline_dh (m),stationary_outline_region_dh (m),stationary_outline_dh_corr (m),stationary_outline_dV_corr (m^3),date,mid_pt_datetime_CS2,stationary_outline_area (m^2)_CS2,stationary_outline_dh (m)_CS2,stationary_outline_region_dh (m)_CS2,stationary_outline_dh_corr (m)_CS2,stationary_outline_dV_corr (m^3)_CS2,name
2019-01-01 00:00:00,124695388.42828226,0.08,-0.01,0.09,11222585.0,2019-01-01,2019-01-01 00:00:00,124695388.42828226,0.08,-0.01,0.09,11222585.0,WT
2019-04-02 13:30:00,124695388.42828226,0.16,0.14,0.02,2493908.0,2019-04-02,2019-04-02 06:00:00,124695388.42828226,0.04,-0.0,0.04,4987816.0,WT
2019-07-02 21:00:00,124695388.42828226,0.25,0.11,0.14,17457354.0,2019-07-02,2019-07-02 12:00:00,124695388.42828226,0.05,0.01,0.04,4987816.0,WT
2019-10-02 04:30:00,124695388.42828226,0.25,0.14,0.11,13716493.0,2019-10-02,2019-10-01 18:00:00,124695388.42828226,0.09,0.02,0.07,8728677.0,WT
2020-01-01 12:00:00,124695388.42828226,-0.16,-0.25,0.09,11222585.0,2020-01-01,2020-01-01 00:00:00,124695388.42828226,0.15,0.01,0.14,17457354.0,WT
2020-04-01 19:30:00,124695388.42828226,0.22,0.05,0.17,21198216.0,2020-04-01,2020-04-01 12:00:00,124695388.42828226,0.15,0.0,0.15,18704308.0,WT
2020-07-02 03:00:00,124695388.42828226,0.25,0.13,0.12,14963447.0,2020-07-02,2020-07-02 00:00:00,124695388.42828226,0.13,-0.0,0.13,16210400.0,WT
2020-10-01 10:30:00,124695388.42828226,0.06,-0.02,0.08,9975631.0,2020-10-01,2020-10-01 12:00:00,124695388.42828226,0.12,-0.01,0.13,16210400.0,WT
2020-12-31 18:00:00,124695388.42828226,0.05,-0.16,0.21,26186032.0,2020-12-31,2021-01-01 00:00:00,124695388.42828226,0.09,-0.02,0.11,13716493.0,WT
2021-04-02 01:30:00,124695388.42828226,0.23,0.08,0.15,18704308.0,2021-04-02,2021-04-02 06:00:00,124695388.42828226,0.02,-0.0,0.02,2493908.0,WT
2021-07-02 09:00:00,124695388.42828226,0.02,-0.17,0.19,23692124.0,2021-07-02,2021-07-02 12:00:00,124695388.42828226,0.01,-0.0,0.01,1246954.0,WT
