mid_pt_datetime,stationary_outline_area (m^2),stationary_outline_dh (m),stationary_outline_region_dh (m),stationary_outline_dh_corr (m),stationary_outline_dV_corr (m^3),date,mid_pt_datetime_CS2,stationary_outline_area (m^2)_CS2,stationary_outline_dh (m)_CS2,stationary_outline_region_dh (m)_CS2,stationary_outline_dh_corr (m)_CS2,stationary_outline_dV_corr (m^3)_CS2,name
2019-01-01 00:00:00,400000000,-0.04,0.07,-0.11,-44000000,2019-01-01,2019-01-01 00:00:00,400000000.0,-0.04,0.07,-0.11,-44000000.0,Site_BC
2019-04-02 13:30:00,400000000,-0.23,-0.27,0.04,16000000,2019-04-02,2019-04-02 06:00:00,400000000.0,-0.09,0.01,-0.1,-40000000.0,Site_BC
2019-07-02 21:00:00,400000000,-0.31,-0.2,-0.11,-44000000,2019-07-02,2019-07-02 12:00:00,400000000.0,-0.09,-0.05,-0.04,-16000000.0,Site_BC
2019-10-02 04:30:00,400000000,-0.0,-0.05,0.05,20000000,2019-10-02,2019-10-01 18:00:00,400000000.0,-0.07,-0.07,0.0,0.0,Site_BC
2020-01-01 12:00:00,400000000,-0.29,-0.45,0.16,64000000,2020-01-01,2020-01-01 00:00:00,400000000.0,-0.05,-0.07,0.02,8000000.0,Site_BC
2020-04-01 19:30:00,400000000,0.08,0.04,0.04,16000000,2020-04-01,2020-04-01 12:00:00,400000000.0,-0.01,-0.04,0.03,12000000.0,Site_BC
2020-07-02 03:00:00,400000000,0.27,0.22,0.05,20000000,2020-07-02,2020-07-02 00:00:00,400000000.0,0.01,-0.02,0.03,12000000.0,Site_BC
2020-10-01 10:30:00,400000000,-0.0,-0.01,0.01,4000000,2020-10-01,2020-10-01 12:00:00,400000000.0,0.0,-0.01,0.01,4000000.0,Site_BC
2020-12-31 18:00:00,400000000,0.02,-0.05,0.07,28000000,2020-12-31,2021-01-01 00:00:00,400000000.0,-0.01,-0.02,0.01,4000000.0,Site_BC
2021-04-02 01:30:00,400000000,-0.43,-0.45,0.02,8000000,2021-04-02,2021-04-02 06:00:00,400000000.0,-0.02,-0.02,0.0,0.0,Site_BC
2021-07-02 09:00:00,400000000,0.01,-0.03,0.04,16000000,2021-07-02,2021-07-02 12:00:00,400000000.0,-0.01,-0.02,0.01,4000000.0,Site_BC
