mid_pt_datetime,stationary_outline_area (m^2),stationary_outline_dh (m),stationary_outline_region_dh (m),stationary_outline_dh_corr (m),stationary_outline_dV_corr (m^3)
2010-10-01 22:30:00,375881594,0.38,0.03,0.35,131558558
2011-01-01 00:00:00,375881594,0.39,0.02,0.37,139076190
2011-04-02 07:30:00,375881594,0.46,0.03,0.43,161629086
2011-07-02 15:00:00,375881594,0.43,0.07,0.36,135317374
2011-10-01 22:30:00,375881594,0.25,0.12,0.13,48864607
2012-01-01 00:00:00,375881594,0.04,0.14,-0.1,-37588159
2012-04-01 07:30:00,375881594,-0.07,0.12,-0.19,-71417503
2012-07-01 15:00:00,375881594,-0.24,0.11,-0.35,-131558558
2012-09-30 22:30:00,375881594,-0.33,0.1,-0.43,-161629086
2013-01-01 00:00:00,375881594,-0.27,0.1,-0.37,-139076190
2013-04-02 07:30:00,375881594,-0.16,0.1,-0.26,-97729215
2013-07-02 15:00:00,375881594,-0.0,0.1,-0.1,-37588159
2013-10-01 22:30:00,375881594,0.15,0.08,0.07,26311712
2014-01-01 00:00:00,375881594,0.24,0.06,0.18,67658687
2014-04-02 07:30:00,375881594,0.21,0.06,0.15,56382239
2014-07-02 15:00:00,375881594,0.16,0.08,0.08,30070528
2014-10-01 22:30:00,375881594,0.22,0.09,0.13,48864607
2015-01-01 00:00:00,375881594,0.34,0.07,0.27,101488031
2015-04-02 07:30:00,375881594,0.28,0.1,0.18,67658687
2015-07-02 15:00:00,375881594,0.27,0.11,0.16,60141055
2015-10-01 22:30:00,375881594,0.25,0.14,0.11,41346975
2016-01-01 00:00:00,375881594,0.14,0.12,0.02,7517632
2016-04-01 07:30:00,375881594,0.0,0.1,-0.1,-37588159
2016-07-01 15:00:00,375881594,-0.1,0.1,-0.2,-75176319
2016-09-30 22:30:00,375881594,-0.12,0.09,-0.21,-78935135
2017-01-01 00:00:00,375881594,-0.03,0.1,-0.13,-48864607
2017-04-02 07:30:00,375881594,0.07,0.12,-0.05,-18794080
2017-07-02 15:00:00,375881594,0.22,0.12,0.1,37588159
2017-10-01 22:30:00,375881594,0.51,0.08,0.43,161629086
2018-01-01 00:00:00,375881594,0.7,0.06,0.64,240564221
2018-04-02 07:30:00,375881594,0.52,0.07,0.45,169146718
2018-07-02 15:00:00,375881594,0.32,0.1,0.22,82693951
2018-10-01 22:30:00,375881594,0.2,0.11,0.09,33829344
2019-01-01 00:00:00,375881594,0.14,0.1,0.04,15035264
2019-04-02 13:30:00,375881594,0.06,0.16,-0.1,-37588159
2019-07-02 21:00:00,375881594,-0.03,0.09,-0.12,-45105791
2019-10-02 04:30:00,375881594,0.09,0.22,-0.13,-48864607
2020-01-01 12:00:00,375881594,0.13,0.07,0.06,22552896
2020-04-01 19:30:00,375881594,0.37,0.16,0.21,78935135
2020-07-02 03:00:00,375881594,-0.09,0.13,-0.22,-82693951
2020-10-01 10:30:00,375881594,-0.03,0.11,-0.14,-52623423
2020-12-31 18:00:00,375881594,0.26,0.05,0.21,78935135
2021-04-02 01:30:00,375881594,-0.09,0.03,-0.12,-45105791
2021-07-02 09:00:00,375881594,0.16,0.23,-0.07,-26311712
2021-10-01 16:30:00,375881594,-0.02,0.08,-0.1,-37588159
2022-01-01 00:00:00,375881594,-0.39,-0.04,-0.35,-131558558
2022-04-02 07:30:00,375881594,-0.24,0.11,-0.35,-131558558
2022-07-02 15:00:00,375881594,0.16,0.1,0.06,22552896
2022-10-01 22:30:00,375881594,-0.21,0.05,-0.26,-97729215
2023-01-01 06:00:00,375881594,-0.33,0.01,-0.34,-127799742
2023-04-02 13:30:00,375881594,-0.28,0.05,-0.33,-124040926
2023-07-02 21:00:00,375881594,0.52,0.1,0.42,157870270
2023-10-02 04:30:00,375881594,0.31,0.19,0.12,45105791
2024-01-01 12:00:00,375881594,0.08,0.03,0.05,18794080
2024-04-01 19:30:00,375881594,-0.0,0.15,-0.15,-56382239
2024-07-02 03:00:00,375881594,-0.12,0.17,-0.29,-109005663
2024-10-01 10:30:00,375881594,-0.28,0.08,-0.36,-135317374
2024-12-31 18:00:00,375881594,-0.43,0.04,-0.47,-176664350
