mid_pt_datetime,stationary_outline_area (m^2),stationary_outline_dh (m),stationary_outline_region_dh (m),stationary_outline_dh_corr (m),stationary_outline_dV_corr (m^3)
2010-10-01 22:30:00,118098735,-0.04,-0.03,-0.01,-1180987
2011-01-01 00:00:00,118098735,-0.04,-0.03,-0.01,-1180987
2011-04-02 07:30:00,118098735,-0.03,-0.01,-0.02,-2361975
2011-07-02 15:00:00,118098735,-0.0,0.01,-0.01,-1180987
2011-10-01 22:30:00,118098735,0.06,0.07,-0.01,-1180987
2012-01-01 00:00:00,118098735,0.08,0.08,0.0,0
2012-04-01 07:30:00,118098735,0.05,0.06,-0.01,-1180987
2012-07-01 15:00:00,118098735,0.01,0.01,0.0,0
2012-09-30 22:30:00,118098735,0.01,0.0,0.01,1180987
2013-01-01 00:00:00,118098735,0.08,0.03,0.05,5904937
2013-04-02 07:30:00,118098735,0.13,0.01,0.12,14171848
2013-07-02 15:00:00,118098735,0.22,-0.01,0.23,27162709
2013-10-01 22:30:00,118098735,0.13,0.0,0.13,15352836
2014-01-01 00:00:00,118098735,0.03,0.01,0.02,2361975
2014-04-02 07:30:00,118098735,-0.03,0.0,-0.03,-3542962
2014-07-02 15:00:00,118098735,-0.14,-0.01,-0.13,-15352836
2014-10-01 22:30:00,118098735,-0.21,-0.01,-0.2,-23619747
2015-01-01 00:00:00,118098735,-0.1,0.0,-0.1,-11809874
2015-04-02 07:30:00,118098735,-0.04,-0.01,-0.03,-3542962
2015-07-02 15:00:00,118098735,-0.0,0.01,-0.01,-1180987
2015-10-01 22:30:00,118098735,0.03,0.04,-0.01,-1180987
2016-01-01 00:00:00,118098735,0.05,0.04,0.01,1180987
2016-04-01 07:30:00,118098735,0.06,0.04,0.02,2361975
2016-07-01 15:00:00,118098735,0.05,0.04,0.01,1180987
2016-09-30 22:30:00,118098735,0.04,0.04,0.0,0
2017-01-01 00:00:00,118098735,0.02,0.03,-0.01,-1180987
2017-04-02 07:30:00,118098735,0.0,0.01,-0.01,-1180987
2017-07-02 15:00:00,118098735,-0.0,-0.0,0.0,0
2017-10-01 22:30:00,118098735,-0.01,-0.02,0.01,1180987
2018-01-01 00:00:00,118098735,-0.02,-0.01,-0.01,-1180987
2018-04-02 07:30:00,118098735,-0.0,-0.0,0.0,0
2018-07-02 15:00:00,118098735,-0.0,0.0,-0.0,0
2018-10-01 22:30:00,118098735,-0.01,0.01,-0.02,-2361975
2019-01-01 00:00:00,118098735,0.0,-0.0,0.0,0
2019-04-02 13:30:00,118098735,0.1,0.08,0.02,2361975
2019-07-02 21:00:00,118098735,-0.02,-0.01,-0.01,-1180987
2019-10-02 04:30:00,118098735,0.05,0.07,-0.02,-2361975
2020-01-01 12:00:00,118098735,0.0,-0.0,0.0,0
2020-04-01 19:30:00,118098735,0.14,0.12,0.02,2361975
2020-07-02 03:00:00,118098735,0.0,0.01,-0.01,-1180987
2020-10-01 10:30:00,118098735,0.06,0.06,0.0,0
2020-12-31 18:00:00,118098735,-0.07,-0.07,0.0,0
2021-04-02 01:30:00,118098735,0.03,0.03,0.0,0
2021-07-02 09:00:00,118098735,0.04,0.04,0.0,0
2021-10-01 16:30:00,118098735,-0.0,0.0,-0.0,0
2022-01-01 00:00:00,118098735,-0.06,-0.06,0.0,0
2022-04-02 07:30:00,118098735,0.04,0.04,0.0,0
2022-07-02 15:00:00,118098735,0.02,0.01,0.01,1180987
2022-10-01 22:30:00,118098735,-0.01,-0.0,-0.01,-1180987
2023-01-01 06:00:00,118098735,-0.05,-0.05,0.0,0
2023-04-02 13:30:00,118098735,0.04,0.03,0.01,1180987
2023-07-02 21:00:00,118098735,0.01,0.02,-0.01,-1180987
2023-10-02 04:30:00,118098735,0.08,0.08,0.0,0
2024-01-01 12:00:00,118098735,0.05,-0.09,0.14,16533823
2024-04-01 19:30:00,118098735,0.61,0.12,0.49,57868381
2024-07-02 03:00:00,118098735,0.2,0.09,0.11,12990861
2024-10-01 10:30:00,118098735,-0.17,-0.1,-0.07,-8266912
