mid_pt_datetime,stationary_outline_area (m^2),stationary_outline_dh (m),stationary_outline_region_dh (m),stationary_outline_dh_corr (m),stationary_outline_dV_corr (m^3)
2010-10-01 22:30:00,7065254569,-0.53,-1.45,0.92,287229710
2011-01-01 00:00:00,7065254569,-0.13,-1.59,1.46,352567979
2011-04-02 07:30:00,7065254569,0.53,-1.26,1.79,426344333
2011-07-02 15:00:00,7065254569,0.97,-0.55,1.52,395488162
2011-10-01 22:30:00,7065254569,1.19,0.22,0.97,317769779
2012-01-01 00:00:00,7065254569,1.26,0.53,0.73,258799186
2012-04-01 07:30:00,7065254569,1.32,0.89,0.43,160956270
2012-07-01 15:00:00,7065254569,0.65,0.78,-0.13,-31599873
2012-09-30 22:30:00,7065254569,-0.59,0.46,-1.05,-273393387
2013-01-01 00:00:00,7065254569,-2.24,-0.17,-2.07,-602584398
2013-04-02 07:30:00,7065254569,-3.31,-0.8,-2.51,-942414580
2013-07-02 15:00:00,7065254569,-3.18,-0.98,-2.2,-1167184028
2013-10-01 22:30:00,7065254569,-3.28,-1.12,-2.16,-1383202245
2014-01-01 00:00:00,7065254569,-3.94,-1.45,-2.49,-1288060549
2014-04-02 07:30:00,7065254569,-3.66,-1.19,-2.47,-888713602
2014-07-02 15:00:00,7065254569,-2.69,-0.79,-1.9,-412662224
2014-10-01 22:30:00,7065254569,-1.78,-0.93,-0.85,110643668
2015-01-01 00:00:00,7065254569,-0.26,-1.05,0.79,511221996
2015-04-02 07:30:00,7065254569,0.6,-0.82,1.42,580781792
2015-07-02 15:00:00,7065254569,1.08,-0.25,1.33,489174611
2015-10-01 22:30:00,7065254569,1.29,0.29,1.0,322006350
2016-01-01 00:00:00,7065254569,1.58,0.33,1.25,297444813
2016-04-01 07:30:00,7065254569,2.22,0.82,1.4,262652202
2016-07-01 15:00:00,7065254569,2.77,0.94,1.83,342645238
2016-09-30 22:30:00,7065254569,2.35,0.79,1.56,380249130
2017-01-01 00:00:00,7065254569,1.42,0.68,0.74,368423918
2017-04-02 07:30:00,7065254569,0.76,0.45,0.31,334507615
2017-07-02 15:00:00,7065254569,0.06,-0.04,0.1,366714686
2017-10-01 22:30:00,7065254569,-0.26,-0.69,0.43,524953685
2018-01-01 00:00:00,7065254569,-0.1,-1.33,1.23,682815315
2018-04-02 07:30:00,7065254569,0.21,-1.59,1.8,706687074
2018-07-02 15:00:00,7065254569,0.49,-0.97,1.46,541639226
2018-10-01 22:30:00,7065254569,0.05,-0.72,0.77,371707374
2019-01-01 00:00:00,7065254569,-0.16,-0.57,0.41,293239662
2019-04-02 13:30:00,7065254569,-1.49,-0.34,-1.15,-298247166
2019-07-02 21:00:00,7065254569,1.37,1.21,0.16,218786848
2019-10-02 04:30:00,7065254569,5.11,4.34,0.77,225916551
2020-01-01 12:00:00,7065254569,-6.92,-4.74,-2.18,-698743808
2020-04-01 19:30:00,7065254569,-0.84,-0.2,-0.64,-165824758
2020-07-02 03:00:00,7065254569,4.68,4.43,0.25,-198430352
2020-10-01 10:30:00,7065254569,3.23,0.58,2.65,281810894
2020-12-31 18:00:00,7065254569,-0.54,-2.71,2.17,445495082
2021-04-02 01:30:00,7065254569,-2.03,-2.21,0.18,171620567
2021-07-02 09:00:00,7065254569,2.99,2.24,0.75,122340963
2021-10-01 16:30:00,7065254569,3.52,2.88,0.64,-35628106
2022-01-01 00:00:00,7065254569,-2.13,-3.03,0.9,441541696
2022-04-02 07:30:00,7065254569,1.89,0.96,0.93,31079680
2022-07-02 15:00:00,7065254569,5.23,2.1,3.13,827454409
2022-10-01 22:30:00,7065254569,4.55,2.2,2.35,685517963
2023-01-01 06:00:00,7065254569,-1.04,-2.04,1.0,59500528
2023-04-02 13:30:00,7065254569,-2.95,-2.17,-0.78,-372116890
2023-07-02 21:00:00,7065254569,0.51,1.29,-0.78,-705165014
2023-10-02 04:30:00,7065254569,1.22,2.82,-1.6,-963031099
2024-01-01 12:00:00,7065254569,-6.2,-3.87,-2.33,-489048608
2024-04-01 19:30:00,7065254569,-3.18,-0.88,-2.3,-610870006
2024-07-02 03:00:00,7065254569,1.69,3.24,-1.55,-367120817
2024-10-01 10:30:00,7065254569,-1.02,0.97,-1.99,-318778545
2024-12-31 18:00:00,7065254569,-3.55,-2.38,-1.17,-273612693
