midcyc_datetime,stationary_outline_area (m^2),stationary_outline_dh (m),stationary_outline_region_dh (m),stationary_outline_dh_corr (m),stationary_outline_dV_corr (m^3)
2010-11-16 14:15:00,157423438.7783039,-0.08827114736238563,-0.06820845939182371,-0.020062687970561918,-3158337.331461968
2011-02-15 12:45:00,157423438.7783039,-0.04933929482109226,-0.06584915333504979,0.016509858513957525,2599038.7010104517
2011-05-17 23:15:00,157423438.7783039,0.010789595838341222,-0.03670141248331676,0.04749100832165798,7476197.8410444455
2011-08-17 06:45:00,157423438.7783039,0.021831723895094475,0.0034766234427955436,0.01835510045229893,2889523.0323220985
2011-11-16 14:15:00,157423438.7783039,0.059339431437832456,0.03568015781019438,0.023659273627638075,3724524.213459622
2012-02-15 12:45:00,157423438.7783039,0.1006340489596755,0.06668758049992199,0.03394646845975351,5343969.79931363
2012-05-16 23:15:00,157423438.7783039,0.1450935071114539,0.07665432795346905,0.06843917915798486,10773930.930214401
2012-08-16 06:45:00,157423438.7783039,0.16724574341906445,0.05162439274283028,0.11562135067623416,18201510.619644955
2012-11-15 14:15:00,157423438.7783039,0.10976773139645188,0.04988005229648671,0.05988767909996517,9427724.384368077
2013-02-16 00:45:00,157423438.7783039,0.07222956417333143,0.04751299481138028,0.02471656936195115,3890967.3437608187
2013-05-17 23:15:00,157423438.7783039,0.09813698110107524,0.0484765402470357,0.04966044085403954,7817717.370489475
2013-08-17 06:45:00,157423438.7783039,0.3085907535718126,0.047116121860797645,0.2614746317110149,41162235.67723852
2013-11-16 14:15:00,157423438.7783039,0.5519153916310507,0.03969253117526321,0.5122228604557876,80635884.11380938
2014-02-15 12:45:00,157423438.7783039,0.4363195801959021,0.03692831201648861,0.3993912681794135,62873546.854831055
2014-05-17 23:15:00,157423438.7783039,0.06964816589482407,0.02426331940354125,0.045384846491282826,7144638.603083182
2014-08-17 06:45:00,157423438.7783039,-0.16904337713523696,0.02142285561469797,-0.19046623274993493,-29983849.33064356
2014-11-16 14:15:00,157423438.7783039,-0.23516754420246047,0.017540125154578347,-0.2527076693570388,-39782110.31583566
2015-02-15 12:45:00,157423438.7783039,-0.19481239193175584,0.03389814272846143,-0.22871053466021726,-36004398.85103586
2015-05-17 23:15:00,157423438.7783039,-0.137927581224321,0.03217930933409709,-0.1701068905584181,-26778811.67159077
2015-08-17 06:45:00,157423438.7783039,-0.11877817429301235,0.04522578125874478,-0.16400395555175712,-25818066.65620171
2015-11-16 14:15:00,157423438.7783039,-0.07193245789105354,0.06889004919931335,-0.1408225070903669,-22168763.32354764
2016-02-15 12:45:00,157423438.7783039,-5.527290408883493e-05,0.0737407463428862,-0.07379601924697504,-11617223.11800871
2016-05-16 23:15:00,157423438.7783039,0.047531942957726024,0.06037765728206386,-0.012845714324337835,-2022216.5225009785
2016-08-16 06:45:00,157423438.7783039,0.06046227975862911,0.03778481876282768,0.02267746099580143,3569963.8927199207
2016-11-15 14:15:00,157423438.7783039,0.08311493828299343,0.0318323946673483,0.05128254361564513,8073074.36527321
2017-02-16 00:45:00,157423438.7783039,0.08991657446182943,0.061733783891349814,0.02818279057047962,4436631.805973659
2017-05-17 23:15:00,157423438.7783039,0.07450190799359521,0.07939866143100367,-0.00489675343740846,-770863.7649663199
2017-08-17 06:45:00,157423438.7783039,0.08767940900776393,0.05013167651397187,0.037547732493792056,5910893.167500606
2017-11-16 14:15:00,157423438.7783039,0.2162361035009495,0.027758668008630492,0.188477435492319,29670766.0273168
2018-02-15 12:45:00,157423438.7783039,0.4009899547445557,0.04005316819696874,0.36093678654758693,56819910.11991179
2018-05-17 23:15:00,157423438.7783039,0.37120358739390646,0.02336885110944754,0.34783473628445893,54757340.312444
2018-08-17 06:45:00,157423438.7783039,0.1692432845543596,0.01036878228027206,0.15887450227408756,25010570.482178327
2018-11-16 14:15:00,157423438.7783039,-0.040100691415867806,0.00678164636002909,-0.0468823377758969,-7380378.830647669
2019-02-15 12:45:00,157423438.7783039,-0.1317990319295081,0.023639903286732815,-0.15543893521624091,-24469731.701778647
2019-05-18 05:15:00,157423438.7783039,-0.22459329664707184,0.05053180083632469,-0.27512509748339653,-43311138.94005236
2019-08-17 12:45:00,157423438.7783039,-0.10215222835540771,0.03306058421730995,-0.13521281257271767,-21285665.922083497
2019-11-16 20:15:00,157423438.7783039,-0.20523236691951752,0.11114653944969177,-0.3163789063692093,-49805455.397559956
2020-02-16 03:45:00,157423438.7783039,-0.28339076042175293,-0.007799610495567322,-0.2755911499261856,-43384506.51824725
2020-05-17 11:15:00,157423438.7783039,-0.06494718044996262,0.09933983534574509,-0.1642870157957077,-25862626.973185837
2020-08-16 18:45:00,157423438.7783039,0.005186751019209623,0.07883581519126892,-0.0736490641720593,-11594088.944769552
2020-11-16 02:15:00,157423438.7783039,0.09651637822389603,0.07396399229764938,0.022552385926246643,3550274.1451651705
2021-02-15 09:45:00,157423438.7783039,0.018641704693436623,-0.03435710817575455,0.05299881286919117,8343255.3730359
2021-05-17 17:15:00,157423438.7783039,0.0035887022968381643,-0.033783528953790665,0.03737223125062883,5883265.1582919825
2021-08-17 00:45:00,157423438.7783039,0.21725258231163025,0.17199593782424927,0.04525664448738098,7124456.602770684
2021-11-16 08:15:00,157423438.7783039,0.0700918659567833,0.022484442219138145,0.04760742373764515,7494524.356155952
2022-02-15 15:45:00,157423438.7783039,-0.05797102674841881,-0.08198840916156769,0.02401738241314888,3780898.9299314553
2022-05-17 23:15:00,157423438.7783039,0.06719682365655899,0.031922902911901474,0.035273920744657516,5552941.902817336
