mid_pt_datetime,stationary_outline_area (m^2),stationary_outline_dh (m),stationary_outline_region_dh (m),stationary_outline_dh_corr (m),stationary_outline_dV_corr (m^3)
2019-04-02 13:30:00,8418085215,0.58,0.57,0.01,203233921
2019-07-02 21:00:00,8418085215,0.32,0.83,-0.51,39665667
2019-10-02 04:30:00,8418085215,2.34,2.52,-0.18,-196091926
2020-01-01 12:00:00,8418085215,-4.02,-1.67,-2.35,-396899995
2020-04-01 19:30:00,8418085215,0.15,1.0,-0.85,3853695
2020-07-02 03:00:00,8418085215,4.64,1.44,3.2,570265512
2020-10-01 10:30:00,8418085215,3.05,1.59,1.46,338281237
2020-12-31 18:00:00,8418085215,1.4,1.36,0.04,93757152
2021-04-02 01:30:00,8418085215,-0.16,-1.02,0.86,207688130
2021-07-02 09:00:00,8418085215,4.42,1.72,2.7,384954435
2021-10-01 16:30:00,8418085215,4.38,1.72,2.66,430091683
2022-01-01 00:00:00,8418085215,-0.93,-1.14,0.21,58815251
2022-04-02 07:30:00,8418085215,0.13,0.54,-0.41,-32393507
2022-07-02 15:00:00,8418085215,4.07,1.77,2.3,408859074
2022-10-01 22:30:00,8418085215,4.3,2.0,2.3,399757492
2023-01-01 06:00:00,8418085215,-3.76,-2.47,-1.29,-38255005
2023-04-02 13:30:00,8418085215,-2.85,-0.5,-2.35,-386493142
2023-07-02 21:00:00,8418085215,1.49,1.98,-0.49,-392732425
2023-10-02 04:30:00,8418085215,3.91,3.67,0.24,-394316174
2024-01-01 12:00:00,8418085215,-1.13,-0.58,-0.55,-111766530
2024-04-01 19:30:00,8418085215,-0.93,-0.14,-0.79,-155811914
2024-07-02 03:00:00,8418085215,4.31,2.85,1.46,190264294
2024-10-01 10:30:00,8418085215,2.16,1.7,0.46,127384702
2024-12-31 18:00:00,8418085215,1.34,0.12,1.22,344912249
