mid_pt_datetime,stationary_outline_area (m^2),stationary_outline_dh (m),stationary_outline_region_dh (m),stationary_outline_dh_corr (m),stationary_outline_dV_corr (m^3)
2019-04-02 13:30:00,159215906,0.23,0.1,0.13,20698068
2019-07-02 21:00:00,159215906,0.14,0.02,0.12,19105909
2019-10-02 04:30:00,159215906,0.22,0.13,0.09,14329432
2020-01-01 12:00:00,159215906,-1.03,0.01,-1.04,-165584543
2020-04-01 19:30:00,159215906,-1.49,0.07,-1.56,-248376814
2020-07-02 03:00:00,159215906,0.28,0.11,0.17,27066704
2020-10-01 10:30:00,159215906,-0.56,0.04,-0.6,-95529544
2020-12-31 18:00:00,159215906,-0.12,-0.04,-0.08,-12737273
2021-04-02 01:30:00,159215906,0.25,-0.04,0.29,46172613
2021-07-02 09:00:00,159215906,0.41,0.14,0.27,42988295
2021-10-01 16:30:00,159215906,0.28,0.01,0.27,42988295
2022-01-01 00:00:00,159215906,0.15,-0.07,0.22,35027499
2022-04-02 07:30:00,159215906,0.31,0.05,0.26,41396136
2022-07-02 15:00:00,159215906,0.37,0.07,0.3,47764772
2022-10-01 22:30:00,159215906,0.3,0.03,0.27,42988295
2023-01-01 06:00:00,159215906,0.34,-0.02,0.36,57317726
2023-04-02 13:30:00,159215906,0.0,0.02,-0.02,-3184318
2023-07-02 21:00:00,159215906,-1.12,0.05,-1.17,-186282611
2023-10-02 04:30:00,159215906,-0.37,0.13,-0.5,-79607953
2024-01-01 12:00:00,159215906,0.03,-0.02,0.05,7960795
2024-04-01 19:30:00,159215906,0.3,0.13,0.17,27066704
2024-07-02 03:00:00,159215906,0.06,0.14,-0.08,-12737273
2024-10-01 10:30:00,159215906,0.1,0.03,0.07,11145113
2024-12-31 18:00:00,159215906,0.43,0.03,0.4,63686363
