mid_pt_datetime,stationary_outline_area (m^2),stationary_outline_dh (m),stationary_outline_region_dh (m),stationary_outline_dh_corr (m),stationary_outline_dV_corr (m^3),date,mid_pt_datetime_CS2,stationary_outline_area (m^2)_CS2,stationary_outline_dh (m)_CS2,stationary_outline_region_dh (m)_CS2,stationary_outline_dh_corr (m)_CS2,stationary_outline_dV_corr (m^3)_CS2,name
2019-01-01 00:00:00,248012494,0.08,0.05,0.03,7440375,2019-01-01,2019-01-01 00:00:00,248012494.13996887,0.08,0.05,0.03,7440375.0,EngelhardtSubglacialLake
2019-04-02 13:30:00,248012494,0.12,0.1,0.02,4960250,2019-04-02,2019-04-02 06:00:00,248012494.13996887,0.08,0.06,0.02,4960250.0,EngelhardtSubglacialLake
2019-07-02 21:00:00,248012494,0.06,0.05,0.01,2480125,2019-07-02,2019-07-02 12:00:00,248012494.13996887,0.07,0.06,0.01,2480125.0,EngelhardtSubglacialLake
2019-10-02 04:30:00,248012494,0.25,0.21,0.04,9920500,2019-10-02,2019-10-01 18:00:00,248012494.13996887,0.09,0.07,0.02,4960250.0,EngelhardtSubglacialLake
2020-01-01 12:00:00,248012494,-0.0,-0.01,0.01,2480125,2020-01-01,2020-01-01 00:00:00,248012494.13996887,0.09,0.07,0.02,4960250.0,EngelhardtSubglacialLake
2020-04-01 19:30:00,248012494,0.07,0.06,0.01,2480125,2020-04-01,2020-04-01 12:00:00,248012494.13996887,0.07,0.07,0.0,0.0,EngelhardtSubglacialLake
2020-07-02 03:00:00,248012494,0.13,0.13,0.0,0,2020-07-02,2020-07-02 00:00:00,248012494.13996887,0.07,0.06,0.01,2480125.0,EngelhardtSubglacialLake
2020-10-01 10:30:00,248012494,0.0,-0.01,0.01,2480125,2020-10-01,2020-10-01 12:00:00,248012494.13996887,0.12,0.07,0.05,12400625.0,EngelhardtSubglacialLake
2020-12-31 18:00:00,248012494,0.29,0.07,0.22,54562749,2020-12-31,2021-01-01 00:00:00,248012494.13996887,0.21,0.09,0.12,29761499.0,EngelhardtSubglacialLake
2021-04-02 01:30:00,248012494,0.23,0.02,0.21,52082624,2021-04-02,2021-04-02 06:00:00,248012494.13996887,0.19,0.1,0.09,22321124.0,EngelhardtSubglacialLake
2021-07-02 09:00:00,248012494,0.15,0.13,0.02,4960250,2021-07-02,2021-07-02 12:00:00,248012494.13996887,0.17,0.1,0.07,17360875.0,EngelhardtSubglacialLake
