mid_pt_datetime,stationary_outline_area (m^2),stationary_outline_dh (m),stationary_outline_region_dh (m),stationary_outline_dh_corr (m),stationary_outline_dV_corr (m^3),date,mid_pt_datetime_CS2,stationary_outline_area (m^2)_CS2,stationary_outline_dh (m)_CS2,stationary_outline_region_dh (m)_CS2,stationary_outline_dh_corr (m)_CS2,stationary_outline_dV_corr (m^3)_CS2,name
2019-01-01 00:00:00,270250126,0.17,0.0,0.17,45942522,2019-01-01,2019-01-01 00:00:00,270250126.0,0.17,0.0,0.17,45942522.0,Slessor_23
2019-04-02 13:30:00,270250126,0.44,0.15,0.29,78372537,2019-04-02,2019-04-02 06:00:00,270250126.0,0.26,0.02,0.24,64860030.0,Slessor_23
2019-07-02 21:00:00,270250126,-0.46,-0.06,-0.4,-108100051,2019-07-02,2019-07-02 12:00:00,270250126.0,0.47,0.03,0.44,118910056.0,Slessor_23
2019-10-02 04:30:00,270250126,2.41,0.3,2.11,570227767,2019-10-02,2019-10-01 18:00:00,270250126.0,0.77,0.05,0.72,194580091.0,Slessor_23
2020-01-01 12:00:00,270250126,0.5,-0.04,0.54,145935068,2020-01-01,2020-01-01 00:00:00,270250126.0,0.78,0.05,0.73,197282592.0,Slessor_23
2020-04-01 19:30:00,270250126,-0.02,-0.2,0.18,48645023,2020-04-01,2020-04-01 12:00:00,270250126.0,0.57,0.03,0.54,145935068.0,Slessor_23
2020-07-02 03:00:00,270250126,0.46,0.14,0.32,86480040,2020-07-02,2020-07-02 00:00:00,270250126.0,0.38,0.03,0.35,94587544.0,Slessor_23
2020-10-01 10:30:00,270250126,0.27,0.08,0.19,51347524,2020-10-01,2020-10-01 12:00:00,270250126.0,0.24,0.04,0.2,54050025.0,Slessor_23
2020-12-31 18:00:00,270250126,0.02,0.05,-0.03,-8107504,2020-12-31,2021-01-01 00:00:00,270250126.0,0.14,0.05,0.09,24322511.0,Slessor_23
2021-04-02 01:30:00,270250126,-0.17,0.04,-0.21,-56752527,2021-04-02,2021-04-02 06:00:00,270250126.0,0.12,0.05,0.07,18917509.0,Slessor_23
2021-07-02 09:00:00,270250126,0.37,0.06,0.31,83777539,2021-07-02,2021-07-02 12:00:00,270250126.0,0.11,0.06,0.05,13512506.0,Slessor_23
