mid_pt_datetime,stationary_outline_area (m^2),stationary_outline_dh (m),stationary_outline_region_dh (m),stationary_outline_dh_corr (m),stationary_outline_dV_corr (m^3),date,mid_pt_datetime_CS2,stationary_outline_area (m^2)_CS2,stationary_outline_dh (m)_CS2,stationary_outline_region_dh (m)_CS2,stationary_outline_dh_corr (m)_CS2,stationary_outline_dV_corr (m^3)_CS2,name
2019-01-01 00:00:00,52255212,-0.18,-0.09,-0.09,-4702969,2019-01-01,2019-01-01 00:00:00,52255212.56166518,-0.18,-0.09,-0.09,-4702969.0,JG_Combined_E2_F2
2019-04-02 13:30:00,52255212,-0.04,-0.03,-0.01,-522552,2019-04-02,2019-04-02 06:00:00,52255212.56166518,-0.16,-0.08,-0.08,-4180417.0,JG_Combined_E2_F2
2019-07-02 21:00:00,52255212,-0.15,-0.07,-0.08,-4180417,2019-07-02,2019-07-02 12:00:00,52255212.56166518,-0.1,-0.06,-0.04,-2090209.0,JG_Combined_E2_F2
2019-10-02 04:30:00,52255212,-0.04,0.02,-0.06,-3135313,2019-10-02,2019-10-01 18:00:00,52255212.56166518,-0.07,-0.03,-0.04,-2090209.0,JG_Combined_E2_F2
2020-01-01 12:00:00,52255212,-0.12,-0.07,-0.05,-2612761,2020-01-01,2020-01-01 00:00:00,52255212.56166518,-0.04,-0.01,-0.03,-1567656.0,JG_Combined_E2_F2
2020-04-01 19:30:00,52255212,0.04,-0.01,0.05,2612761,2020-04-01,2020-04-01 12:00:00,52255212.56166518,-0.0,-0.0,0.0,0.0,JG_Combined_E2_F2
2020-07-02 03:00:00,52255212,0.01,0.0,0.01,522552,2020-07-02,2020-07-02 00:00:00,52255212.56166518,0.04,0.02,0.02,1045104.0,JG_Combined_E2_F2
2020-10-01 10:30:00,52255212,0.07,0.05,0.02,1045104,2020-10-01,2020-10-01 12:00:00,52255212.56166518,0.04,0.03,0.01,522552.0,JG_Combined_E2_F2
2020-12-31 18:00:00,52255212,-0.07,-0.06,-0.01,-522552,2020-12-31,2021-01-01 00:00:00,52255212.56166518,0.01,0.01,0.0,0.0,JG_Combined_E2_F2
2021-04-02 01:30:00,52255212,0.01,0.05,-0.04,-2090209,2021-04-02,2021-04-02 06:00:00,52255212.56166518,0.02,0.01,0.01,522552.0,JG_Combined_E2_F2
2021-07-02 09:00:00,52255212,-0.01,-0.01,0.0,0,2021-07-02,2021-07-02 12:00:00,52255212.56166518,0.01,-0.0,0.01,522552.0,JG_Combined_E2_F2
