mid_pt_datetime,stationary_outline_area (m^2),stationary_outline_dh (m),stationary_outline_region_dh (m),stationary_outline_dh_corr (m),stationary_outline_dV_corr (m^3),date,mid_pt_datetime_CS2,stationary_outline_area (m^2)_CS2,stationary_outline_dh (m)_CS2,stationary_outline_region_dh (m)_CS2,stationary_outline_dh_corr (m)_CS2,stationary_outline_dV_corr (m^3)_CS2,name
2019-01-01 00:00:00,11902021,0.01,0.02,-0.01,-119020,2019-01-01,2019-01-01 00:00:00,11902021.740139725,0.01,0.02,-0.01,-119020.0,M1
2019-04-02 13:30:00,11902021,-0.3,-0.3,0.0,0,2019-04-02,2019-04-02 06:00:00,11902021.740139725,0.06,0.06,0.0,0.0,M1
2019-07-02 21:00:00,11902021,0.06,0.08,-0.02,-238040,2019-07-02,2019-07-02 12:00:00,11902021.740139725,0.11,0.09,0.02,238040.0,M1
2019-10-02 04:30:00,11902021,-0.04,-0.03,-0.01,-119020,2019-10-02,2019-10-01 18:00:00,11902021.740139725,0.1,0.08,0.02,238040.0,M1
2020-01-01 12:00:00,11902021,0.0,-0.06,0.06,714121,2020-01-01,2020-01-01 00:00:00,11902021.740139725,0.06,0.04,0.02,238040.0,M1
2020-04-01 19:30:00,11902021,0.11,-0.0,0.11,1309222,2020-04-01,2020-04-01 12:00:00,11902021.740139725,0.01,0.01,0.0,0.0,M1
2020-07-02 03:00:00,11902021,0.27,0.14,0.13,1547263,2020-07-02,2020-07-02 00:00:00,11902021.740139725,0.02,0.02,0.0,0.0,M1
2020-10-01 10:30:00,11902021,0.11,0.03,0.08,952162,2020-10-01,2020-10-01 12:00:00,11902021.740139725,0.05,0.04,0.01,119020.0,M1
2020-12-31 18:00:00,11902021,0.26,0.12,0.14,1666283,2020-12-31,2021-01-01 00:00:00,11902021.740139725,0.04,0.03,0.01,119020.0,M1
2021-04-02 01:30:00,11902021,0.05,-0.06,0.11,1309222,2021-04-02,2021-04-02 06:00:00,11902021.740139725,-0.01,-0.0,-0.01,-119020.0,M1
2021-07-02 09:00:00,11902021,0.14,0.04,0.1,1190202,2021-07-02,2021-07-02 12:00:00,11902021.740139725,-0.01,-0.0,-0.01,-119020.0,M1
