mid_pt_datetime,stationary_outline_area (m^2),stationary_outline_dh (m),stationary_outline_region_dh (m),stationary_outline_dh_corr (m),stationary_outline_dV_corr (m^3),date,mid_pt_datetime_CS2,stationary_outline_area (m^2)_CS2,stationary_outline_dh (m)_CS2,stationary_outline_region_dh (m)_CS2,stationary_outline_dh_corr (m)_CS2,stationary_outline_dV_corr (m^3)_CS2,name
2019-01-01 00:00:00,354027504.5669129,-0.11,-0.2,0.09,31862475.0,2019-01-01,2019-01-01 00:00:00,354027504.5669129,-0.11,-0.2,0.09,31862475.0,Thw_70
2019-04-02 13:30:00,354027504.5669129,-0.34,-0.35,0.01,3540275.0,2019-04-02,2019-04-02 06:00:00,354027504.5669129,-0.07,-0.15,0.08,28322200.0,Thw_70
2019-07-02 21:00:00,354027504.5669129,0.22,0.17,0.05,17701375.0,2019-07-02,2019-07-02 12:00:00,354027504.5669129,-0.05,-0.11,0.06,21241650.0,Thw_70
2019-10-02 04:30:00,354027504.5669129,0.5,0.54,-0.04,-14161100.0,2019-10-02,2019-10-01 18:00:00,354027504.5669129,-0.03,-0.1,0.07,24781925.0,Thw_70
2020-01-01 12:00:00,354027504.5669129,-0.71,-0.75,0.04,14161100.0,2020-01-01,2020-01-01 00:00:00,354027504.5669129,-0.04,-0.12,0.08,28322200.0,Thw_70
2020-04-01 19:30:00,354027504.5669129,-0.5,-0.5,0.0,0.0,2020-04-01,2020-04-01 12:00:00,354027504.5669129,-0.11,-0.15,0.04,14161100.0,Thw_70
2020-07-02 03:00:00,354027504.5669129,0.64,0.57,0.07,24781925.0,2020-07-02,2020-07-02 00:00:00,354027504.5669129,-0.17,-0.17,0.0,0.0,Thw_70
2020-10-01 10:30:00,354027504.5669129,-0.25,-0.22,-0.03,-10620825.0,2020-10-01,2020-10-01 12:00:00,354027504.5669129,-0.2,-0.16,-0.04,-14161100.0,Thw_70
2020-12-31 18:00:00,354027504.5669129,-0.69,-0.67,-0.02,-7080550.0,2020-12-31,2021-01-01 00:00:00,354027504.5669129,-0.2,-0.15,-0.05,-17701375.0,Thw_70
2021-04-02 01:30:00,354027504.5669129,-0.4,-0.53,0.13,46023576.0,2021-04-02,2021-04-02 06:00:00,354027504.5669129,-0.19,-0.16,-0.03,-10620825.0,Thw_70
2021-07-02 09:00:00,354027504.5669129,-0.29,-0.35,0.06,21241650.0,2021-07-02,2021-07-02 12:00:00,354027504.5669129,-0.18,-0.16,-0.02,-7080550.0,Thw_70
