mid_pt_datetime,stationary_outline_area (m^2),stationary_outline_dh (m),stationary_outline_region_dh (m),stationary_outline_dh_corr (m),stationary_outline_dV_corr (m^3),date,mid_pt_datetime_CS2,stationary_outline_area (m^2)_CS2,stationary_outline_dh (m)_CS2,stationary_outline_region_dh (m)_CS2,stationary_outline_dh_corr (m)_CS2,stationary_outline_dV_corr (m^3)_CS2,name
2019-01-01 00:00:00,39496829,-0.39,-0.17,-0.22,-8689302,2019-01-01,2019-01-01 00:00:00,39496829.14293356,-0.39,-0.17,-0.22,-8689302.0,R1
2019-04-02 13:30:00,39496829,-0.21,-0.2,-0.01,-394968,2019-04-02,2019-04-02 06:00:00,39496829.14293356,-0.43,-0.21,-0.22,-8689302.0,R1
2019-07-02 21:00:00,39496829,-0.5,-0.08,-0.42,-16588668,2019-07-02,2019-07-02 12:00:00,39496829.14293356,-0.4,-0.2,-0.2,-7899366.0,R1
2019-10-02 04:30:00,39496829,-0.15,0.01,-0.16,-6319493,2019-10-02,2019-10-01 18:00:00,39496829.14293356,-0.3,-0.14,-0.16,-6319493.0,R1
2020-01-01 12:00:00,39496829,-0.12,-0.15,0.03,1184905,2020-01-01,2020-01-01 00:00:00,39496829.14293356,-0.11,-0.05,-0.06,-2369810.0,R1
2020-04-01 19:30:00,39496829,0.39,-0.03,0.42,16588668,2020-04-01,2020-04-01 12:00:00,39496829.14293356,0.1,0.05,0.05,1974841.0,R1
2020-07-02 03:00:00,39496829,0.68,0.14,0.54,21328288,2020-07-02,2020-07-02 00:00:00,39496829.14293356,0.24,0.12,0.12,4739619.0,R1
2020-10-01 10:30:00,39496829,0.6,0.17,0.43,16983637,2020-10-01,2020-10-01 12:00:00,39496829.14293356,0.25,0.14,0.11,4344651.0,R1
2020-12-31 18:00:00,39496829,0.35,0.08,0.27,10664144,2020-12-31,2021-01-01 00:00:00,39496829.14293356,0.18,0.11,0.07,2764778.0,R1
2021-04-02 01:30:00,39496829,0.06,-0.08,0.14,5529556,2021-04-02,2021-04-02 06:00:00,39496829.14293356,0.13,0.09,0.04,1579873.0,R1
2021-07-02 09:00:00,39496829,0.24,0.19,0.05,1974841,2021-07-02,2021-07-02 12:00:00,39496829.14293356,0.1,0.07,0.03,1184905.0,R1
