midcyc_datetime,evolving_outlines_darea (m^2),evolving_outlines_dh (m),evolving_region_dh (m),evolving_outlines_dh_corr (m),evolving_outlines_dvol_corr (m^3),static_outline_area,static_outline_dh (m),static_outline_region_dh (m),static_outline_dh_corr (m),static_outline_dvol_corr (m^3),bias_area (m^2),bias_region_dh (m),bias_outlines_dh_corr (m),bias_dvol_corr (m^3)
2010-08-17 06:45:00,0.0,0.0,0.0,0.0,0.0,145716132.58342242,0.08126061266993205,0.03356792517148201,0.04769268749845004,6949593.97478388,-145716132.58342242,-0.03356792517148201,-0.04769268749845004,-6949593.97478388
2010-11-16 11:15:00,0.0,0.0,0.0,0.0,0.0,145716132.58342242,0.08741411816551152,0.02595498577063522,0.0614591323948763,8955587.084513906,-145716132.58342242,-0.02595498577063522,-0.0614591323948763,-8955587.084513906
2011-02-15 15:45:00,0.0,0.0,0.0,0.0,0.0,145716132.58342242,0.10499105841499497,0.023466905053792092,0.08152415336120288,11879384.3399323,-145716132.58342242,-0.023466905053792092,-0.08152415336120288,-11879384.3399323
2011-05-17 23:15:00,0.0,0.0,0.0,0.0,0.0,145716132.58342242,0.08624851735406461,0.009743105462320045,0.07650541189174456,11148072.742566792,-145716132.58342242,-0.009743105462320045,-0.07650541189174456,-11148072.742566792
2011-08-17 06:45:00,91356214.39084792,0.7241471999363953,-0.0024931969158242685,0.7266403968522196,66383115.87988219,145716132.58342242,-0.030613175239799926,-0.025496543773423117,-0.005116631466376809,-745575.7491350741,-54359918.1925745,0.023003346857598847,0.7317570283185963,67128691.62901726
2011-11-16 11:15:00,99732013.20619291,0.6226950520177719,0.026141790366801643,0.5965532616509702,59495457.76917202,145716132.58342242,-0.0002879445443758074,0.004099773339859163,-0.00438771788423497,-639361.2809578367,-45984119.37722951,0.02204201702694248,0.6009409795352052,60134819.05012986
2012-02-15 15:45:00,45897073.164203644,-0.5645336921414877,0.07379294117334399,-0.6383266333148317,-29297324.191910625,145716132.58342242,0.058995569701354424,0.07272395005498247,-0.013728380353628049,-2000446.4917649163,-99819059.41921878,0.0010689911183615203,-0.6245982529612037,-27296877.700145707
2012-05-16 23:15:00,99993504.79834843,-0.8237205084397665,0.08062954394249768,-0.9043500523822642,-90429131.30227259,145716132.58342242,0.07569490186159536,0.10224541644278685,-0.026550514581191495,-3868838.3028709902,-45722627.785073996,-0.02161587250028918,-0.8777995378010727,-86560292.9994016
2012-08-16 06:45:00,101588319.64512229,-0.8422897253332721,0.044840653198759545,-0.8871303785320316,-90122084.46121036,145716132.58342242,0.0741060209430104,0.0776030996769622,-0.003497078733951803,-509580.78845118795,-44127812.93830013,-0.03276244647820266,-0.8836332997980798,-89612503.67275916
2012-11-15 23:15:00,85423854.5052334,-0.4997836513764659,0.012083473324308496,-0.5118671247007744,-43725662.78645112,145716132.58342242,0.02634029481240544,0.050178049719192014,-0.023837754906786576,-3473545.454488441,-60292278.078189015,-0.03809457639488352,-0.48802936979398787,-40252117.33196268
2013-02-15 15:45:00,0.0,0.0,0.0,0.0,0.0,145716132.58342242,-0.011580853389551069,0.02059269282869991,-0.03217354621825098,-4688204.726417528,-145716132.58342242,-0.02059269282869991,0.03217354621825098,4688204.726417528
