midcyc_datetime,evolving_outlines_darea (m^2),evolving_outlines_dh (m),evolving_outlines_region_dh (m),evolving_outlines_dh_corr (m),evolving_outlines_dvol_corr (m^3),static_outline_area,static_outline_dh (m),static_outline_region_dh (m),static_outline_dh_corr (m),static_outline_dvol_corr (m^3),bias_area (m^2),bias_region_dh (m),bias_outlines_dh_corr (m),bias_dvol_corr (m^3)
2010-08-17 06:45:00,0.0,0.0,0.0,0.0,0.0,233.00270835464335,-0.1267887274783844,-0.11619452007800747,-0.010594207400376934,-2.4684790171586313,-233.00270835464335,0.11619452007800747,0.010594207400376934,2.4684790171586313
2010-11-16 11:15:00,0.0,0.0,0.0,0.0,0.0,233.00270835464335,-0.12299850831404237,-0.12031569869096316,-0.0026828096230792076,-0.6251019081773552,-233.00270835464335,0.12031569869096316,0.0026828096230792076,0.6251019081773552
2011-02-15 15:45:00,0.0,0.0,0.0,0.0,0.0,233.00270835464335,-0.04822864267867432,-0.06252846842885955,0.014299825750185229,3.331898128792628,-233.00270835464335,0.06252846842885955,-0.014299825750185229,-3.331898128792628
2011-05-17 23:15:00,0.0,0.0,0.0,0.0,0.0,233.00270835464335,0.05675368810462427,0.035462555181260784,0.021291132923363487,4.960891635082407,-233.00270835464335,-0.035462555181260784,-0.021291132923363487,-4.960891635082407
2011-08-17 06:45:00,0.0,0.0,0.0,0.0,0.0,233.00270835464335,0.10998845791575745,0.08053866469931173,0.029449793216445724,6.861881579916057,-233.00270835464335,-0.08053866469931173,-0.029449793216445724,-6.861881579916057
2011-11-16 11:15:00,0.0,0.0,0.0,0.0,0.0,233.00270835464335,0.05646916832132914,0.02203449215353459,0.034434676167794546,8.02337280841122,-233.00270835464335,-0.02203449215353459,-0.034434676167794546,-8.02337280841122
2012-02-15 15:45:00,0.0,0.0,0.0,0.0,0.0,233.00270835464335,0.11028022065717188,0.04474920974612503,0.06553101091104685,15.2689030234916,-233.00270835464335,-0.04474920974612503,-0.06553101091104685,-15.2689030234916
2012-05-16 23:15:00,0.0,0.0,0.0,0.0,0.0,233.00270835464335,0.3344135325063851,0.13185357201735384,0.20255996048903127,47.197019398153834,-233.00270835464335,-0.13185357201735384,-0.20255996048903127,-47.197019398153834
2012-08-16 06:45:00,0.0,0.0,0.0,0.0,0.0,233.00270835464335,0.6590895060090028,0.24170167606734663,0.41738782994165624,97.2524948106732,-233.00270835464335,-0.24170167606734663,-0.41738782994165624,-97.2524948106732
2012-11-15 23:15:00,0.0,0.0,0.0,0.0,0.0,233.00270835464335,0.2800837836502394,0.11472267980945221,0.16536110384078717,38.529585051416824,-233.00270835464335,-0.11472267980945221,-0.16536110384078717,-38.529585051416824
2013-02-15 15:45:00,0.0,0.0,0.0,0.0,0.0,233.00270835464335,-0.21535366014414134,-0.052761190384746325,-0.162592469759395,-37.88448581200948,-233.00270835464335,0.052761190384746325,0.162592469759395,37.88448581200948
2013-05-17 23:15:00,0.0,0.0,0.0,0.0,0.0,233.00270835464335,0.030666155358034013,0.02462806276183491,0.006038092596199102,1.4068919282105108,-233.00270835464335,-0.02462806276183491,-0.006038092596199102,-1.4068919282105108
2013-08-17 06:45:00,0.0,0.0,0.0,0.0,0.0,233.00270835464335,0.2078883626922485,0.06674084624426883,0.14114751644797968,32.88775360991083,-233.00270835464335,-0.06674084624426883,-0.14114751644797968,-32.88775360991083
2013-11-16 11:15:00,0.0,0.0,0.0,0.0,0.0,233.00270835464335,-0.107006455198084,-0.02173186016571228,-0.08527459503237171,-19.869211596388023,-233.00270835464335,0.02173186016571228,0.08527459503237171,19.869211596388023
2014-02-15 15:45:00,0.0,0.0,0.0,0.0,0.0,233.00270835464335,-0.3364193638401424,-0.07064179743838421,-0.2657775664017582,-61.92689279151572,-233.00270835464335,0.07064179743838421,0.2657775664017582,61.92689279151572
2014-05-17 23:15:00,0.0,0.0,0.0,0.0,0.0,233.00270835464335,-0.26008325424242307,-0.02338313898519265,-0.23670011525723042,-55.151767922790924,-233.00270835464335,0.02338313898519265,0.23670011525723042,55.151767922790924
2014-08-17 06:45:00,0.0,0.0,0.0,0.0,0.0,233.00270835464335,-0.14883848585971676,0.006772107178503949,-0.15561059303822072,-36.25768962657764,-233.00270835464335,-0.006772107178503949,0.15561059303822072,36.25768962657764
