midcyc_datetime,evolving_outlines_darea (m^2),evolving_outlines_dh (m),evolving_outlines_region_dh (m),evolving_outlines_dh_corr (m),evolving_outlines_dvol_corr (m^3),static_outline_area,static_outline_dh (m),static_outline_region_dh (m),static_outline_dh_corr (m),static_outline_dvol_corr (m^3),bias_area (m^2),bias_region_dh (m),bias_outlines_dh_corr (m),bias_dvol_corr (m^3)
2010-08-17 06:45:00,0.0,0.0,0.0,0.0,0.0,357763201.51331425,0.01173130314846677,-0.019048026955119098,0.03077933010358587,11011711.67829401,-357763201.51331425,0.019048026955119098,-0.03077933010358587,-11011711.67829401
2010-11-16 11:15:00,0.0,0.0,0.0,0.0,0.0,357763201.51331425,0.022497421707569326,-0.038820683752149705,0.06131810545971903,21937361.720000114,-357763201.51331425,0.038820683752149705,-0.06131810545971903,-21937361.720000114
2011-02-15 15:45:00,0.0,0.0,0.0,0.0,0.0,357763201.51331425,0.04655020155796316,-0.02520006155138297,0.07175026310934612,25669603.839422315,-357763201.51331425,0.02520006155138297,-0.07175026310934612,-25669603.839422315
2011-05-17 23:15:00,0.0,0.0,0.0,0.0,0.0,357763201.51331425,0.08317005124625367,-0.014014302138040786,0.09718435338429446,34768985.40376648,-357763201.51331425,0.014014302138040786,-0.09718435338429446,-34768985.40376648
2011-08-17 06:45:00,0.0,0.0,0.0,0.0,0.0,357763201.51331425,0.11375251489569586,0.03345749234076313,0.08029502255493273,28726604.334836513,-357763201.51331425,-0.03345749234076313,-0.08029502255493273,-28726604.334836513
2011-11-16 11:15:00,2303750.4737758636,0.2480661584478412,0.08905309997938587,0.15901305846845531,366326.40878325305,357763201.51331425,0.12430945537652069,0.08020104373171531,0.044108411644805376,15780366.563712722,-355459451.0395384,0.008852056247670562,0.11490464682364994,-15414040.154929468
2012-02-15 15:45:00,0.0,0.0,0.0,0.0,0.0,357763201.51331425,0.12949133618414116,0.08544870818378224,0.04404262800035892,15756831.596468346,-357763201.51331425,-0.08544870818378224,-0.04404262800035892,-15756831.596468346
2012-05-16 23:15:00,0.0,0.0,0.0,0.0,0.0,357763201.51331425,0.12837057523057596,0.06119242933655355,0.0671781458940224,24033868.546773963,-357763201.51331425,-0.06119242933655355,-0.0671781458940224,-24033868.546773963
2012-08-16 06:45:00,0.0,0.0,0.0,0.0,0.0,357763201.51331425,0.11666533174251341,0.05485266178303151,0.0618126699594819,22114298.698790107,-357763201.51331425,-0.05485266178303151,-0.0618126699594819,-22114298.698790107
2012-11-15 23:15:00,0.0,0.0,0.0,0.0,0.0,357763201.51331425,0.1197027388625447,0.06929753511320814,0.05040520374933656,18033127.06629356,-357763201.51331425,-0.06929753511320814,-0.05040520374933656,-18033127.06629356
2013-02-15 15:45:00,0.0,0.0,0.0,0.0,0.0,357763201.51331425,0.11141952719466472,0.06296569740933713,0.048453829785327585,17334997.26957998,-357763201.51331425,-0.06296569740933713,-0.048453829785327585,-17334997.26957998
2013-05-17 23:15:00,13876005.875386238,0.3062816369659001,0.059658110095956535,0.24662352686994357,3422149.5078558126,357763201.51331425,0.10434594954830316,0.044314346756425586,0.060031602791877574,21477098.406797733,-343887195.637928,0.015343763339530948,0.186591924078066,-18054948.89894192
2013-08-17 06:45:00,37267835.700713396,0.4394362047091518,0.03824186347329761,0.4011943412358542,14951644.79323376,357763201.51331425,0.11092700327182206,0.024525032311219757,0.0864019709606023,30911445.747925486,-320495365.81260085,0.013716831162077853,0.31479237027525186,-15959800.954691727
2013-11-16 11:15:00,180125994.45348793,0.3283508522318661,0.02594458259112502,0.3024062696407411,54471230.04800811,357763201.51331425,0.21727947433246136,0.00757086517271045,0.20970860915975092,75026023.39789683,-177637207.0598263,0.01837371741841457,0.09269766048099015,-20554793.34988872
2014-02-15 15:45:00,224436077.1690151,0.4588563297696489,0.018551743015641206,0.4403045867540077,98820234.21059377,357763201.51331425,0.34480437400884345,0.002361726268591532,0.3424426477402519,122513377.99024862,-133327124.34429914,0.016190016747049674,0.09786193901375578,-23693143.779654846
2014-05-17 23:15:00,259053148.85110658,0.43892355172175385,0.05488177051005541,0.3840417812116984,99487232.71327822,357763201.51331425,0.3810437511401047,0.04048055843639281,0.3405631927037119,121840978.13927574,-98710052.66220766,0.0144012120736626,0.043478588507986526,-22353745.425997525
2014-08-17 06:45:00,273657771.378092,0.3640167950520916,0.0644522422549351,0.29956455279715655,81978167.90234463,357763201.51331425,0.3575079797923756,0.05188683685913654,0.30562114293323905,109339998.54595383,-84105430.13522226,0.012565405395798555,-0.006056590136082507,-27361830.643609196
2014-11-16 11:15:00,226838220.35998273,0.24558914688213368,0.0649138322456172,0.18067531463651648,40984066.83512734,357763201.51331425,0.2537458658196165,0.05452474869061453,0.19922111712900198,71273984.67313072,-130924981.15333152,0.01038908355500267,-0.018545802492485497,-30289917.838003382
2015-02-15 15:45:00,4652131.257083893,-0.2680107182830227,0.06708796971263276,-0.33509868799565545,-1558923.0806323919,357763201.51331425,0.1461180593416077,0.055410547236521536,0.09070751210508618,32451809.93202334,-353111070.25623035,0.01167742247611122,-0.42580620010074166,-34010733.01265573
2015-05-17 23:15:00,0.0,0.0,0.0,0.0,0.0,357763201.51331425,0.10823998959265244,0.054785292880185785,0.05345469671246665,19124123.4317753,-357763201.51331425,-0.054785292880185785,-0.05345469671246665,-19124123.4317753
2015-08-17 06:45:00,0.0,0.0,0.0,0.0,0.0,357763201.51331425,0.11415659903288049,0.07420281655517338,0.0399537824777071,14293993.13179105,-357763201.51331425,-0.07420281655517338,-0.0399537824777071,-14293993.13179105
2015-11-16 11:15:00,0.0,0.0,0.0,0.0,0.0,357763201.51331425,0.1061582781649381,0.07977335296964747,0.026384925195290634,9439555.309556486,-357763201.51331425,-0.07977335296964747,-0.026384925195290634,-9439555.309556486
2016-02-15 15:45:00,4026678.544305682,0.2775889726853755,0.0918966974755574,0.18569227520981813,747723.1004306806,357763201.51331425,0.11128484037582487,0.08668382205480964,0.02460101832101523,8801339.075014107,-353736522.96900856,0.005212875420747762,0.16109125688880288,-8053615.9745834265
2016-05-16 23:15:00,23725458.72712779,0.3524583782793328,0.08740447616160606,0.2650539021177267,6288525.415158295,357763201.51331425,0.11926397332072691,0.07908323163714338,0.04018074168358353,14375190.78389832,-334037742.78618646,0.008321244524462673,0.22487316043414318,-8086665.368740025
2016-08-16 06:45:00,22504193.39205265,0.367912463209946,0.07864988556691511,0.28926257764303087,6509620.988362412,357763201.51331425,0.15865566791559566,0.06777213791615043,0.09088352999944523,32514782.65743286,-335259008.1212616,0.010877747650764685,0.19837904764358566,-26005161.66907045
2016-11-15 23:15:00,662329.6504276991,0.2672109502664739,0.06989830869428347,0.19731264157219042,130686.01291747477,357763201.51331425,0.18857514122379393,0.0613026823621432,0.12727245886165073,45533402.34681575,-357100871.86288655,0.008595626332140269,0.07004018271053969,-45402716.333898276
2017-02-15 15:45:00,0.0,0.0,0.0,0.0,0.0,357763201.51331425,0.152155170566361,0.06053213923694795,0.09162303132941305,32779349.020765506,-357763201.51331425,-0.06053213923694795,-0.09162303132941305,-32779349.020765506
2017-05-17 23:15:00,0.0,0.0,0.0,0.0,0.0,357763201.51331425,0.11138687955176983,0.04332074466508541,0.06806613488668442,24351558.331697308,-357763201.51331425,-0.04332074466508541,-0.06806613488668442,-24351558.331697308
2017-08-17 06:45:00,0.0,0.0,0.0,0.0,0.0,357763201.51331425,0.06007349078226098,0.04730823778864321,0.01276525299361777,4566937.779124112,-357763201.51331425,-0.04730823778864321,-0.01276525299361777,-4566937.779124112
2017-11-16 11:15:00,0.0,0.0,0.0,0.0,0.0,357763201.51331425,0.039736673470473,0.039520442558162706,0.00021623091231029457,77359.4634542757,-357763201.51331425,-0.039520442558162706,-0.00021623091231029457,-77359.4634542757
2018-02-15 15:45:00,0.0,0.0,0.0,0.0,0.0,357763201.51331425,0.06126883638207128,0.03709234974536344,0.024176486636707836,8649457.260492455,-357763201.51331425,-0.03709234974536344,-0.024176486636707836,-8649457.260492455
2018-05-17 23:15:00,0.0,0.0,0.0,0.0,0.0,357763201.51331425,0.06907849048078422,0.057955414811372875,0.011123075669411349,3979427.162163455,-357763201.51331425,-0.057955414811372875,-0.011123075669411349,-3979427.162163455
2018-08-17 06:45:00,0.0,0.0,0.0,0.0,0.0,357763201.51331425,0.06722680288287661,0.04688962234311549,0.020337180539761114,7275894.819659209,-357763201.51331425,-0.04688962234311549,-0.020337180539761114,-7275894.819659209
2018-11-16 14:15:00,0.0,0.0,0.0,0.0,0.0,357763201.51331425,-0.04841272532939911,-0.0622016042470932,0.013788878917694092,4933153.466873682,-357763201.51331425,0.0622016042470932,-0.013788878917694092,-4933153.466873682
2019-02-15 21:45:00,0.0,0.0,0.0,0.0,0.0,357763201.51331425,0.11541640013456345,0.0834660604596138,0.031950339674949646,11430655.81154785,-357763201.51331425,-0.0834660604596138,-0.031950339674949646,-11430655.81154785
2019-05-18 05:15:00,0.0,0.0,0.0,0.0,0.0,357763201.51331425,0.07319317758083344,0.0601411834359169,0.013051994144916534,4669523.211418372,-357763201.51331425,-0.0601411834359169,-0.013051994144916534,-4669523.211418372
2019-08-17 12:45:00,100819535.47993672,0.28466862440109253,0.2081296741962433,0.07653895020484924,7716621.405774908,357763201.51331425,0.24468474090099335,0.2094431072473526,0.03524163365364075,12608159.682485871,-256943666.03337753,-0.001313433051109314,0.041297316551208496,-4891538.276710963
2019-11-16 20:15:00,0.0,0.0,0.0,0.0,0.0,357763201.51331425,0.007436954416334629,-0.0067804730497300625,0.014217427000403404,5086472.200946158,-357763201.51331425,0.0067804730497300625,-0.014217427000403404,-5086472.200946158
2020-02-16 03:45:00,9054236.491551042,0.2574191689491272,0.05431224778294563,0.20310692489147186,1838978.1310390811,357763201.51331425,0.06551136821508408,0.0517035573720932,0.013807810842990875,4939926.61307867,-348708965.0217632,0.0026086904108524323,0.1892991065979004,-3100948.4820395885
2020-05-17 11:15:00,34407324.06319537,0.5214196443557739,0.12772028148174286,0.3936993479728699,13546141.049171252,357763201.51331425,0.13984356820583344,0.123295858502388,0.016547709703445435,5920161.601217574,-323355877.4501189,0.004424422979354858,0.37715163826942444,7625979.447953678
2020-08-16 18:45:00,42716938.274363756,0.7081100344657898,0.012744633480906487,0.6953654289245605,29703882.10549693,357763201.51331425,0.0024006562307476997,0.001308622770011425,0.0010920334607362747,390689.38707267377,-315046263.2389505,0.011436010710895061,0.6942734122276306,29313192.718424257
2020-11-16 02:15:00,199211262.02186513,0.23089219629764557,0.05557939410209656,0.175312802195549,34924284.57396492,357763201.51331425,0.23987391591072083,0.0475941002368927,0.19227981567382812,68790642.4418587,-158551939.49144912,0.007985293865203857,-0.016967013478279114,-33866357.86789377
2021-02-15 09:45:00,66673503.059656486,-0.1530577689409256,0.011919529177248478,-0.1649772971868515,-10999614.3287614,357763201.51331425,0.1854020059108734,-0.0042632571421563625,0.18966525793075562,67855249.89315565,-291089698.45365775,0.016182785853743553,-0.3546425700187683,-78854864.22191705
2021-05-17 17:15:00,5002780.064342499,-0.328338623046875,0.12504972517490387,-0.4533883333206177,-2268202.115341858,357763201.51331425,0.1505417823791504,0.1166476309299469,0.03389415144920349,12126080.13504418,-352760421.44897175,0.00840209424495697,-0.48728248476982117,-14394282.250386037
2021-08-17 00:45:00,0.0,0.0,0.0,0.0,0.0,357763201.51331425,0.04177407547831535,0.0909336656332016,-0.049159590154886246,-17587492.35889451,-357763201.51331425,-0.0909336656332016,0.049159590154886246,17587492.35889451
2021-11-16 08:15:00,217010984.84020162,-0.35490521788597107,-0.12840625643730164,-0.22649896144866943,-49152762.68925861,357763201.51331425,-0.2834374010562897,-0.1205739825963974,-0.16286341845989227,-58266537.99761366,-140752216.67311263,-0.007832273840904236,-0.06363554298877716,9113775.308355048
