midcyc_datetime,evolving_outlines_darea (m^2),evolving_outlines_dh (m),evolving_region_dh (m),evolving_outlines_dh_corr (m),evolving_outlines_dvol_corr (m^3),static_outline_area,static_outline_dh (m),static_outline_region_dh (m),static_outline_dh_corr (m),static_outline_dvol_corr (m^3),bias_area (m^2),bias_region_dh (m),bias_outlines_dh_corr (m),bias_dvol_corr (m^3)
2010-08-17 06:45:00,34483788.69554317,-0.1342688774004349,-0.053278440308771435,-0.08099043709166345,-2792857.1190286046,24475339.44361162,-0.07536342846793787,-0.07385491478513966,-0.0015085136827982099,-36921.38444181885,10008449.251931548,0.02057647447636822,-0.07948192340886524,-2755935.7345867855
2010-11-16 11:15:00,56491319.290246546,-0.15715550784515203,-0.05447411893321039,-0.10268138891194165,-5800607.126190477,24475339.44361162,-0.08900807297538904,-0.08188602562809895,-0.007122047347290092,-174314.5263583987,32015979.846634924,0.027411906694888556,-0.09555934156465155,-5626292.599832078
2011-02-15 15:45:00,13183469.261521854,-0.10386435715799262,-0.06243981662492133,-0.04142454053307129,-546119.1567904114,24475339.44361162,-0.027282535040815976,-0.035407186101830725,0.008124651061014749,198853.5925792353,-11291870.182089768,-0.027032630523090607,-0.04954919159408604,-744972.7493696468
2011-05-17 23:15:00,13523845.508630931,-0.12075322925388068,-0.03654478338219153,-0.08420844587168916,-1138822.0124906343,24475339.44361162,-0.018352032424729714,-0.015560430636620973,-0.002791601788108741,-68325.4013553546,-10951493.93498069,-0.02098435274557056,-0.08141684408358042,-1070496.6111352798
2011-08-17 06:45:00,9662845.580114365,0.12259108817088418,0.00923501526693264,0.11335607290395154,1095342.2280390698,24475339.44361162,-0.05125293481863006,-0.020578602807726536,-0.030674332010903523,-750764.6881729056,-14812493.863497257,0.029813618074659175,0.14403040491485505,1846106.9162119753
2011-11-16 11:15:00,15890382.997164965,0.13333194493498013,0.05090355856189809,0.08242838637308203,1309818.629306567,24475339.44361162,0.0073565220619305665,0.018637508324881463,-0.011280986262950897,-276105.96804444294,-8584956.446446657,0.03226605023701663,0.09370937263603293,1585924.59735101
2012-02-15 15:45:00,5517942.19245851,0.1268146430791603,0.028769771454345564,0.09804487162481473,541005.9338927434,24475339.44361162,0.0671297229602601,0.054504522437052096,0.012625200523208,309006.0683491789,-18957397.25115311,-0.02573475098270653,0.08541967110160673,231999.86554356455
2012-05-16 23:15:00,9760266.033047736,0.12467114479140946,0.0018957519109940072,0.12277539288041546,1198320.4968248098,24475339.44361162,0.04871980999805222,0.037475003588554046,0.011244806409498175,275220.45385016745,-14715073.410563886,-0.035579251677560035,0.11153058647091729,923100.0429746424
2012-08-16 06:45:00,0.0,0.0,0.0,0.0,0.0,24475339.44361162,0.001252550634490035,0.003665458817503501,-0.002412908183013466,-59056.746825522736,-24475339.44361162,-0.003665458817503501,0.002412908183013466,59056.746825522736
2012-11-15 23:15:00,0.0,0.0,0.0,0.0,0.0,24475339.44361162,-0.022777204150126334,-0.012551933402088858,-0.010225270748037476,-250266.97246104974,-24475339.44361162,0.012551933402088858,0.010225270748037476,250266.97246104974
2013-02-15 15:45:00,8139425.297423005,-0.12286997254341259,0.019461136448451447,-0.14233110899186402,-1158493.429138649,24475339.44361162,-0.022237685684653268,-0.019291532453545795,-0.0029461532311074734,-72108.10038424857,-16335914.146188617,0.038752668901997245,-0.13938495576075655,-1086385.3287544004
2013-05-17 23:15:00,20724157.07545808,-0.124193691485137,-0.014422079446441265,-0.10977161203869573,-2274924.1303161755,24475339.44361162,-0.028421557402775004,-0.031275656387492745,0.0028540989847177407,69855.041456634,-3751182.3681535423,0.016853576941051482,-0.11262571102341347,-2344779.1717728097
2013-08-17 06:45:00,0.0,0.0,0.0,0.0,0.0,24475339.44361162,-0.003015448087239747,-0.010017095653040542,0.007001647565800795,171367.70083751148,-24475339.44361162,0.010017095653040542,-0.007001647565800795,-171367.70083751148
2013-11-16 11:15:00,0.0,0.0,0.0,0.0,0.0,24475339.44361162,0.01768054568109771,0.014897192776497073,0.002783352904600635,68123.5071314629,-24475339.44361162,-0.014897192776497073,-0.002783352904600635,-68123.5071314629
2014-02-15 15:45:00,0.0,0.0,0.0,0.0,0.0,24475339.44361162,0.02528602356791983,0.022188835899328296,0.003097187668591534,75804.71950934589,-24475339.44361162,-0.022188835899328296,-0.003097187668591534,-75804.71950934589
2014-05-17 23:15:00,0.0,0.0,0.0,0.0,0.0,24475339.44361162,0.013877195632763536,0.015415202444084267,-0.0015380068113207308,-37643.23877366162,-24475339.44361162,-0.015415202444084267,0.0015380068113207308,37643.23877366162
2014-08-17 06:45:00,2627567.9617170095,0.12323697497231478,0.007885545334185015,0.11535142963812976,303093.7208554037,24475339.44361162,-0.02095637356071241,-0.007225685543744476,-0.013730688016967935,-336063.25000962074,-21847771.481894612,0.015111230877929491,0.1290821176550977,639156.9708650245
2014-11-16 11:15:00,0.0,0.0,0.0,0.0,0.0,24475339.44361162,0.005592930417928225,0.008668694059300227,-0.003075763641372002,-75280.35917089866,-24475339.44361162,-0.008668694059300227,0.003075763641372002,75280.35917089866
2015-02-15 15:45:00,0.0,0.0,0.0,0.0,0.0,24475339.44361162,-0.004012650695737345,0.012246495411735244,-0.01625914610747259,-397948.1200436682,-24475339.44361162,-0.012246495411735244,0.01625914610747259,397948.1200436682
