mid_pt_datetime,stationary_outline_area (m^2),stationary_outline_dh (m),stationary_outline_region_dh (m),stationary_outline_dh_corr (m),stationary_outline_dV_corr (m^3),date,mid_pt_datetime_CS2,stationary_outline_area (m^2)_CS2,stationary_outline_dh (m)_CS2,stationary_outline_region_dh (m)_CS2,stationary_outline_dh_corr (m)_CS2,stationary_outline_dV_corr (m^3)_CS2,name
2019-01-01 00:00:00,15722920.767431408,0.02,-0.01,0.03,471688.0,2019-01-01,2019-01-01 00:00:00,15722920.767431408,0.02,-0.01,0.03,471688.0,V1
2019-04-02 13:30:00,15722920.767431408,-0.09,-0.09,0.0,0.0,2019-04-02,2019-04-02 06:00:00,15722920.767431408,-0.04,-0.04,0.0,0.0,V1
2019-07-02 21:00:00,15722920.767431408,0.14,0.1,0.04,628917.0,2019-07-02,2019-07-02 12:00:00,15722920.767431408,-0.04,-0.02,-0.02,-314458.0,V1
2019-10-02 04:30:00,15722920.767431408,-0.22,-0.04,-0.18,-2830126.0,2019-10-02,2019-10-01 18:00:00,15722920.767431408,-0.04,-0.02,-0.02,-314458.0,V1
2020-01-01 12:00:00,15722920.767431408,-0.33,-0.14,-0.19,-2987355.0,2020-01-01,2020-01-01 00:00:00,15722920.767431408,-0.04,-0.03,-0.01,-157229.0,V1
2020-04-01 19:30:00,15722920.767431408,-0.23,-0.12,-0.11,-1729521.0,2020-04-01,2020-04-01 12:00:00,15722920.767431408,-0.04,-0.02,-0.02,-314458.0,V1
2020-07-02 03:00:00,15722920.767431408,0.05,0.05,0.0,0.0,2020-07-02,2020-07-02 00:00:00,15722920.767431408,-0.06,-0.03,-0.03,-471688.0,V1
2020-10-01 10:30:00,15722920.767431408,-0.02,0.03,-0.05,-786146.0,2020-10-01,2020-10-01 12:00:00,15722920.767431408,-0.13,-0.11,-0.02,-314458.0,V1
2020-12-31 18:00:00,15722920.767431408,0.04,-0.04,0.08,1257834.0,2020-12-31,2021-01-01 00:00:00,15722920.767431408,-0.17,-0.15,-0.02,-314458.0,V1
2021-04-02 01:30:00,15722920.767431408,-0.02,-0.03,0.01,157229.0,2021-04-02,2021-04-02 06:00:00,15722920.767431408,-0.14,-0.13,-0.01,-157229.0,V1
2021-07-02 09:00:00,15722920.767431408,0.03,0.04,-0.01,-157229.0,2021-07-02,2021-07-02 12:00:00,15722920.767431408,-0.12,-0.12,0.0,0.0,V1
