mid_pt_datetime,stationary_outline_area (m^2),stationary_outline_dh (m),stationary_outline_region_dh (m),stationary_outline_dh_corr (m),stationary_outline_dV_corr (m^3),date,mid_pt_datetime_CS2,stationary_outline_area (m^2)_CS2,stationary_outline_dh (m)_CS2,stationary_outline_region_dh (m)_CS2,stationary_outline_dh_corr (m)_CS2,stationary_outline_dV_corr (m^3)_CS2,name
2019-01-01 00:00:00,230446504,0.15,0.05,0.1,23044650,2019-01-01,2019-01-01 00:00:00,230446504.0,0.15,0.05,0.1,23044650.0,David_s1
2019-04-02 13:30:00,230446504,0.03,-0.01,0.04,9217860,2019-04-02,2019-04-02 06:00:00,230446504.0,0.18,0.06,0.12,27653581.0,David_s1
2019-07-02 21:00:00,230446504,-0.0,-0.14,0.14,32262511,2019-07-02,2019-07-02 12:00:00,230446504.0,0.18,0.05,0.13,29958046.0,David_s1
2019-10-02 04:30:00,230446504,0.5,0.29,0.21,48393766,2019-10-02,2019-10-01 18:00:00,230446504.0,0.15,0.02,0.13,29958046.0,David_s1
2020-01-01 12:00:00,230446504,0.08,-0.04,0.12,27653581,2020-01-01,2020-01-01 00:00:00,230446504.0,0.13,-0.01,0.14,32262511.0,David_s1
2020-04-01 19:30:00,230446504,0.16,0.08,0.08,18435720,2020-04-01,2020-04-01 12:00:00,230446504.0,0.15,0.01,0.14,32262511.0,David_s1
2020-07-02 03:00:00,230446504,0.12,-0.02,0.14,32262511,2020-07-02,2020-07-02 00:00:00,230446504.0,0.15,0.05,0.1,23044650.0,David_s1
2020-10-01 10:30:00,230446504,0.25,0.12,0.13,29958046,2020-10-01,2020-10-01 12:00:00,230446504.0,0.11,0.05,0.06,13826790.0,David_s1
2020-12-31 18:00:00,230446504,0.03,0.04,-0.01,-2304465,2020-12-31,2021-01-01 00:00:00,230446504.0,0.06,0.04,0.02,4608930.0,David_s1
2021-04-02 01:30:00,230446504,-0.04,-0.0,-0.04,-9217860,2021-04-02,2021-04-02 06:00:00,230446504.0,0.04,0.03,0.01,2304465.0,David_s1
2021-07-02 09:00:00,230446504,0.07,-0.03,0.1,23044650,2021-07-02,2021-07-02 12:00:00,230446504.0,0.04,0.02,0.02,4608930.0,David_s1
