mid_pt_datetime,stationary_outline_area (m^2),stationary_outline_dh (m),stationary_outline_region_dh (m),stationary_outline_dh_corr (m),stationary_outline_dV_corr (m^3),date,mid_pt_datetime_CS2,stationary_outline_area (m^2)_CS2,stationary_outline_dh (m)_CS2,stationary_outline_region_dh (m)_CS2,stationary_outline_dh_corr (m)_CS2,stationary_outline_dV_corr (m^3)_CS2,name
2019-01-01 00:00:00,377053558.3385321,-0.53,-0.04,-0.49,-184756244.0,2019-01-01,2019-01-01 00:00:00,377053558.3385321,-0.53,-0.04,-0.49,-184756244.0,Institute_E1
2019-04-02 13:30:00,377053558.3385321,-0.23,-0.09,-0.14,-52787498.0,2019-04-02,2019-04-02 06:00:00,377053558.3385321,-0.36,-0.08,-0.28,-105574996.0,Institute_E1
2019-07-02 21:00:00,377053558.3385321,-0.11,-0.04,-0.07,-26393749.0,2019-07-02,2019-07-02 12:00:00,377053558.3385321,-0.2,-0.11,-0.09,-33934820.0,Institute_E1
2019-10-02 04:30:00,377053558.3385321,0.08,0.0,0.08,30164285.0,2019-10-02,2019-10-01 18:00:00,377053558.3385321,-0.11,-0.12,0.01,3770536.0,Institute_E1
2020-01-01 12:00:00,377053558.3385321,0.05,-0.1,0.15,56558034.0,2020-01-01,2020-01-01 00:00:00,377053558.3385321,-0.08,-0.13,0.05,18852678.0,Institute_E1
2020-04-01 19:30:00,377053558.3385321,-0.18,-0.09,-0.09,-33934820.0,2020-04-01,2020-04-01 12:00:00,377053558.3385321,-0.05,-0.07,0.02,7541071.0,Institute_E1
2020-07-02 03:00:00,377053558.3385321,0.0,-0.01,0.01,3770536.0,2020-07-02,2020-07-02 00:00:00,377053558.3385321,0.06,-0.0,0.06,22623214.0,Institute_E1
2020-10-01 10:30:00,377053558.3385321,0.22,-0.06,0.28,105574996.0,2020-10-01,2020-10-01 12:00:00,377053558.3385321,0.14,0.03,0.11,41475891.0,Institute_E1
2020-12-31 18:00:00,377053558.3385321,0.2,0.1,0.1,37705356.0,2020-12-31,2021-01-01 00:00:00,377053558.3385321,0.11,0.03,0.08,30164285.0,Institute_E1
2021-04-02 01:30:00,377053558.3385321,0.07,-0.06,0.13,49016963.0,2021-04-02,2021-04-02 06:00:00,377053558.3385321,0.08,0.04,0.04,15082142.0,Institute_E1
2021-07-02 09:00:00,377053558.3385321,0.16,-0.02,0.18,67869641.0,2021-07-02,2021-07-02 12:00:00,377053558.3385321,0.08,0.05,0.03,11311607.0,Institute_E1
