mid_pt_datetime,stationary_outline_area (m^2),stationary_outline_dh (m),stationary_outline_region_dh (m),stationary_outline_dh_corr (m),stationary_outline_dV_corr (m^3),date,mid_pt_datetime_CS2,stationary_outline_area (m^2)_CS2,stationary_outline_dh (m)_CS2,stationary_outline_region_dh (m)_CS2,stationary_outline_dh_corr (m)_CS2,stationary_outline_dV_corr (m^3)_CS2,name
2019-01-01 00:00:00,182670588,0.05,0.02,0.03,5480118,2019-01-01,2019-01-01 00:00:00,182670588.72567764,0.05,0.02,0.03,5480118.0,Mac2
2019-04-02 13:30:00,182670588,0.19,0.1,0.09,16440353,2019-04-02,2019-04-02 06:00:00,182670588.72567764,0.05,0.01,0.04,7306824.0,Mac2
2019-07-02 21:00:00,182670588,-0.06,-0.07,0.01,1826706,2019-07-02,2019-07-02 12:00:00,182670588.72567764,0.05,0.0,0.05,9133529.0,Mac2
2019-10-02 04:30:00,182670588,0.1,0.11,-0.01,-1826706,2019-10-02,2019-10-01 18:00:00,182670588.72567764,0.04,0.02,0.02,3653412.0,Mac2
2020-01-01 12:00:00,182670588,-0.16,-0.09,-0.07,-12786941,2020-01-01,2020-01-01 00:00:00,182670588.72567764,0.09,0.06,0.03,5480118.0,Mac2
2020-04-01 19:30:00,182670588,0.17,0.13,0.04,7306824,2020-04-01,2020-04-01 12:00:00,182670588.72567764,0.1,0.05,0.05,9133529.0,Mac2
2020-07-02 03:00:00,182670588,0.29,0.13,0.16,29227294,2020-07-02,2020-07-02 00:00:00,182670588.72567764,0.03,0.0,0.03,5480118.0,Mac2
2020-10-01 10:30:00,182670588,-0.19,-0.02,-0.17,-31054000,2020-10-01,2020-10-01 12:00:00,182670588.72567764,-0.04,-0.03,-0.01,-1826706.0,Mac2
2020-12-31 18:00:00,182670588,-0.11,-0.04,-0.07,-12786941,2020-12-31,2021-01-01 00:00:00,182670588.72567764,-0.06,-0.04,-0.02,-3653412.0,Mac2
2021-04-02 01:30:00,182670588,-0.06,0.0,-0.06,-10960235,2021-04-02,2021-04-02 06:00:00,182670588.72567764,-0.06,-0.05,-0.01,-1826706.0,Mac2
2021-07-02 09:00:00,182670588,-0.01,0.01,-0.02,-3653412,2021-07-02,2021-07-02 12:00:00,182670588.72567764,-0.06,-0.05,-0.01,-1826706.0,Mac2
