mid_pt_datetime,stationary_outline_area (m^2),stationary_outline_dh (m),stationary_outline_region_dh (m),stationary_outline_dh_corr (m),stationary_outline_dV_corr (m^3),date,mid_pt_datetime_CS2,stationary_outline_area (m^2)_CS2,stationary_outline_dh (m)_CS2,stationary_outline_region_dh (m)_CS2,stationary_outline_dh_corr (m)_CS2,stationary_outline_dV_corr (m^3)_CS2,name
2019-01-01 00:00:00,390843451.4116813,0.09,-0.04,0.13,50809649.0,2019-01-01,2019-01-01 00:00:00,390843451.4116813,0.09,-0.04,0.13,50809649.0,Rec1
2019-04-02 13:30:00,390843451.4116813,-0.05,-0.0,-0.05,-19542173.0,2019-04-02,2019-04-02 06:00:00,390843451.4116813,-0.08,-0.06,-0.02,-7816869.0,Rec1
2019-07-02 21:00:00,390843451.4116813,-0.56,-0.03,-0.53,-207147029.0,2019-07-02,2019-07-02 12:00:00,390843451.4116813,-0.24,-0.07,-0.17,-66443387.0,Rec1
2019-10-02 04:30:00,390843451.4116813,-0.08,0.04,-0.12,-46901214.0,2019-10-02,2019-10-01 18:00:00,390843451.4116813,-0.14,-0.07,-0.07,-27359042.0,Rec1
2020-01-01 12:00:00,390843451.4116813,0.21,-0.08,0.29,113344601.0,2020-01-01,2020-01-01 00:00:00,390843451.4116813,-0.01,-0.06,0.05,19542173.0,Rec1
2020-04-01 19:30:00,390843451.4116813,0.15,0.03,0.12,46901214.0,2020-04-01,2020-04-01 12:00:00,390843451.4116813,0.01,-0.04,0.05,19542173.0,Rec1
2020-07-02 03:00:00,390843451.4116813,-0.26,-0.06,-0.2,-78168690.0,2020-07-02,2020-07-02 00:00:00,390843451.4116813,-0.04,-0.03,-0.01,-3908435.0,Rec1
2020-10-01 10:30:00,390843451.4116813,-0.01,0.0,-0.01,-3908435.0,2020-10-01,2020-10-01 12:00:00,390843451.4116813,-0.03,-0.01,-0.02,-7816869.0,Rec1
2020-12-31 18:00:00,390843451.4116813,0.21,0.06,0.15,58626518.0,2020-12-31,2021-01-01 00:00:00,390843451.4116813,0.01,0.0,0.01,3908435.0,Rec1
2021-04-02 01:30:00,390843451.4116813,0.04,-0.08,0.12,46901214.0,2021-04-02,2021-04-02 06:00:00,390843451.4116813,0.02,0.01,0.01,3908435.0,Rec1
2021-07-02 09:00:00,390843451.4116813,0.04,-0.02,0.06,23450607.0,2021-07-02,2021-07-02 12:00:00,390843451.4116813,0.02,0.01,0.01,3908435.0,Rec1
