mid_pt_datetime,stationary_outline_area (m^2),stationary_outline_dh (m),stationary_outline_region_dh (m),stationary_outline_dh_corr (m),stationary_outline_dV_corr (m^3),date,mid_pt_datetime_CS2,stationary_outline_area (m^2)_CS2,stationary_outline_dh (m)_CS2,stationary_outline_region_dh (m)_CS2,stationary_outline_dh_corr (m)_CS2,stationary_outline_dV_corr (m^3)_CS2,name
2019-01-01 00:00:00,161134136.2540359,-0.13,0.02,-0.15,-24170120.0,2019-01-01,2019-01-01 00:00:00,161134136.2540359,-0.13,0.02,-0.15,-24170120.0,Whillans_6
2019-04-02 13:30:00,161134136.2540359,-0.19,0.09,-0.28,-45117558.0,2019-04-02,2019-04-02 06:00:00,161134136.2540359,-0.19,0.01,-0.2,-32226827.0,Whillans_6
2019-07-02 21:00:00,161134136.2540359,-0.1,0.03,-0.13,-20947438.0,2019-07-02,2019-07-02 12:00:00,161134136.2540359,-0.2,0.03,-0.23,-37060851.0,Whillans_6
2019-10-02 04:30:00,161134136.2540359,-0.2,0.11,-0.31,-49951582.0,2019-10-02,2019-10-01 18:00:00,161134136.2540359,-0.19,0.07,-0.26,-41894875.0,Whillans_6
2020-01-01 12:00:00,161134136.2540359,-0.27,-0.0,-0.27,-43506217.0,2020-01-01,2020-01-01 00:00:00,161134136.2540359,-0.15,0.07,-0.22,-35449510.0,Whillans_6
2020-04-01 19:30:00,161134136.2540359,-0.06,0.1,-0.16,-25781462.0,2020-04-01,2020-04-01 12:00:00,161134136.2540359,-0.1,0.05,-0.15,-24170120.0,Whillans_6
2020-07-02 03:00:00,161134136.2540359,0.01,0.08,-0.07,-11279390.0,2020-07-02,2020-07-02 00:00:00,161134136.2540359,-0.03,0.04,-0.07,-11279390.0,Whillans_6
2020-10-01 10:30:00,161134136.2540359,0.09,0.07,0.02,3222683.0,2020-10-01,2020-10-01 12:00:00,161134136.2540359,0.04,0.05,-0.01,-1611341.0,Whillans_6
2020-12-31 18:00:00,161134136.2540359,0.02,-0.03,0.05,8056707.0,2020-12-31,2021-01-01 00:00:00,161134136.2540359,0.06,0.03,0.03,4834024.0,Whillans_6
2021-04-02 01:30:00,161134136.2540359,0.0,-0.03,0.03,4834024.0,2021-04-02,2021-04-02 06:00:00,161134136.2540359,0.06,0.02,0.04,6445365.0,Whillans_6
2021-07-02 09:00:00,161134136.2540359,0.21,0.17,0.04,6445365.0,2021-07-02,2021-07-02 12:00:00,161134136.2540359,0.05,0.02,0.03,4834024.0,Whillans_6
