mid_pt_datetime,stationary_outline_area (m^2),stationary_outline_dh (m),stationary_outline_region_dh (m),stationary_outline_dh_corr (m),stationary_outline_dV_corr (m^3),date,mid_pt_datetime_CS2,stationary_outline_area (m^2)_CS2,stationary_outline_dh (m)_CS2,stationary_outline_region_dh (m)_CS2,stationary_outline_dh_corr (m)_CS2,stationary_outline_dV_corr (m^3)_CS2,name
2019-01-01 00:00:00,54156694,0.51,0.2,0.31,16788575,2019-01-01,2019-01-01 00:00:00,54156694.57050043,0.51,0.2,0.31,16788575.0,LowerConwaySubglacialLake
2019-04-02 13:30:00,54156694,0.19,0.21,-0.02,-1083134,2019-04-02,2019-04-02 06:00:00,54156694.57050043,0.35,0.18,0.17,9206638.0,LowerConwaySubglacialLake
2019-07-02 21:00:00,54156694,-0.25,0.14,-0.39,-21121111,2019-07-02,2019-07-02 12:00:00,54156694.57050043,-0.12,0.08,-0.2,-10831339.0,LowerConwaySubglacialLake
2019-10-02 04:30:00,54156694,-0.0,0.25,-0.25,-13539174,2019-10-02,2019-10-01 18:00:00,54156694.57050043,-0.27,0.06,-0.33,-17871709.0,LowerConwaySubglacialLake
2020-01-01 12:00:00,54156694,-0.05,0.02,-0.07,-3790969,2020-01-01,2020-01-01 00:00:00,54156694.57050043,-0.08,0.09,-0.17,-9206638.0,LowerConwaySubglacialLake
2020-04-01 19:30:00,54156694,0.05,0.03,0.02,1083134,2020-04-01,2020-04-01 12:00:00,54156694.57050043,0.08,0.12,-0.04,-2166268.0,LowerConwaySubglacialLake
2020-07-02 03:00:00,54156694,0.19,0.15,0.04,2166268,2020-07-02,2020-07-02 00:00:00,54156694.57050043,0.13,0.11,0.02,1083134.0,LowerConwaySubglacialLake
2020-10-01 10:30:00,54156694,0.1,0.1,0.0,0,2020-10-01,2020-10-01 12:00:00,54156694.57050043,0.06,0.06,0.0,0.0,LowerConwaySubglacialLake
2020-12-31 18:00:00,54156694,0.04,0.04,0.0,0,2020-12-31,2021-01-01 00:00:00,54156694.57050043,0.08,0.05,0.03,1624701.0,LowerConwaySubglacialLake
2021-04-02 01:30:00,54156694,0.01,0.01,0.0,0,2021-04-02,2021-04-02 06:00:00,54156694.57050043,0.04,0.02,0.02,1083134.0,LowerConwaySubglacialLake
2021-07-02 09:00:00,54156694,0.27,0.25,0.02,1083134,2021-07-02,2021-07-02 12:00:00,54156694.57050043,0.03,0.02,0.01,541567.0,LowerConwaySubglacialLake
