mid_pt_datetime,stationary_outline_area (m^2),stationary_outline_dh (m),stationary_outline_region_dh (m),stationary_outline_dh_corr (m),stationary_outline_dV_corr (m^3),date,mid_pt_datetime_CS2,stationary_outline_area (m^2)_CS2,stationary_outline_dh (m)_CS2,stationary_outline_region_dh (m)_CS2,stationary_outline_dh_corr (m)_CS2,stationary_outline_dV_corr (m^3)_CS2,name
2019-01-01 00:00:00,35065139.36682379,-0.04,-0.06,0.02,701303.0,2019-01-01,2019-01-01 00:00:00,35065139.36682379,-0.04,-0.06,0.02,701303.0,R3
2019-04-02 13:30:00,35065139.36682379,-0.08,-0.09,0.01,350651.0,2019-04-02,2019-04-02 06:00:00,35065139.36682379,-0.06,-0.06,0.0,0.0,R3
2019-07-02 21:00:00,35065139.36682379,0.05,0.07,-0.02,-701303.0,2019-07-02,2019-07-02 12:00:00,35065139.36682379,-0.05,-0.05,0.0,0.0,R3
2019-10-02 04:30:00,35065139.36682379,0.01,0.03,-0.02,-701303.0,2019-10-02,2019-10-01 18:00:00,35065139.36682379,-0.05,-0.04,-0.01,-350651.0,R3
2020-01-01 12:00:00,35065139.36682379,-0.07,-0.04,-0.03,-1051954.0,2020-01-01,2020-01-01 00:00:00,35065139.36682379,-0.05,-0.02,-0.03,-1051954.0,R3
2020-04-01 19:30:00,35065139.36682379,-0.09,-0.04,-0.05,-1753257.0,2020-04-01,2020-04-01 12:00:00,35065139.36682379,-0.04,-0.0,-0.04,-1402606.0,R3
2020-07-02 03:00:00,35065139.36682379,-0.02,0.05,-0.07,-2454560.0,2020-07-02,2020-07-02 00:00:00,35065139.36682379,-0.02,0.0,-0.02,-701303.0,R3
2020-10-01 10:30:00,35065139.36682379,-0.11,-0.03,-0.08,-2805211.0,2020-10-01,2020-10-01 12:00:00,35065139.36682379,-0.04,-0.02,-0.02,-701303.0,R3
2020-12-31 18:00:00,35065139.36682379,-0.14,-0.08,-0.06,-2103908.0,2020-12-31,2021-01-01 00:00:00,35065139.36682379,-0.09,-0.06,-0.03,-1051954.0,R3
2021-04-02 01:30:00,35065139.36682379,0.12,0.01,0.11,3857165.0,2021-04-02,2021-04-02 06:00:00,35065139.36682379,-0.06,-0.05,-0.01,-350651.0,R3
2021-07-02 09:00:00,35065139.36682379,0.27,0.12,0.15,5259771.0,2021-07-02,2021-07-02 12:00:00,35065139.36682379,-0.05,-0.05,0.0,0.0,R3
