mid_pt_datetime,stationary_outline_area (m^2),stationary_outline_dh (m),stationary_outline_region_dh (m),stationary_outline_dh_corr (m),stationary_outline_dV_corr (m^3),date,mid_pt_datetime_CS2,stationary_outline_area (m^2)_CS2,stationary_outline_dh (m)_CS2,stationary_outline_region_dh (m)_CS2,stationary_outline_dh_corr (m)_CS2,stationary_outline_dV_corr (m^3)_CS2,name
2019-01-01 00:00:00,377267114,0.74,-0.08,0.82,309359034,2019-01-01,2019-01-01 00:00:00,377267114.6691422,0.74,-0.08,0.82,309359034.0,Site_BC
2019-04-02 13:30:00,377267114,-0.4,-0.26,-0.14,-52817396,2019-04-02,2019-04-02 06:00:00,377267114.6691422,0.78,-0.1,0.88,331995061.0,Site_BC
2019-07-02 21:00:00,377267114,-0.07,-0.23,0.16,60362738,2019-07-02,2019-07-02 12:00:00,377267114.6691422,0.72,-0.11,0.83,313131705.0,Site_BC
2019-10-02 04:30:00,377267114,0.06,-0.07,0.13,49044725,2019-10-02,2019-10-01 18:00:00,377267114.6691422,0.59,-0.1,0.69,260314309.0,Site_BC
2020-01-01 12:00:00,377267114,-0.42,-0.58,0.16,60362738,2020-01-01,2020-01-01 00:00:00,377267114.6691422,0.44,-0.07,0.51,192406228.0,Site_BC
2020-04-01 19:30:00,377267114,0.15,0.01,0.14,52817396,2020-04-01,2020-04-01 12:00:00,377267114.6691422,0.32,-0.03,0.35,132043490.0,Site_BC
2020-07-02 03:00:00,377267114,0.4,0.2,0.2,75453423,2020-07-02,2020-07-02 00:00:00,377267114.6691422,0.22,-0.02,0.24,90544108.0,Site_BC
2020-10-01 10:30:00,377267114,0.09,-0.05,0.14,52817396,2020-10-01,2020-10-01 12:00:00,377267114.6691422,0.15,-0.02,0.17,64135409.0,Site_BC
2020-12-31 18:00:00,377267114,-0.02,-0.09,0.07,26408698,2020-12-31,2021-01-01 00:00:00,377267114.6691422,0.09,-0.03,0.12,45272054.0,Site_BC
2021-04-02 01:30:00,377267114,-0.34,-0.44,0.1,37726711,2021-04-02,2021-04-02 06:00:00,377267114.6691422,0.07,-0.03,0.1,37726711.0,Site_BC
2021-07-02 09:00:00,377267114,0.13,0.01,0.12,45272054,2021-07-02,2021-07-02 12:00:00,377267114.6691422,0.06,-0.02,0.08,30181369.0,Site_BC
