mid_pt_datetime,stationary_outline_area (m^2),stationary_outline_dh (m),stationary_outline_region_dh (m),stationary_outline_dh_corr (m),stationary_outline_dV_corr (m^3),date,mid_pt_datetime_CS2,stationary_outline_area (m^2)_CS2,stationary_outline_dh (m)_CS2,stationary_outline_region_dh (m)_CS2,stationary_outline_dh_corr (m)_CS2,stationary_outline_dV_corr (m^3)_CS2,name
2019-01-01 00:00:00,177147101,-0.29,-0.14,-0.15,-26572065,2019-01-01,2019-01-01 00:00:00,177147101.45692357,-0.29,-0.14,-0.15,-26572065.0,Totten_1
2019-04-02 13:30:00,177147101,-0.04,-0.03,-0.01,-1771471,2019-04-02,2019-04-02 06:00:00,177147101.45692357,-0.2,-0.1,-0.1,-17714710.0,Totten_1
2019-07-02 21:00:00,177147101,0.02,-0.03,0.05,8857355,2019-07-02,2019-07-02 12:00:00,177147101.45692357,-0.11,-0.06,-0.05,-8857355.0,Totten_1
2019-10-02 04:30:00,177147101,0.12,0.06,0.06,10628826,2019-10-02,2019-10-01 18:00:00,177147101.45692357,-0.02,-0.03,0.01,1771471.0,Totten_1
2020-01-01 12:00:00,177147101,0.04,-0.02,0.06,10628826,2020-01-01,2020-01-01 00:00:00,177147101.45692357,0.04,-0.01,0.05,8857355.0,Totten_1
2020-04-01 19:30:00,177147101,0.2,0.08,0.12,21257652,2020-04-01,2020-04-01 12:00:00,177147101.45692357,0.07,0.0,0.07,12400297.0,Totten_1
2020-07-02 03:00:00,177147101,0.1,0.02,0.08,14171768,2020-07-02,2020-07-02 00:00:00,177147101.45692357,0.07,0.01,0.06,10628826.0,Totten_1
2020-10-01 10:30:00,177147101,0.26,0.16,0.1,17714710,2020-10-01,2020-10-01 12:00:00,177147101.45692357,0.07,0.02,0.05,8857355.0,Totten_1
2020-12-31 18:00:00,177147101,0.14,0.06,0.08,14171768,2020-12-31,2021-01-01 00:00:00,177147101.45692357,0.06,0.02,0.04,7085884.0,Totten_1
2021-04-02 01:30:00,177147101,-0.0,-0.07,0.07,12400297,2021-04-02,2021-04-02 06:00:00,177147101.45692357,0.04,0.01,0.03,5314413.0,Totten_1
2021-07-02 09:00:00,177147101,0.2,0.11,0.09,15943239,2021-07-02,2021-07-02 12:00:00,177147101.45692357,0.04,0.01,0.03,5314413.0,Totten_1
