mid_pt_datetime,stationary_outline_area (m^2),stationary_outline_dh (m),stationary_outline_region_dh (m),stationary_outline_dh_corr (m),stationary_outline_dV_corr (m^3),date,mid_pt_datetime_CS2,stationary_outline_area (m^2)_CS2,stationary_outline_dh (m)_CS2,stationary_outline_region_dh (m)_CS2,stationary_outline_dh_corr (m)_CS2,stationary_outline_dV_corr (m^3)_CS2,name
2019-01-01 00:00:00,95116842.52700645,-0.24,-0.05,-0.19,-18072200.0,2019-01-01,2019-01-01 00:00:00,95116842.52700645,-0.24,-0.05,-0.19,-18072200.0,R1
2019-04-02 13:30:00,95116842.52700645,-0.21,-0.17,-0.04,-3804674.0,2019-04-02,2019-04-02 06:00:00,95116842.52700645,-0.26,-0.07,-0.19,-18072200.0,R1
2019-07-02 21:00:00,95116842.52700645,-0.24,0.06,-0.3,-28535053.0,2019-07-02,2019-07-02 12:00:00,95116842.52700645,-0.24,-0.06,-0.18,-17121032.0,R1
2019-10-02 04:30:00,95116842.52700645,-0.02,0.09,-0.11,-10462853.0,2019-10-02,2019-10-01 18:00:00,95116842.52700645,-0.19,-0.04,-0.15,-14267526.0,R1
2020-01-01 12:00:00,95116842.52700645,-0.15,-0.09,-0.06,-5707011.0,2020-01-01,2020-01-01 00:00:00,95116842.52700645,-0.07,-0.02,-0.05,-4755842.0,R1
2020-04-01 19:30:00,95116842.52700645,0.09,-0.09,0.18,17121032.0,2020-04-01,2020-04-01 12:00:00,95116842.52700645,0.07,-0.02,0.09,8560516.0,R1
2020-07-02 03:00:00,95116842.52700645,0.37,0.04,0.33,31388558.0,2020-07-02,2020-07-02 00:00:00,95116842.52700645,0.16,0.01,0.15,14267526.0,R1
2020-10-01 10:30:00,95116842.52700645,0.32,0.08,0.24,22828042.0,2020-10-01,2020-10-01 12:00:00,95116842.52700645,0.17,0.03,0.14,13316358.0,R1
2020-12-31 18:00:00,95116842.52700645,0.2,-0.01,0.21,19974537.0,2020-12-31,2021-01-01 00:00:00,95116842.52700645,0.12,0.04,0.08,7609347.0,R1
2021-04-02 01:30:00,95116842.52700645,-0.05,-0.1,0.05,4755842.0,2021-04-02,2021-04-02 06:00:00,95116842.52700645,0.09,0.04,0.05,4755842.0,R1
2021-07-02 09:00:00,95116842.52700645,0.28,0.2,0.08,7609347.0,2021-07-02,2021-07-02 12:00:00,95116842.52700645,0.07,0.04,0.03,2853505.0,R1
