mid_pt_datetime,stationary_outline_area (m^2),stationary_outline_dh (m),stationary_outline_region_dh (m),stationary_outline_dh_corr (m),stationary_outline_dV_corr (m^3),date,mid_pt_datetime_CS2,stationary_outline_area (m^2)_CS2,stationary_outline_dh (m)_CS2,stationary_outline_region_dh (m)_CS2,stationary_outline_dh_corr (m)_CS2,stationary_outline_dV_corr (m^3)_CS2,name
2019-01-01 00:00:00,67241981,0.09,0.07,0.02,1344840,2019-01-01,2019-01-01 00:00:00,67241981.0,0.09,0.07,0.02,1344840.0,UpperEngelhardtSubglacialLake
2019-04-02 13:30:00,67241981,0.13,0.13,0.0,0,2019-04-02,2019-04-02 06:00:00,67241981.0,0.1,0.08,0.02,1344840.0,UpperEngelhardtSubglacialLake
2019-07-02 21:00:00,67241981,0.1,0.07,0.03,2017259,2019-07-02,2019-07-02 12:00:00,67241981.0,0.12,0.08,0.04,2689679.0,UpperEngelhardtSubglacialLake
2019-10-02 04:30:00,67241981,0.29,0.23,0.06,4034519,2019-10-02,2019-10-01 18:00:00,67241981.0,0.1,0.07,0.03,2017259.0,UpperEngelhardtSubglacialLake
2020-01-01 12:00:00,67241981,0.05,0.02,0.03,2017259,2020-01-01,2020-01-01 00:00:00,67241981.0,0.12,0.07,0.05,3362099.0,UpperEngelhardtSubglacialLake
2020-04-01 19:30:00,67241981,0.15,0.07,0.08,5379359,2020-04-01,2020-04-01 12:00:00,67241981.0,0.21,0.1,0.11,7396618.0,UpperEngelhardtSubglacialLake
2020-07-02 03:00:00,67241981,0.4,0.13,0.27,18155335,2020-07-02,2020-07-02 00:00:00,67241981.0,0.31,0.13,0.18,12103557.0,UpperEngelhardtSubglacialLake
2020-10-01 10:30:00,67241981,0.54,0.08,0.46,30931312,2020-10-01,2020-10-01 12:00:00,67241981.0,0.29,0.12,0.17,11431137.0,UpperEngelhardtSubglacialLake
2020-12-31 18:00:00,67241981,-0.2,0.06,-0.26,-17482915,2020-12-31,2021-01-01 00:00:00,67241981.0,0.09,0.1,-0.01,-672420.0,UpperEngelhardtSubglacialLake
2021-04-02 01:30:00,67241981,-0.36,0.02,-0.38,-25551953,2021-04-02,2021-04-02 06:00:00,67241981.0,0.07,0.1,-0.03,-2017259.0,UpperEngelhardtSubglacialLake
2021-07-02 09:00:00,67241981,0.04,0.17,-0.13,-8741458,2021-07-02,2021-07-02 12:00:00,67241981.0,0.09,0.1,-0.01,-672420.0,UpperEngelhardtSubglacialLake
