mid_pt_datetime,stationary_outline_area (m^2),stationary_outline_dh (m),stationary_outline_region_dh (m),stationary_outline_dh_corr (m),stationary_outline_dV_corr (m^3),date,mid_pt_datetime_CS2,stationary_outline_area (m^2)_CS2,stationary_outline_dh (m)_CS2,stationary_outline_region_dh (m)_CS2,stationary_outline_dh_corr (m)_CS2,stationary_outline_dV_corr (m^3)_CS2,name
2019-01-01 00:00:00,375881594,0.14,0.1,0.04,15035264,2019-01-01,2019-01-01 00:00:00,375881594.0,0.14,0.1,0.04,15035264.0,UpperSubglacialLakeConway
2019-04-02 13:30:00,375881594,0.06,0.16,-0.1,-37588159,2019-04-02,2019-04-02 06:00:00,375881594.0,0.06,0.11,-0.05,-18794080.0,UpperSubglacialLakeConway
2019-07-02 21:00:00,375881594,-0.03,0.09,-0.12,-45105791,2019-07-02,2019-07-02 12:00:00,375881594.0,0.02,0.12,-0.1,-37588159.0,UpperSubglacialLakeConway
2019-10-02 04:30:00,375881594,0.09,0.22,-0.13,-48864607,2019-10-02,2019-10-01 18:00:00,375881594.0,0.06,0.13,-0.07,-26311712.0,UpperSubglacialLakeConway
2020-01-01 12:00:00,375881594,0.13,0.07,0.06,22552896,2020-01-01,2020-01-01 00:00:00,375881594.0,0.15,0.13,0.02,7517632.0,UpperSubglacialLakeConway
2020-04-01 19:30:00,375881594,0.37,0.16,0.21,78935135,2020-04-01,2020-04-01 12:00:00,375881594.0,0.19,0.12,0.07,26311712.0,UpperSubglacialLakeConway
2020-07-02 03:00:00,375881594,-0.09,0.13,-0.22,-82693951,2020-07-02,2020-07-02 00:00:00,375881594.0,0.06,0.11,-0.05,-18794080.0,UpperSubglacialLakeConway
2020-10-01 10:30:00,375881594,-0.03,0.11,-0.14,-52623423,2020-10-01,2020-10-01 12:00:00,375881594.0,0.04,0.1,-0.06,-22552896.0,UpperSubglacialLakeConway
2020-12-31 18:00:00,375881594,0.26,0.05,0.21,78935135,2020-12-31,2021-01-01 00:00:00,375881594.0,0.14,0.09,0.05,18794080.0,UpperSubglacialLakeConway
2021-04-02 01:30:00,375881594,-0.09,0.03,-0.12,-45105791,2021-04-02,2021-04-02 06:00:00,375881594.0,0.15,0.09,0.06,22552896.0,UpperSubglacialLakeConway
2021-07-02 09:00:00,375881594,0.16,0.23,-0.07,-26311712,2021-07-02,2021-07-02 12:00:00,375881594.0,0.14,0.09,0.05,18794080.0,UpperSubglacialLakeConway
