mid_pt_datetime,stationary_outline_area (m^2),stationary_outline_dh (m),stationary_outline_region_dh (m),stationary_outline_dh_corr (m),stationary_outline_dV_corr (m^3),date,mid_pt_datetime_CS2,stationary_outline_area (m^2)_CS2,stationary_outline_dh (m)_CS2,stationary_outline_region_dh (m)_CS2,stationary_outline_dh_corr (m)_CS2,stationary_outline_dV_corr (m^3)_CS2,name
2019-01-01 00:00:00,291350578.40267664,0.35,0.17,0.18,52443104.0,2019-01-01,2019-01-01 00:00:00,291350578.40267664,0.35,0.17,0.18,52443104.0,ConwaySubglacialLake
2019-04-02 13:30:00,291350578.40267664,0.49,0.24,0.25,72837645.0,2019-04-02,2019-04-02 06:00:00,291350578.40267664,0.36,0.19,0.17,49529598.0,ConwaySubglacialLake
2019-07-02 21:00:00,291350578.40267664,0.34,0.16,0.18,52443104.0,2019-07-02,2019-07-02 12:00:00,291350578.40267664,0.15,0.16,-0.01,-2913506.0,ConwaySubglacialLake
2019-10-02 04:30:00,291350578.40267664,-0.14,0.28,-0.42,-122367243.0,2019-10-02,2019-10-01 18:00:00,291350578.40267664,-0.25,0.13,-0.38,-110713220.0,ConwaySubglacialLake
2020-01-01 12:00:00,291350578.40267664,-0.93,0.04,-0.97,-282610061.0,2020-01-01,2020-01-01 00:00:00,291350578.40267664,-0.61,0.1,-0.71,-206858911.0,ConwaySubglacialLake
2020-04-01 19:30:00,291350578.40267664,-0.95,0.07,-1.02,-297177590.0,2020-04-01,2020-04-01 12:00:00,291350578.40267664,-0.59,0.09,-0.68,-198118393.0,ConwaySubglacialLake
2020-07-02 03:00:00,291350578.40267664,-0.13,0.15,-0.28,-81578162.0,2020-07-02,2020-07-02 00:00:00,291350578.40267664,-0.26,0.1,-0.36,-104886208.0,ConwaySubglacialLake
2020-10-01 10:30:00,291350578.40267664,0.15,0.12,0.03,8740517.0,2020-10-01,2020-10-01 12:00:00,291350578.40267664,0.04,0.1,-0.06,-17481035.0,ConwaySubglacialLake
2020-12-31 18:00:00,291350578.40267664,0.31,0.05,0.26,75751150.0,2020-12-31,2021-01-01 00:00:00,291350578.40267664,0.18,0.08,0.1,29135058.0,ConwaySubglacialLake
2021-04-02 01:30:00,291350578.40267664,0.31,0.04,0.27,78664656.0,2021-04-02,2021-04-02 06:00:00,291350578.40267664,0.17,0.08,0.09,26221552.0,ConwaySubglacialLake
2021-07-02 09:00:00,291350578.40267664,0.51,0.27,0.24,69924139.0,2021-07-02,2021-07-02 12:00:00,291350578.40267664,0.16,0.08,0.08,23308046.0,ConwaySubglacialLake
