mid_pt_datetime,stationary_outline_area (m^2),stationary_outline_dh (m),stationary_outline_region_dh (m),stationary_outline_dh_corr (m),stationary_outline_dV_corr (m^3),date,mid_pt_datetime_CS2,stationary_outline_area (m^2)_CS2,stationary_outline_dh (m)_CS2,stationary_outline_region_dh (m)_CS2,stationary_outline_dh_corr (m)_CS2,stationary_outline_dV_corr (m^3)_CS2,name
2019-01-01 00:00:00,169287059,-1.18,0.1,-1.28,-216687437,2019-01-01,2019-01-01 00:00:00,169287059.0,-1.18,0.1,-1.28,-216687437.0,MercerSubglacialLake
2019-04-02 13:30:00,169287059,-0.81,0.05,-0.86,-145586872,2019-04-02,2019-04-02 06:00:00,169287059.0,-0.74,0.1,-0.84,-142201130.0,MercerSubglacialLake
2019-07-02 21:00:00,169287059,0.17,0.12,0.05,8464353,2019-07-02,2019-07-02 12:00:00,169287059.0,-0.02,0.06,-0.08,-13542965.0,MercerSubglacialLake
2019-10-02 04:30:00,169287059,0.95,0.21,0.74,125272424,2019-10-02,2019-10-01 18:00:00,169287059.0,0.39,0.04,0.35,59250471.0,MercerSubglacialLake
2020-01-01 12:00:00,169287059,0.27,0.01,0.26,44014636,2020-01-01,2020-01-01 00:00:00,169287059.0,0.18,0.07,0.11,18621577.0,MercerSubglacialLake
2020-04-01 19:30:00,169287059,-0.62,0.09,-0.71,-120193813,2020-04-01,2020-04-01 12:00:00,169287059.0,-0.35,0.09,-0.44,-74486306.0,MercerSubglacialLake
2020-07-02 03:00:00,169287059,-0.64,0.12,-0.76,-128658166,2020-07-02,2020-07-02 00:00:00,169287059.0,-0.51,0.08,-0.59,-99879365.0,MercerSubglacialLake
2020-10-01 10:30:00,169287059,-0.19,0.07,-0.26,-44014636,2020-10-01,2020-10-01 12:00:00,169287059.0,-0.29,0.05,-0.34,-57557600.0,MercerSubglacialLake
2020-12-31 18:00:00,169287059,0.39,-0.01,0.4,67714824,2020-12-31,2021-01-01 00:00:00,169287059.0,0.03,-0.01,0.04,6771482.0,MercerSubglacialLake
2021-04-02 01:30:00,169287059,-0.28,-0.02,-0.26,-44014636,2021-04-02,2021-04-02 06:00:00,169287059.0,0.07,-0.0,0.07,11850094.0,MercerSubglacialLake
2021-07-02 09:00:00,169287059,-0.07,0.22,-0.29,-49093247,2021-07-02,2021-07-02 12:00:00,169287059.0,0.06,0.0,0.06,10157224.0,MercerSubglacialLake
