mid_pt_datetime,evolving_outlines_area (m^2),evolving_outlines_dh (m),evolving_outlines_region_dh (m),evolving_outlines_dh_corr (m),evolving_outlines_dV_corr (m^3)
2019-01-01 00:00:00,19596496,-0.48,-0.05,-0.43,-8426493
2019-04-02 06:00:00,25045825,-0.5,-0.07,-0.43,-10769705
2019-07-02 12:00:00,22036636,-0.47,-0.05,-0.42,-9255387
2019-10-01 18:00:00,10709673,-0.42,-0.03,-0.39,-4176772
2020-01-01 00:00:00,0,0.0,-0.02,0.0,0
2020-04-01 12:00:00,0,0.0,-0.02,0.0,0
2020-07-02 00:00:00,0,0.0,0.0,0.0,0
2020-10-01 12:00:00,0,0.0,0.03,0.0,0
2021-01-01 00:00:00,0,0.0,0.04,0.0,0
2021-04-02 06:00:00,0,0.0,0.04,0.0,0
2021-07-02 12:00:00,0,0.0,0.05,0.0,0
