mid_pt_datetime,evolving_outlines_area (m^2),evolving_outlines_dh (m),evolving_outlines_region_dh (m),evolving_outlines_dh_corr (m),evolving_outlines_dV_corr (m^3)
2019-01-01 00:00:00,23056589.0,-0.24,-0.1,-0.14000000059604645,-3227922.0
2019-04-02 06:00:00,17531072.0,-0.23,-0.1,-0.12999999523162842,-2279039.0
2019-07-02 12:00:00,1781833.0,-0.19,-0.08,-0.10999999940395355,-196002.0
2019-10-01 18:00:00,,,-0.04,,
2020-01-01 00:00:00,,,-0.01,,
2020-04-01 12:00:00,,,0.01,,
2020-07-02 00:00:00,,,0.03,,
2020-10-01 12:00:00,,,-0.0,,
2021-01-01 00:00:00,,,-0.03,,
2021-04-02 06:00:00,,,-0.02,,
2021-07-02 12:00:00,,,-0.01,,
