mid_pt_datetime,stationary_outline_area (m^2),stationary_outline_dh (m),stationary_outline_region_dh (m),stationary_outline_dh_corr (m),stationary_outline_dV_corr (m^3)
2019-04-02 13:30:00,725151582,0.37,0.02,0.35,253803054
2019-07-02 21:00:00,725151582,0.32,0.01,0.31,224796991
2019-10-02 04:30:00,725151582,0.21,0.01,0.2,145030317
2020-01-01 12:00:00,725151582,0.18,0.03,0.15,108772737
2020-04-01 19:30:00,725151582,0.22,0.03,0.19,137778801
2020-07-02 03:00:00,725151582,0.19,0.0,0.19,137778801
2020-10-01 10:30:00,725151582,0.27,0.05,0.22,159533348
2020-12-31 18:00:00,725151582,0.29,0.06,0.23,166784864
2021-04-02 01:30:00,725151582,0.22,0.0,0.22,159533348
2021-07-02 09:00:00,725151582,0.17,0.02,0.15,108772737
2021-10-01 16:30:00,725151582,0.19,0.1,0.09,65263642
2022-01-01 00:00:00,725151582,0.13,0.04,0.09,65263642
2022-04-02 07:30:00,725151582,0.11,0.05,0.06,43509095
2022-07-02 15:00:00,725151582,0.06,0.02,0.04,29006063
2022-10-01 22:30:00,725151582,0.24,0.06,0.18,130527285
2023-01-01 06:00:00,725151582,0.27,0.05,0.22,159533348
2023-04-02 13:30:00,725151582,0.12,-0.01,0.13,94269706
2023-07-02 21:00:00,725151582,0.13,0.08,0.05,36257579
2023-10-02 04:30:00,725151582,0.13,0.05,0.08,58012127
2024-01-01 12:00:00,725151582,0.14,0.09,0.05,36257579
2024-04-01 19:30:00,725151582,0.05,0.01,0.04,29006063
2024-07-02 03:00:00,725151582,0.07,0.01,0.06,43509095
2024-10-01 10:30:00,725151582,0.14,0.08,0.06,43509095
2024-12-31 18:00:00,725151582,0.13,0.06,0.07,50760611
