midcyc_datetime,evolving_union_area (m^2),evolving_union_dh (m),evolving_union_region_dh (m),evolving_union_dh_corr (m),evolving_union_dvol_corr (m^3),stationary_outline_area (m^2),stationary_outline_dh (m),stationary_outline_region_dh (m),stationary_outline_dh_corr (m),stationary_outline_dvol_corr (m^3),bias_area (m^2),bias_region_dh (m),bias_outlines_dh_corr (m),bias_dvol_corr (m^3)
2019-02-15 21:45:00,267988053.5296667,0.026098633,0.020645961,0.005452672,1461250.9610685133,180839664.08912694,0.022371706,0.010366058,0.012005648,2171097.287185822,87148389.44053975,0.010279903,-0.0065529756,-709846.3261173088
2019-05-18 05:15:00,267988053.5296667,0.02595909,0.0018233137,0.024135776,6468099.59425498,180839664.08912694,0.031207526,0.007777023,0.023430504,4237164.455586533,87148389.44053975,-0.0059537096,0.00070527196,2230935.138668447
2019-08-17 12:45:00,267988053.5296667,0.031971652,0.016273461,0.01569819,4206927.590665938,180839664.08912694,0.026376111,0.010663604,0.015712507,2841444.5003760424,87148389.44053975,0.005609857,-1.4316291e-05,1365483.090289896
2019-11-16 20:15:00,267988053.5296667,0.0010713465,-0.0032827982,0.0043541444,1166858.6950184247,180839664.08912694,4.283169e-06,-0.0037036897,0.0037079728,670548.5593738058,87148389.44053975,0.00042089145,0.0006461716,496310.1356446189
2020-02-16 03:45:00,267988053.5296667,0.0379969,0.015027451,0.022969447,6155537.412635864,180839664.08912694,0.040709734,0.015867615,0.024842119,4492440.427081643,87148389.44053975,-0.0008401638,-0.0018726718,1663096.985554221
2020-05-17 11:15:00,267988053.5296667,-0.0013430128,-0.0119756935,0.010632681,2849431.412375566,180839664.08912694,-0.007728978,-0.012299729,0.0045707505,826572.9886056872,87148389.44053975,0.00032403506,0.00606193,2022858.423769879
2020-08-16 18:45:00,267988053.5296667,0.04126599,0.034026057,0.007239934,1940215.8356178491,180839664.08912694,0.036587544,0.030983353,0.0056041908,1013459.973066834,87148389.44053975,0.0030427035,0.0016357433,926755.8625510151
2020-11-16 02:15:00,267988053.5296667,-0.05326646,-0.0058498476,-0.047416613,-12707085.690430017,180839664.08912694,-0.05038827,0.0014263153,-0.051814586,-9370132.313440232,87148389.44053975,-0.007276163,0.0043979734,-3336953.3769897856
2021-02-15 09:45:00,267988053.5296667,-0.119410135,-0.04363835,-0.075771786,-20305933.515640106,180839664.08912694,-0.12165377,-0.029498672,-0.0921551,-16665297.13190697,87148389.44053975,-0.0141396765,0.016383313,-3640636.3837331366
2021-05-17 17:15:00,267988053.5296667,-0.068195894,-0.020619165,-0.04757673,-12749995.053821858,180839664.08912694,-0.070152596,-0.016753387,-0.05339921,-9656695.006089624,87148389.44053975,-0.0038657784,0.0058224797,-3093300.047732234
2021-08-17 00:45:00,267988053.5296667,-0.06746874,-0.016494974,-0.050973766,-13660360.211369826,180839664.08912694,-0.07582101,-0.0124794,-0.06334161,-11454675.49943333,87148389.44053975,-0.004015574,0.012367845,-2205684.711936496
2021-11-16 08:15:00,267988053.5296667,-0.085233085,-0.027931176,-0.05730191,-15356226.98447873,180839664.08912694,-0.08375701,-0.023827363,-0.05992965,-10837657.82505333,87148389.44053975,-0.0041038133,0.0026277415,-4518569.1594254
2022-02-15 15:45:00,267988053.5296667,-0.050405942,-0.008615186,-0.041790754,-11199422.713600935,180839664.08912694,-0.049939964,-0.005941391,-0.043998573,-7956687.157271752,87148389.44053975,-0.0026737954,0.0022078194,-3242735.5563291833
2022-05-17 23:15:00,267988053.5296667,-0.063897826,-0.034492604,-0.029405221,-7880248.031330426,180839664.08912694,-0.073687635,-0.03532486,-0.038362775,-6937511.3441559635,87148389.44053975,0.00083225593,0.008957554,-942736.6871744627
2022-08-17 06:45:00,267988053.5296667,-0.028094362,0.012017078,-0.04011144,-10749387.042134056,180839664.08912694,-0.031127572,0.010473251,-0.041600823,-7523078.929921973,87148389.44053975,0.0015438264,0.0014893822,-3226308.1122120833
2022-11-16 14:15:00,267988053.5296667,-0.07147839,-0.036420424,-0.035057966,-9395115.979556147,180839664.08912694,-0.07181982,-0.03139038,-0.04042944,-7311246.239623977,87148389.44053975,-0.0050300434,0.0053714737,-2083869.7399321701
2023-02-15 21:45:00,267988053.5296667,-0.09425767,-0.05279005,-0.04146762,-11112826.285179732,180839664.08912694,-0.09901258,-0.05178337,-0.04722921,-8540914.793028053,87148389.44053975,-0.0010066777,0.0057615936,-2571911.4921516795
2023-05-18 05:15:00,267988053.5296667,-0.02632219,0.0022332913,-0.02855548,-7652527.707364937,180839664.08912694,-0.025975278,0.0056770323,-0.03165231,-5723992.92729424,87148389.44053975,-0.003443741,0.0030968282,-1928534.780070697
2023-08-17 12:45:00,267988053.5296667,-0.021231618,0.0050563905,-0.026288008,-7044872.180138675,180839664.08912694,-0.027233815,0.0024188994,-0.029652715,-5362386.970978961,87148389.44053975,0.002637491,0.0033647064,-1682485.2091597132
2023-11-16 20:15:00,267988053.5296667,-0.025726916,0.00016345513,-0.02589037,-6938310.084132412,180839664.08912694,-0.024702463,0.0033809661,-0.028083429,-5078597.819903207,87148389.44053975,-0.003217511,0.002193058,-1859712.2642292054
