midcyc_datetime,evolving_union_area (m^2),evolving_union_dh (m),evolving_union_region_dh (m),evolving_union_dh_corr (m),evolving_union_dvol_corr (m^3),stationary_outline_area (m^2),stationary_outline_dh (m),stationary_outline_region_dh (m),stationary_outline_dh_corr (m),stationary_outline_dvol_corr (m^3),bias_area (m^2),bias_region_dh (m),bias_outlines_dh_corr (m),bias_dvol_corr (m^3)
2019-02-15 21:45:00,262082317.22026345,-0.05841919,-0.020778427,-0.037640765,-9864978.99421431,253467522.98354575,-0.059096098,-0.022853106,-0.03624299,-9186421.32813003,8614794.236717701,0.0020746794,-0.0013977736,-678557.6660842802
2019-05-18 05:15:00,262082317.22026345,4.0771483e-05,-0.005045328,0.0050860993,1332976.6805328624,253467522.98354575,-0.0008793584,-0.002300394,0.0014210356,360186.3778258579,8614794.236717701,-0.0027449338,0.0036650635,972790.3027070046
2019-08-17 12:45:00,262082317.22026345,0.04158667,0.03716085,0.00442582,1159929.1515595552,253467522.98354575,0.039778594,0.042549923,-0.0027713291,-702441.9311452222,8614794.236717701,-0.005389072,0.007197149,1862371.0827047774
2019-11-16 20:15:00,262082317.22026345,0.008832031,-0.0055064005,0.014338432,3757849.452383336,253467522.98354575,0.009166576,-0.0054138885,0.014580464,3695674.0916403383,8614794.236717701,-9.2512e-05,-0.00024203211,62175.360742997844
2020-02-16 03:45:00,262082317.22026345,0.0098735355,-0.012995341,0.022868875,5993527.860757507,253467522.98354575,0.011207109,-0.0144057,0.025612809,6492015.194057482,8614794.236717701,0.0014103595,-0.0027439333,-498487.3332999749
2020-05-17 11:15:00,262082317.22026345,0.031391356,-0.0058909957,0.03728235,9771045.04749276,253467522.98354575,0.031858593,-0.0038255714,0.035684165,9044776.814317225,8614794.236717701,-0.0020654243,0.0015981868,726268.2331755348
2020-08-16 18:45:00,262082317.22026345,0.09205371,0.054786038,0.037267674,9767198.296600629,253467522.98354575,0.09135179,0.060588267,0.030763526,7797554.610729603,8614794.236717701,-0.005802229,0.0065041482,1969643.6858710255
2020-11-16 02:15:00,262082317.22026345,0.053385008,0.029948408,0.0234366,6142318.525499556,253467522.98354575,0.054078154,0.030124709,0.023953445,6071420.435898535,8614794.236717701,-0.00017630123,-0.0005168449,70898.08960102126
2021-02-15 09:45:00,262082317.22026345,0.003802002,-0.029366,0.033168003,8692747.074128928,253467522.98354575,0.0049752444,-0.0293979,0.03437314,8712475.115595337,8614794.236717701,3.189966e-05,-0.0012051389,-19728.04146640934
2021-05-17 17:15:00,262082317.22026345,0.08603272,0.026501024,0.059531696,15602204.872624606,253467522.98354575,0.08554667,0.03371456,0.051832113,13137757.398302978,8614794.236717701,-0.007213535,0.0076995827,2464447.474321628
2021-08-17 00:45:00,262082317.22026345,0.059302244,0.031349275,0.02795297,7325978.90816561,253467522.98354575,0.059639387,0.033865392,0.025773995,6532870.574892315,8614794.236717701,-0.002516117,0.0021789744,793108.3332732953
2021-11-16 08:15:00,262082317.22026345,-0.033093505,-0.011159139,-0.021934366,-5748609.4296861375,253467522.98354575,-0.032466434,-0.014011427,-0.018455006,-4677744.703646675,8614794.236717701,0.002852288,-0.0034793597,-1070864.7260394627
2022-02-15 15:45:00,262082317.22026345,-0.08874097,-0.0335811,-0.055159867,-14456425.711085271,253467522.98354575,-0.089667425,-0.035941288,-0.053726137,-13617830.78487477,8614794.236717701,0.0023601875,-0.0014337301,-838594.9262105003
2022-05-17 23:15:00,262082317.22026345,-0.098944336,-0.018813536,-0.0801308,-21000865.90322618,253467522.98354575,-0.101340964,-0.019243613,-0.08209735,-20809012.3411555,8614794.236717701,0.0004300773,0.001966551,-191853.56207067892
2022-08-17 06:45:00,262082317.22026345,-0.026196778,-0.0033444325,-0.022852346,-5989195.872506647,253467522.98354575,-0.027168933,-0.003013874,-0.02415506,-6122523.1824657805,8614794.236717701,-0.0003305585,0.0013027135,133327.30995913316
2022-11-16 14:15:00,262082317.22026345,-0.06097656,-0.039456654,-0.021519907,-5639987.045452741,253467522.98354575,-0.060976885,-0.04192133,-0.019055557,-4829964.706628153,8614794.236717701,0.0024646744,-0.0024643503,-810022.3388245879
2023-02-15 21:45:00,262082317.22026345,-0.06818506,-0.05195783,-0.01622723,-4252870.153069674,253467522.98354575,-0.067913294,-0.054265164,-0.01364813,-3459357.7043655645,8614794.236717701,0.002307333,-0.0025791004,-793512.4487041095
2023-05-18 05:15:00,262082317.22026345,-0.0040280763,-0.00170016,-0.0023279162,-610105.6752351517,253467522.98354575,-0.0043716743,-0.0011526524,-0.003219022,-815917.5200751452,8614794.236717701,-0.00054750754,0.00089110574,205811.84483999352
2023-08-17 12:45:00,262082317.22026345,0.022808105,0.025788456,-0.0029803514,-781097.4136380919,253467522.98354575,0.022828404,0.024544552,-0.0017161481,-434987.81006949,8614794.236717701,0.0012439042,-0.0012642033,-346109.6035686019
2023-11-16 20:15:00,262082317.22026345,0.010438721,0.014452831,-0.00401411,-1052027.3008688982,253467522.98354575,0.010115007,0.015409623,-0.0052946163,-1342013.2873627634,8614794.236717701,-0.0009567924,0.0012805061,289985.98649386526
