midcyc_datetime,evolving_union_area (m^2),evolving_union_dh (m),evolving_union_region_dh (m),evolving_union_dh_corr (m),evolving_union_dvol_corr (m^3),stationary_outline_area (m^2),stationary_outline_dh (m),stationary_outline_region_dh (m),stationary_outline_dh_corr (m),stationary_outline_dvol_corr (m^3),bias_area (m^2),bias_region_dh (m),bias_outlines_dh_corr (m),bias_dvol_corr (m^3)
2019-02-15 21:45:00,823026648.4579512,0.32121682,0.021831166,0.29938567,246402381.98162365,725151582.7777017,0.3410428,0.0528361,0.2882067,208993542.14158762,97875065.68024945,-0.031004936,0.01117897,37408839.840036035
2019-05-18 05:15:00,823026648.4579512,0.31719524,0.015718218,0.30147702,248123617.25775313,725151582.7777017,0.3324435,0.05027582,0.28216767,204614334.76511517,97875065.68024945,-0.034557603,0.019309342,43509282.49263796
2019-08-17 12:45:00,823026648.4579512,0.20642059,0.022696616,0.18372397,151209724.29735732,725151582.7777017,0.20564349,0.041003853,0.16463964,119388693.26727141,97875065.68024945,-0.018307237,0.019084334,31821031.030085906
2019-11-16 20:15:00,823026648.4579512,0.16974789,0.03295843,0.13678946,112581367.52418537,725151582.7777017,0.18017955,0.053818766,0.12636079,91630726.10188326,97875065.68024945,-0.020860337,0.010428667,20950641.422302112
2020-02-16 03:45:00,823026648.4579512,0.21104087,0.03345087,0.17759,146161300.5648706,725151582.7777017,0.22024299,0.057048835,0.16319415,118340495.97864869,97875065.68024945,-0.023597963,0.014395848,27820804.586221904
2020-05-17 11:15:00,823026648.4579512,0.18591464,0.014524564,0.17139007,141058596.134888,725151582.7777017,0.19175492,0.04046471,0.15129021,109708333.86340569,97875065.68024945,-0.025940146,0.020099863,31350262.271482304
2020-08-16 18:45:00,823026648.4579512,0.26521915,0.04532748,0.21989167,180976702.01609254,725151582.7777017,0.27054533,0.077008925,0.1935364,140343227.3615815,97875065.68024945,-0.031681444,0.026355267,40633474.654511034
2020-11-16 02:15:00,823026648.4579512,0.28146833,0.053730775,0.22773756,187434081.44939536,725151582.7777017,0.29317123,0.08787202,0.2052992,148873038.82770503,97875065.68024945,-0.034141246,0.022438362,38561042.62169033
2021-02-15 09:45:00,823026648.4579512,0.21376033,-0.00063767866,0.21439801,176455276.89456254,725151582.7777017,0.22324547,0.029671224,0.19357425,140370673.58716887,97875065.68024945,-0.030308902,0.020823762,36084603.30739367
2021-05-17 17:15:00,823026648.4579512,0.20168835,0.004720376,0.19696797,162109891.74592182,725151582.7777017,0.17180388,0.06487107,0.106932804,77542492.06308714,97875065.68024945,-0.060150698,0.09003517,84567399.68283468
2021-08-17 00:45:00,823026648.4579512,0.23586255,0.08202251,0.15384004,126614448.5694072,725151582.7777017,0.19074222,0.14679159,0.043950632,31870870.514458828,97875065.68024945,-0.06476908,0.1098894,94743578.05494836
2021-11-16 08:15:00,823026648.4579512,0.160577,0.02688127,0.13369572,110035141.68324588,725151582.7777017,0.12895843,0.081821404,0.04713703,34181491.5268941,97875065.68024945,-0.054940134,0.08655869,75853650.15635177
2022-02-15 15:45:00,823026648.4579512,0.14448977,0.041981783,0.10250798,84366798.1313474,725151582.7777017,0.11314234,0.08940444,0.0237379,17213575.72715095,97875065.68024945,-0.04742266,0.07877008,67153222.40419646
2022-05-17 23:15:00,823026648.4579512,0.092879206,0.02245525,0.07042395,57960790.202284485,725151582.7777017,0.0649956,0.05458461,0.010410991,7549546.287229675,97875065.68024945,-0.032129362,0.060012963,50411243.91505481
2022-08-17 06:45:00,823026648.4579512,0.2634761,0.032017794,0.2314583,190496354.10218096,725151582.7777017,0.23897351,0.089422464,0.14955105,108447179.79766656,97875065.68024945,-0.05740467,0.08190726,82049174.3045144
2022-11-16 14:15:00,823026648.4579512,0.30622202,0.028353328,0.2778687,228693335.0837308,725151582.7777017,0.27368313,0.101708114,0.17197502,124707955.48131211,97875065.68024945,-0.07335479,0.10589367,103985379.60241868
2023-02-15 21:45:00,823026648.4579512,0.14128897,-0.01848741,0.15977637,131500214.17019768,725151582.7777017,0.114868954,0.032396153,0.0824728,59805282.33245169,97875065.68024945,-0.05088356,0.07730357,71694931.837746
2023-05-18 05:15:00,823026648.4579512,0.15120031,0.08875164,0.062448673,51396921.998905614,725151582.7777017,0.12456451,0.11750633,0.007058181,5118251.028415177,97875065.68024945,-0.028754696,0.055390492,46278670.97049044
2023-08-17 12:45:00,823026648.4579512,0.1452235,0.044652212,0.10057129,82772851.4587673,725151582.7777017,0.12765977,0.077893354,0.049766414,36088193.78516865,97875065.68024945,-0.03324114,0.050804876,46684657.67359865
2023-11-16 20:15:00,823026648.4579512,0.15111887,0.08911632,0.062002555,51029754.65548495,725151582.7777017,0.14059773,0.10953049,0.031067237,22528456.270138238,97875065.68024945,-0.020414174,0.030935317,28501298.385346714
