midcyc_datetime,evolving_union_area (m^2),evolving_union_dh (m),evolving_union_region_dh (m),evolving_union_dh_corr (m),evolving_union_dvol_corr (m^3),stationary_outline_area (m^2),stationary_outline_dh (m),stationary_outline_region_dh (m),stationary_outline_dh_corr (m),stationary_outline_dvol_corr (m^3),bias_area (m^2),bias_region_dh (m),bias_outlines_dh_corr (m),bias_dvol_corr (m^3)
2019-02-15 21:45:00,94820136.74871525,0.020474048,-0.0037473042,0.024221353,2296672.025778775,88922696.070297,0.023412813,0.007478194,0.015934618,1416949.210299453,5897440.678418249,-0.011225498,0.008286735,879722.8154793221
2019-05-18 05:15:00,94820136.74871525,0.03483614,-0.012720744,0.047556885,4509350.299864294,88922696.070297,0.034179688,-0.0006075772,0.034787264,3093377.278999995,5897440.678418249,-0.012113167,0.012769621,1415973.020864299
2019-08-17 12:45:00,94820136.74871525,0.055461477,0.050100964,0.005360514,508284.663464268,88922696.070297,0.05205339,0.052089345,-3.5956502e-05,-3197.3490956072014,5897440.678418249,-0.0019883811,0.0053964704,511482.01255987515
2019-11-16 20:15:00,94820136.74871525,-0.0041854535,0.0049324036,-0.009117857,-864556.4117287789,88922696.070297,-0.0033157864,0.009669911,-0.012985697,-1154723.1890253976,5897440.678418249,-0.0047375076,0.0038678404,290166.7772966188
2020-02-16 03:45:00,94820136.74871525,-0.012263522,0.010547638,-0.02281116,-2162957.262384482,88922696.070297,-0.014723188,0.011057073,-0.02578026,-2292450.2746475297,5897440.678418249,-0.0005094353,0.002969101,129493.01226304751
2020-05-17 11:15:00,94820136.74871525,-0.0033381036,0.0012995402,-0.0046376437,-439742.00934011344,88922696.070297,-0.0062427307,0.0033916126,-0.009634343,-856711.7522842439,5897440.678418249,-0.0020920723,0.0049966993,416969.7429441305
2020-08-16 18:45:00,94820136.74871525,0.06888791,0.058052063,0.010835849,1027456.6601386053,88922696.070297,0.06420075,0.058668658,0.0055320933,491928.6552494457,5897440.678418249,-0.00061659515,0.0053037554,535528.0048891596
2020-11-16 02:15:00,94820136.74871525,0.0053464198,0.008752187,-0.003405767,-322935.29526177765,88922696.070297,0.006773531,0.015956532,-0.009183001,-816577.1867678058,5897440.678418249,-0.0072043454,0.0057772337,493641.8915060282
2021-02-15 09:45:00,94820136.74871525,0.04327912,0.008089702,0.035189416,3336665.2618358335,88922696.070297,0.043454975,0.014513883,0.028941091,2573519.852278249,5897440.678418249,-0.006424181,0.006248325,763145.4095575847
2021-05-17 17:15:00,94820136.74871525,0.105971314,0.034626007,0.07134531,6764971.7597591225,88922696.070297,0.102927215,0.04426297,0.058664244,5216582.709911669,5897440.678418249,-0.009636965,0.012681063,1548389.0498474538
2021-08-17 00:45:00,94820136.74871525,0.11094309,0.039660137,0.07128295,6759059.353579441,88922696.070297,0.1082359,0.05139715,0.056838755,5054255.297155347,5897440.678418249,-0.011737011,0.014444198,1704804.0564240944
2021-11-16 08:15:00,94820136.74871525,0.06502127,0.022460938,0.04256033,4035576.4551211917,88922696.070297,0.066564664,0.033415362,0.033149302,2947725.307201379,5897440.678418249,-0.010954425,0.0094110295,1087851.1479198127
2022-02-15 15:45:00,94820136.74871525,0.041059777,0.016098022,0.024961755,2366876.992215128,88922696.070297,0.04097448,0.024015946,0.016958533,1507998.462855723,5897440.678418249,-0.007917924,0.008003222,858878.5293594052
2022-05-17 23:15:00,94820136.74871525,0.051024742,0.021990458,0.029034285,2753034.862229394,88922696.070297,0.050487045,0.025737416,0.02474963,2200803.755160118,5897440.678418249,-0.0037469584,0.0042846557,552231.1070692758
2022-08-17 06:45:00,94820136.74871525,0.08816788,0.059758503,0.02840938,2693781.3407083084,88922696.070297,0.08310245,0.06365273,0.019449718,1729521.388735042,5897440.678418249,-0.0038942285,0.008959662,964259.9519732664
2022-11-16 14:15:00,94820136.74871525,0.012069377,0.006207784,0.005861593,555797.0445828439,88922696.070297,0.013121187,0.010438398,0.0026827883,238560.76840256443,5897440.678418249,-0.0042306143,0.0031788046,317236.27618027944
2023-02-15 21:45:00,94820136.74871525,-0.059794325,-0.068852745,0.00905842,858920.5866244165,88922696.070297,-0.05886738,-0.066407636,0.007540256,670499.8734608225,5897440.678418249,-0.0024451092,0.0015181638,188420.71316359402
2023-05-18 05:15:00,94820136.74871525,0.05680555,0.050754547,0.006051004,573757.020389606,88922696.070297,0.0569554,0.055511475,0.0014439262,128397.81462976034,5897440.678418249,-0.0047569275,0.0046070777,445359.2057598457
2023-08-17 12:45:00,94820136.74871525,0.07021186,0.043317158,0.0268947,2550159.111157503,88922696.070297,0.069848225,0.04613564,0.023712583,2108586.8010329804,5897440.678418249,-0.0028184839,0.003182117,441572.31012452254
2023-11-16 20:15:00,94820136.74871525,0.044791363,0.03196462,0.0128267445,1216233.6644036665,88922696.070297,0.04406807,0.03517567,0.008892398,790736.0338202171,5897440.678418249,-0.0032110512,0.003934346,425497.6305834494
