midcyc_datetime,evolving_outlines_area (m^2),evolving_outlines_dh (m),evolving_outlines_region_dh (m),evolving_outlines_dh_corr (m),evolving_outlines_dV_corr (m^3),stationary_outline_area (m^2),stationary_outline_dh (m),stationary_outline_region_dh (m),stationary_outline_dh_corr (m),stationary_outline_dV_corr (m^3),bias_area (m^2),bias_region_dh (m),bias_outlines_dh_corr (m),bias_dV_corr (m^3)
2019-02-15 21:45:00,0.0,0.0,0.2237861305475235,0.0,0.0,215862086.25899315,0.22566385567188263,0.21764761209487915,0.008016243577003479,1730403.0624922249,-215862086.25899315,0.006138518452644348,-0.008016243577003479,-1730403.0624922249
2019-05-18 05:15:00,0.0,0.0,0.04739062488079071,0.0,0.0,215862086.25899315,0.05387656018137932,0.047027587890625,0.006848972290754318,1478433.4474122624,-215862086.25899315,0.00036303699016571045,-0.006848972290754318,-1478433.4474122624
2019-08-17 12:45:00,426024.7441197634,0.2908935546875,0.19434618949890137,0.09654736518859863,41131.56654991008,215862086.25899315,0.1947643756866455,0.19825395941734314,-0.003489583730697632,-753268.8242838313,-215436061.5148734,-0.0039077699184417725,0.10003694891929626,794400.3908337414
2019-11-16 20:15:00,0.0,0.0,0.04462988302111626,0.0,0.0,215862086.25899315,0.05168374255299568,0.045514024794101715,0.006169717758893967,1331808.1470640113,-215862086.25899315,-0.0008841417729854584,-0.006169717758893967,-1331808.1470640113
2020-02-16 03:45:00,0.0,0.0,0.14211425185203552,0.0,0.0,215862086.25899315,0.14122231304645538,0.13835224509239197,0.0028700679540634155,619538.856269209,-215862086.25899315,0.0037620067596435547,-0.0028700679540634155,-619538.856269209
2020-05-17 11:15:00,0.0,0.0,0.1356494128704071,0.0,0.0,215862086.25899315,0.14051656424999237,0.14668193459510803,-0.006165370345115662,-1330869.7052559953,-215862086.25899315,-0.011032521724700928,0.006165370345115662,1330869.7052559953
2020-08-16 18:45:00,0.0,0.0,0.12855224311351776,0.0,0.0,215862086.25899315,0.12909972667694092,0.12773962318897247,0.0013601034879684448,293594.7764410019,-215862086.25899315,0.0008126199245452881,-0.0013601034879684448,-293594.7764410019
2020-11-16 02:15:00,0.0,0.0,0.04251513630151749,0.0,0.0,215862086.25899315,0.04438944533467293,0.04464025795459747,-0.0002508126199245453,-54140.93539699626,-215862086.25899315,-0.0021251216530799866,0.0002508126199245453,54140.93539699626
2021-02-15 09:45:00,0.0,0.0,0.052058592438697815,0.0,0.0,215862086.25899315,0.05611827224493027,0.05222735553979874,0.0038909167051315308,839901.3974296598,-215862086.25899315,-0.00016876310110092163,-0.0038909167051315308,-839901.3974296598
2021-05-17 17:15:00,0.0,0.0,0.19059619307518005,0.0,0.0,215862086.25899315,0.19289450347423553,0.19010363519191742,0.0027908682823181152,602442.649895241,-215862086.25899315,0.0004925578832626343,-0.0027908682823181152,-602442.649895241
2021-08-17 00:45:00,0.0,0.0,0.07916894555091858,0.0,0.0,215862086.25899315,0.08084728568792343,0.08609329909086227,-0.005246013402938843,-1132415.3977010187,-215862086.25899315,-0.006924353539943695,0.005246013402938843,1132415.3977010187
2021-11-16 08:15:00,0.0,0.0,-0.0056176758371293545,0.0,0.0,215862086.25899315,0.005244579166173935,-0.008672881871461868,0.013917461037635803,3004252.175012316,-215862086.25899315,0.003055206034332514,-0.013917461037635803,-3004252.175012316
2022-02-15 15:45:00,0.0,0.0,0.09788379073143005,0.0,0.0,215862086.25899315,0.09058357775211334,0.08763416856527328,0.0029494091868400574,636665.6203027354,-215862086.25899315,0.010249622166156769,-0.0029494091868400574,-636665.6203027354
2022-05-17 23:15:00,129329326.57505918,0.6150048971176147,0.15876659750938416,0.4562382996082306,59004992.04608255,215862086.25899315,0.41941729187965393,0.188201904296875,0.23121538758277893,49910635.93880036,-86532759.68393397,-0.029435306787490845,0.22502291202545166,9094356.107282192
2022-08-17 06:45:00,141104762.33330297,0.6535475850105286,0.13710400462150574,0.5164435803890228,72872648.66935311,215862086.25899315,0.44995740056037903,0.16569331288337708,0.28426408767700195,61361839.014466986,-74757323.92569017,-0.028589308261871338,0.23217949271202087,11510809.654886127
2022-11-16 14:15:00,29525922.001031637,0.3409823775291443,0.04085742309689522,0.30012495443224907,8861465.99512976,215862086.25899315,0.1319260150194168,0.0714748427271843,0.06045117229223251,13049116.167803152,-186336164.2579615,-0.030617419630289078,0.23967378214001656,-4187650.172673391
2023-02-15 21:45:00,22996634.211930454,-0.33414891362190247,0.09192431718111038,-0.42607323080301285,-9798250.236272305,215862086.25899315,-0.0410129576921463,0.08659764379262924,-0.12761060148477554,-27546290.66526862,-192865452.0470627,0.00532667338848114,-0.2984626293182373,17748040.428996313
2023-05-18 05:15:00,25265691.543185703,-0.3641674816608429,0.11008740216493607,-0.47425488382577896,-11982377.607591502,215862086.25899315,-0.03696686029434204,0.08759187161922455,-0.12455873191356659,-26887507.732637115,-190596394.71580744,0.022495530545711517,-0.34969615191221237,14905130.125045612
2023-08-17 12:45:00,0.0,0.0,0.1896943300962448,0.0,0.0,215862086.25899315,0.09160132706165314,0.17178666591644287,-0.08018533885478973,-17308974.532579217,-215862086.25899315,0.01790766417980194,0.08018533885478973,17308974.532579217
2023-11-16 20:15:00,9657131.933376841,-0.3323093056678772,0.006822753697633743,-0.33913205936551094,-3275043.0401305263,215862086.25899315,-0.07255450636148453,-0.017663253471255302,-0.054891252890229225,-11848940.366254868,-206204954.3256163,0.024486007168889046,-0.2842408064752817,8573897.326124342
