midcyc_datetime,evolving_outlines_area (m^2),evolving_outlines_dh (m),evolving_outlines_region_dh (m),evolving_outlines_dh_corr (m),evolving_outlines_dV_corr (m^3),stationary_outline_area (m^2),stationary_outline_dh (m),stationary_outline_region_dh (m),stationary_outline_dh_corr (m),stationary_outline_dV_corr (m^3),bias_area (m^2),bias_region_dh (m),bias_outlines_dh_corr (m),bias_dV_corr (m^3)
2010-08-17 06:45:00,0.0,0.0,0.05610306289082197,0.0,0.0,624793549.6004837,0.04193235999063687,-0.002769738848869077,0.04470209883950595,27929583.008526582,-624793549.6004837,0.05887280173969105,-0.04470209883950595,-27929583.008526582
2010-11-16 11:15:00,0.0,0.0,0.06463575447254052,0.0,0.0,624793549.6004837,0.05264995240303462,0.0030916964196658126,0.049558255983368805,30963678.667858403,-624793549.6004837,0.06154405805287471,-0.049558255983368805,-30963678.667858403
2011-02-15 15:45:00,0.0,0.0,0.08503001076766988,0.0,0.0,624793549.6004837,0.05694847502371878,0.003161247074591959,0.053787227949126826,33605913.07350529,-624793549.6004837,0.08186876369307791,-0.053787227949126826,-33605913.07350529
2011-05-17 23:15:00,0.0,0.0,0.07354940669768703,0.0,0.0,624793549.6004837,0.026228548636095184,-0.007845157705800488,0.034073706341895674,21289031.93339751,-624793549.6004837,0.08139456440348752,-0.034073706341895674,-21289031.93339751
2011-08-17 06:45:00,0.0,0.0,-0.008753675959902651,0.0,0.0,624793549.6004837,-0.018422360596840433,-0.015749483976188423,-0.00267287662065201,-1669996.0714613148,-624793549.6004837,0.006995808016285772,0.00267287662065201,1669996.0714613148
2011-11-16 11:15:00,0.0,0.0,-0.028547301373496165,0.0,0.0,624793549.6004837,-0.011630883232470707,0.01229856691804477,-0.02392945015051548,-14950966.099528395,-624793549.6004837,-0.04084586829154094,0.02392945015051548,14950966.099528395
2012-02-15 15:45:00,0.0,0.0,0.017123876160978192,0.0,0.0,624793549.6004837,0.016842214645000988,0.029042329661981295,-0.012200115016980307,-7622553.166993291,-624793549.6004837,-0.011918453501003103,0.012200115016980307,7622553.166993291
2012-05-16 23:15:00,0.0,0.0,0.04242711576842028,0.0,0.0,624793549.6004837,0.019900791184255143,0.0068809974129738286,0.013019793771281315,8134683.16542512,-624793549.6004837,0.03554611835544645,-0.013019793771281315,-8134683.16542512
2012-08-16 06:45:00,0.0,0.0,0.004743846456869529,0.0,0.0,624793549.6004837,-0.008782346615369226,-0.019812202139750514,0.011029855524381288,6891382.584658689,-624793549.6004837,0.024556048596620042,-0.011029855524381288,-6891382.584658689
2012-11-15 23:15:00,0.0,0.0,-0.01572314793619211,0.0,0.0,624793549.6004837,-0.011133136512720035,-0.02981267926716203,0.018679542754441995,11670857.82246181,-624793549.6004837,0.01408953133096992,-0.018679542754441995,-11670857.82246181
