midcyc_datetime,evolving_outlines_area (m^2),evolving_outlines_dh (m),evolving_outlines_region_dh (m),evolving_outlines_dh_corr (m),evolving_outlines_dV_corr (m^3),stationary_outline_area (m^2),stationary_outline_dh (m),stationary_outline_region_dh (m),stationary_outline_dh_corr (m),stationary_outline_dV_corr (m^3),bias_area (m^2),bias_region_dh (m),bias_outlines_dh_corr (m),bias_dV_corr (m^3)
2019-02-15 21:45:00,0.0,0.0,0.007481412962079048,0.0,0.0,235832647.9320073,0.022220561280846596,-0.02176775224506855,0.043988313525915146,10373880.456879903,-235832647.9320073,0.0292491652071476,-0.043988313525915146,-10373880.456879903
2019-05-18 05:15:00,7962718.1224479675,0.12591552734375,0.017737623304128647,0.10817790403962135,861390.1569447301,235832647.9320073,0.027963243424892426,0.01623721979558468,0.011726023629307747,2765379.2022129325,-227869929.80955935,0.0015004035085439682,0.0964518804103136,-1903989.0452682024
2019-08-17 12:45:00,0.0,0.0,-0.023481260985136032,0.0,0.0,235832647.9320073,-0.007051846012473106,-0.04615378752350807,0.039101941511034966,9221514.40582985,-235832647.9320073,0.02267252653837204,-0.039101941511034966,-9221514.40582985
2019-11-16 20:15:00,0.0,0.0,-0.016066065058112144,0.0,0.0,235832647.9320073,-0.019940750673413277,0.0035668197087943554,-0.023507570382207632,-5543852.569684055,-235832647.9320073,-0.0196328847669065,0.023507570382207632,5543852.569684055
2020-02-16 03:45:00,7477651.176606379,0.1094156876206398,0.053460463881492615,0.055955223739147186,418413.64463030716,235832647.9320073,0.05364371836185455,0.047152772545814514,0.006490945816040039,1530776.9393799065,-228354996.75540093,0.006307691335678101,0.04946427792310715,-1112363.2947495994
2020-05-17 11:15:00,0.0,0.0,-0.005448827054351568,0.0,0.0,235832647.9320073,0.0027511529624462128,-0.012466119602322578,0.015217272564768791,3588729.6832525125,-235832647.9320073,0.00701729254797101,-0.015217272564768791,-3588729.6832525125
2020-08-16 18:45:00,0.0,0.0,0.007645517122000456,0.0,0.0,235832647.9320073,0.018383413553237915,-0.006407445762306452,0.024790859315544367,5846493.996894699,-235832647.9320073,0.014052962884306908,-0.024790859315544367,-5846493.996894699
2020-11-16 02:15:00,0.0,0.0,-0.010929323732852936,0.0,0.0,235832647.9320073,-0.013989687897264957,-0.005242795217782259,-0.008746892679482698,-2062802.8617794954,-235832647.9320073,-0.005686528515070677,0.008746892679482698,2062802.8617794954
2021-02-15 09:45:00,0.0,0.0,0.04572224244475365,0.0,0.0,235832647.9320073,0.04653621464967728,0.043521180748939514,0.0030150339007377625,711043.4284157554,-235832647.9320073,0.0022010616958141327,-0.0030150339007377625,-711043.4284157554
2021-05-17 17:15:00,6003318.992248297,0.1206461563706398,0.017704801633954048,0.10294135473668575,617989.7899785148,235832647.9320073,0.025092171505093575,-4.982461905456148e-05,0.025141996124148136,5929303.52025412,-229829328.93975902,0.01775462625300861,0.07779935861253762,-5311313.730275606
2021-08-17 00:45:00,0.0,0.0,0.003383996430784464,0.0,0.0,235832647.9320073,0.008759485557675362,-0.017901362851262093,0.026660848408937454,6287498.476393564,-235832647.9320073,0.021285359282046556,-0.026660848408937454,-6287498.476393564
2021-11-16 08:15:00,12518448.01954925,-0.1090443953871727,-0.020936785265803337,-0.08810761012136936,-1102970.5374310738,235832647.9320073,-0.027328424155712128,0.007571473252028227,-0.034899897407740355,-8230535.218222805,-223314199.91245806,-0.028508258517831564,-0.05320771271362901,7127564.680791732
2022-02-15 15:45:00,0.0,0.0,0.001132029457949102,0.0,0.0,235832647.9320073,-0.00039524969179183245,0.003270363435149193,-0.0036656131269410253,-864471.2500208273,-235832647.9320073,-0.002138333977200091,0.0036656131269410253,864471.2500208273
2022-05-17 23:15:00,5365869.1401577,0.1143290176987648,0.018619177863001823,0.09570983983576298,513566.47598415666,235832647.9320073,0.023526767268776894,0.010268853977322578,0.013257913291454315,3126648.797576626,-230466778.7918496,0.008350323885679245,0.08245192654430866,-2613082.3215924692
2022-08-17 06:45:00,0.0,0.0,-0.02174924500286579,0.0,0.0,235832647.9320073,-0.01674191653728485,-0.027977146208286285,0.011235229671001434,2649633.9634365235,-235832647.9320073,0.006227901205420494,-0.011235229671001434,-2649633.9634365235
2022-11-16 14:15:00,2696727.182442665,-0.1173095703125,-0.031115837395191193,-0.08619373291730881,-232440.98251430978,235832647.9320073,-0.04433975741267204,-0.012753233313560486,-0.03158652409911156,-7449133.617261641,-233135920.74956465,-0.018362604081630707,-0.05460720881819725,7216692.634747331
2023-02-15 21:45:00,0.0,0.0,0.025498876348137856,0.0,0.0,235832647.9320073,0.01637355424463749,0.015486113727092743,0.0008874405175447464,209287.44713472854,-235832647.9320073,0.010012762621045113,-0.0008874405175447464,-209287.44713472854
2023-05-18 05:15:00,20994885.394019723,-0.128874272108078,-0.0002021069813054055,-0.1286721651267726,-2701457.360236972,235832647.9320073,-0.022113816812634468,0.015867894515395164,-0.03798171132802963,-8957327.555478346,-214837762.5379876,-0.01607000149670057,-0.09069045379874296,6255870.195241373
2023-08-17 12:45:00,32616587.031981915,-0.0605265311896801,0.050599873065948486,-0.11112640425562859,-3624564.0359549155,235832647.9320073,0.01681101880967617,0.04216159135103226,-0.025350572541356087,-5978492.649020442,-203216060.9000254,0.00843828171491623,-0.0857758317142725,2353928.6130655264
2023-11-16 20:15:00,67391314.65368563,-0.2200792133808136,-0.017933394759893417,-0.20214581862092018,-13622872.468609296,235832647.9320073,-0.0751487985253334,0.033084169030189514,-0.10823296755552292,-25524867.332158007,-168441333.27832168,-0.05101756379008293,-0.09391285106539726,11901994.863548711
