midcyc_datetime,stationary_outline_area (m^2),stationary_outline_dh (m),stationary_outline_region_dh (m),stationary_outline_dh_corr (m),stationary_outline_dV_corr (m^3)
2010-08-17 06:45:00,308581619.5877585,-0.17766232785152616,-0.10214793870882376,-0.0755143891427024,-23302352.503835354
2010-11-16 11:15:00,308581619.5877585,-0.1806135323820004,-0.101666697274819,-0.0789468351071814,-24361542.238701746
2011-02-15 15:45:00,308581619.5877585,-0.16179386596813708,-0.09506677086762268,-0.0667270951005144,-20590755.076503117
2011-05-17 23:15:00,308581619.5877585,-0.12695481792116267,-0.06705633908199712,-0.05989847883916555,-18483569.611032784
2011-08-17 06:45:00,308581619.5877585,-0.06878240287325275,-0.04740811091033499,-0.021374291962917763,-6595713.631458772
2011-11-16 11:15:00,308581619.5877585,0.015303232531444888,-0.026884459411145884,0.04218769194259077,13018346.306314088
2012-02-15 15:45:00,308581619.5877585,0.0598884827620317,-0.015318043198434914,0.07520652596046662,23207351.584449593
2012-05-16 23:15:00,308581619.5877585,0.08522684368643568,-0.011508123079130841,0.09673496676556652,29850632.71528651
2012-08-16 06:45:00,308581619.5877585,0.09556605257162044,-0.005813976647783845,0.10138002921940428,31284013.610378053
2012-11-15 23:15:00,308581619.5877585,0.10701538603416785,0.003560894504202746,0.10345449152996511,31924154.549944676
2013-02-15 15:45:00,308581619.5877585,0.1071016478733819,0.0010111759751630946,0.10609047189821881,32737569.64118194
2013-05-17 23:15:00,308581619.5877585,0.09559047504652747,-0.0003998481800506175,0.09599032322657809,29620849.406009898
2013-08-17 06:45:00,308581619.5877585,0.07182297770761847,0.012647965103231584,0.05917501260438689,18260321.228587728
2013-11-16 11:15:00,308581619.5877585,0.06965795434682567,0.01271170798065489,0.05694624636617078,17572564.933116484
2014-02-15 15:45:00,308581619.5877585,0.06618561665919052,0.006991580018488903,0.05919403664070162,18266191.696524825
2014-05-17 23:15:00,308581619.5877585,0.07431348639379617,0.011368455597638777,0.0629450307961574,19423679.548079588
2014-08-17 06:45:00,308581619.5877585,0.07864019432184802,0.028225048782141552,0.05041514553970647,15557187.26239518
2014-11-16 11:15:00,308581619.5877585,0.06903852027151396,0.03135621010406229,0.03768231016745167,11628068.301280495
2015-02-15 15:45:00,308581619.5877585,0.04676849772651294,0.025122356314808175,0.021646141411704765,6679601.374649505
2015-05-17 23:15:00,308581619.5877585,0.02416119801388258,0.01571210062313288,0.008449097390749703,2607236.1568922475
2015-08-17 06:45:00,308581619.5877585,0.019624849899383796,0.008324652779012828,0.011300197120370968,3487033.129064998
2015-11-16 11:15:00,308581619.5877585,0.058455199152072576,0.004812942260002908,0.05364225689206967,16553014.510097457
2016-02-15 15:45:00,308581619.5877585,0.1346529988310052,0.02792266729067981,0.1067303315403254,32935018.56585203
2016-05-16 23:15:00,308581619.5877585,0.15435478842652525,0.034236121230372105,0.12011866719615315,37066412.8661119
2016-08-16 06:45:00,308581619.5877585,0.13842243439529306,0.04768199200049336,0.0907404423947997,28000832.676296994
2016-11-15 23:15:00,308581619.5877585,0.09843445148697982,0.0403244582594958,0.05810999322748402,17931675.824370697
2017-02-15 15:45:00,308581619.5877585,0.03520310256543348,0.012308949357336852,0.022894153208096624,7064714.8760447325
2017-05-17 23:15:00,308581619.5877585,-0.03483125865288576,-0.021509323996408963,-0.0133219346564768,-4110904.1723379
2017-08-17 06:45:00,308581619.5877585,-0.13729844758679258,-0.061711043801911634,-0.07558740378488094,-23324883.480372425
2017-11-16 11:15:00,308581619.5877585,-0.2407948847825403,-0.09544362219528703,-0.14535126258725328,-44852728.01830018
2018-02-15 15:45:00,308581619.5877585,-0.30603629386362285,-0.10929354535214669,-0.19674274851147616,-60711195.97781837
2018-05-17 23:15:00,308581619.5877585,-0.3219391554629331,-0.10119941600437084,-0.2207397394585623,-68116226.30950299
2018-08-17 06:45:00,308581619.5877585,-0.30004148795863433,-0.08201306920917735,-0.218028418749457,-67279562.57386544
2018-11-16 11:15:00,308581619.5877585,-0.23347549361910974,-0.0573540797596418,-0.17612141385946795,-54347831.132840514
2019-02-15 21:45:00,308581619.5877585,0.006344054359942675,0.017828812822699547,-0.011484758462756872,-3543985.367011731
2019-05-18 05:15:00,308581619.5877585,0.003014136105775833,-0.02862606570124626,0.031640201807022095,9763584.7176944
2019-08-17 12:45:00,308581619.5877585,0.09043928980827332,0.045378003269433975,0.04506128653883934,13905084.780863103
2019-11-16 20:15:00,308581619.5877585,0.009375600144267082,-0.05433938652276993,0.06371498666703701,19661273.777726717
2020-02-16 03:45:00,308581619.5877585,0.15424063801765442,0.031817030161619186,0.12242360785603523,37777675.187991984
2020-05-17 11:15:00,308581619.5877585,0.07149958610534668,-0.03266516700387001,0.10416475310921669,32143328.218401086
2020-08-16 18:45:00,308581619.5877585,0.21284760534763336,0.10650018602609634,0.10634741932153702,32816858.893218372
2020-11-16 02:15:00,308581619.5877585,0.10576511919498444,0.01570182293653488,0.09006329625844955,27791877.824844472
2021-02-15 09:45:00,308581619.5877585,-0.02361159957945347,-0.09398412704467773,0.07037252746522427,21715668.49970292
2021-05-17 17:15:00,308581619.5877585,0.16466625034809113,0.052038535475730896,0.11262771487236023,34754842.66578119
2021-08-17 00:45:00,308581619.5877585,0.28025883436203003,0.16947633028030396,0.11078250408172607,34185444.5315265
2021-11-16 08:15:00,308581619.5877585,0.14451423287391663,0.07923922687768936,0.06527500599622726,20142667.068916455
2022-02-15 15:45:00,308581619.5877585,0.09430471807718277,0.018443206325173378,0.07586151175200939,23409468.160810832
2022-05-17 23:15:00,308581619.5877585,0.11276915669441223,0.037012141197919846,0.07575701549649239,23377222.537042536
2022-08-17 06:45:00,308581619.5877585,0.16200631856918335,0.10916667431592941,0.05283964425325394,16305343.002110096
2022-11-16 14:15:00,308581619.5877585,0.0806964784860611,0.05454694479703903,0.026149533689022064,8069265.457223081
2023-02-15 21:45:00,308581619.5877585,-0.09355968981981277,-0.11274964362382889,0.019189953804016113,5921667.024657559
2023-05-18 05:15:00,308581619.5877585,0.05528264120221138,0.050794344395399094,0.004488296806812286,1385005.8978367
2023-08-17 12:45:00,308581619.5877585,0.03379886969923973,0.01567024737596512,0.018128622323274612,5594159.637410873
2023-11-16 20:15:00,308581619.5877585,-0.018482845276594162,-0.0030923837330192327,-0.01539046154357493,-4749213.549319465
2024-02-16 03:45:00,308581619.5877585,0.01090808305889368,-0.015979081392288208,0.02688716445118189,8296884.752468113
