mid_pt_datetime,stationary_outline_area (m^2),stationary_outline_dh (m),stationary_outline_region_dh (m),stationary_outline_dh_corr (m),stationary_outline_dV_corr (m^3)
2019-01-01 00:00:00,564019161,-0.16,-0.01,-0.15,-84602874
2019-04-02 06:00:00,564019161,-0.11,-0.0,-0.11,-62042108
2019-07-02 12:00:00,564019161,-0.06,-0.02,-0.04,-22560766
2019-10-01 18:00:00,564019161,-0.02,-0.03,0.01,5640192
2020-01-01 00:00:00,564019161,0.01,-0.03,0.04,22560766
2020-04-01 12:00:00,564019161,0.02,-0.04,0.06,33841150
2020-07-02 00:00:00,564019161,0.03,-0.04,0.07,39481341
2020-10-01 12:00:00,564019161,0.03,-0.02,0.05,28200958
2021-01-01 00:00:00,564019161,0.02,-0.02,0.04,22560766
2021-04-02 06:00:00,564019161,0.02,-0.02,0.04,22560766
2021-07-02 12:00:00,564019161,0.01,-0.02,0.03,16920575
