midcyc_datetime,evolving_union_area (m^2),evolving_union_dh (m),evolving_union_region_dh (m),evolving_union_dh_corr (m),evolving_union_dvol_corr (m^3),stationary_outline_area (m^2),stationary_outline_dh (m),stationary_outline_region_dh (m),stationary_outline_dh_corr (m),stationary_outline_dvol_corr (m^3),bias_area (m^2),bias_region_dh (m),bias_outlines_dh_corr (m),bias_dvol_corr (m^3)
2019-02-15 21:45:00,36101346.185272604,0.009533691,0.007117776,0.002415915,87217.78448436774,88922696.070297,0.023412813,0.007478194,0.015934618,1416949.210299453,-52821349.8850244,-0.00036041765,-0.013518703,-1329731.4258150852
2019-05-18 05:15:00,36101346.185272604,0.049651228,0.023087446,0.026563782,958988.2988140811,88922696.070297,0.034179688,-0.0006075772,0.034787264,3093377.278999995,-52821349.8850244,0.023695024,-0.0082234815,-2134388.980185914
2019-08-17 12:45:00,36101346.185272604,0.069383025,0.07698328,-0.0076002553,-274379.44806209614,88922696.070297,0.05205339,0.052089345,-3.5956502e-05,-3197.3490956072014,-52821349.8850244,0.024893936,-0.007564299,-271182.09896648896
2019-11-16 20:15:00,36101346.185272604,-0.010494559,-0.0054016113,-0.0050929477,-183862.26960362055,88922696.070297,-0.0033157864,0.009669911,-0.012985697,-1154723.1890253976,-52821349.8850244,-0.015071522,0.007892749,970860.9194217771
2020-02-16 03:45:00,36101346.185272604,-0.033339147,-0.0032240923,-0.030115055,-1087194.0230668157,88922696.070297,-0.014723188,0.011057073,-0.02578026,-2292450.2746475297,-52821349.8850244,-0.014281166,-0.0043347944,1205256.251580714
2020-05-17 11:15:00,36101346.185272604,-0.011748396,0.014368393,-0.026116788,-942851.2188173736,88922696.070297,-0.0062427307,0.0033916126,-0.009634343,-856711.7522842439,-52821349.8850244,0.010976781,-0.016482446,-86139.46653312969
2020-08-16 18:45:00,36101346.185272604,0.08921421,0.0809398,0.008274414,298717.47148794495,88922696.070297,0.06420075,0.058668658,0.0055320933,491928.6552494457,-52821349.8850244,0.022271141,0.0027423203,-193211.18376150075
2020-11-16 02:15:00,36101346.185272604,-0.0073660715,0.0018956801,-0.009261752,-334361.6988966856,88922696.070297,0.006773531,0.015956532,-0.009183001,-816577.1867678058,-52821349.8850244,-0.014060852,-7.8750774e-05,482215.4878711202
2021-02-15 09:45:00,36101346.185272604,0.07428676,0.04067634,0.03361042,1213381.3514950115,88922696.070297,0.043454975,0.014513883,0.028941091,2573519.852278249,-52821349.8850244,0.026162457,0.0046693273,-1360138.5007832374
2021-05-17 17:15:00,36101346.185272604,0.16858782,0.10269524,0.06589258,2378810.739501819,88922696.070297,0.102927215,0.04426297,0.058664244,5216582.709911669,-52821349.8850244,0.05843227,0.0072283335,-2837771.9704098497
2021-08-17 00:45:00,36101346.185272604,0.16688581,0.10980404,0.057081766,2060728.6106322315,88922696.070297,0.1082359,0.05139715,0.056838755,5054255.297155347,-52821349.8850244,0.058406893,0.00024301186,-2993526.6865231153
2021-11-16 08:15:00,36101346.185272604,0.0883109,0.056694478,0.03161642,1141395.3074489932,88922696.070297,0.066564664,0.033415362,0.033149302,2947725.307201379,-52821349.8850244,0.023279116,-0.0015328825,-1806329.9997523858
2022-02-15 15:45:00,36101346.185272604,0.060799737,0.03889196,0.021907777,790900.2269754543,88922696.070297,0.04097448,0.024015946,0.016958533,1507998.462855723,-52821349.8850244,0.014876014,0.0049492437,-717098.2358802687
2022-05-17 23:15:00,36101346.185272604,0.06892613,0.056550868,0.012375265,446763.73889158736,88922696.070297,0.050487045,0.025737416,0.02474963,2200803.755160118,-52821349.8850244,0.030813452,-0.012374364,-1754040.0162685306
2022-08-17 06:45:00,36101346.185272604,0.1260498,0.098417394,0.027632408,997567.1215112912,88922696.070297,0.08310245,0.06365273,0.019449718,1729521.388735042,-52821349.8850244,0.034764662,0.00818269,-731954.2672237507
2022-11-16 14:15:00,36101346.185272604,0.014385114,0.008982939,0.0054021757,195025.81544612863,88922696.070297,0.013121187,0.010438398,0.0026827883,238560.76840256443,-52821349.8850244,-0.0014554597,0.0027193874,-43534.952956435794
2023-02-15 21:45:00,36101346.185272604,-0.05740618,-0.061744243,0.0043380633,156609.92495450412,88922696.070297,-0.05886738,-0.066407636,0.007540256,670499.8734608225,-52821349.8850244,0.004663393,-0.0032021925,-513889.9485063184
2023-05-18 05:15:00,36101346.185272604,0.0584804,0.058735568,-0.00025516748,-9211.889685341836,88922696.070297,0.0569554,0.055511475,0.0014439262,128397.81462976034,-52821349.8850244,0.0032240935,-0.0016990937,-137609.70431510216
2023-08-17 12:45:00,36101346.185272604,0.08744594,0.07405898,0.013386957,483287.18156571465,88922696.070297,0.069848225,0.04613564,0.023712583,2108586.8010329804,-52821349.8850244,0.027923338,-0.010325626,-1625299.619467266
2023-11-16 20:15:00,36101346.185272604,0.05347726,0.045862533,0.007614728,274901.93392152665,88922696.070297,0.04406807,0.03517567,0.008892398,790736.0338202171,-52821349.8850244,0.010686863,-0.0012776703,-515834.0998986905
