midcyc_datetime,evolving_union_area (m^2),evolving_union_dh (m),evolving_union_region_dh (m),evolving_union_dh_corr (m),evolving_union_dvol_corr (m^3),stationary_outline_area (m^2),stationary_outline_dh (m),stationary_outline_region_dh (m),stationary_outline_dh_corr (m),stationary_outline_dvol_corr (m^3),bias_area (m^2),bias_region_dh (m),bias_outlines_dh_corr (m),bias_dvol_corr (m^3)
2019-02-15 21:45:00,96615458.90718137,-0.056347013,-0.022661947,-0.033685066,-3254498.091156793,122556618.56645408,-0.02550375,-0.013064822,-0.012438929,-1524473.041094874,-25941159.659272715,-0.0095971245,-0.021246137,-1730025.0500619188
2019-05-18 05:15:00,96615458.90718137,0.029519172,-0.004642741,0.034161914,3300569.011782479,122556618.56645408,0.015461363,0.0080698375,0.0073915254,905880.3630511591,-25941159.659272715,-0.012712578,0.026770389,2394688.64873132
2019-08-17 12:45:00,96615458.90718137,0.1204365,0.014314779,0.10612172,10252998.569949638,122556618.56645408,0.07045036,0.0038831555,0.066567205,8158251.539061706,-25941159.659272715,0.010431623,0.039554514,2094747.0308879325
2019-11-16 20:15:00,96615458.90718137,-0.033868086,-0.004996745,-0.02887134,-2789417.8287876607,122556618.56645408,-0.027070144,-0.011814427,-0.015255718,-1869689.1580380048,-25941159.659272715,0.0068176817,-0.013615623,-919728.6707496559
2020-02-16 03:45:00,96615458.90718137,-0.03446302,-0.009394531,-0.025068488,-2422003.469525975,122556618.56645408,-0.012783708,-0.008358518,-0.0044251904,-542336.3706077723,-25941159.659272715,-0.0010360135,-0.020643298,-1879667.0989182028
2020-05-17 11:15:00,96615458.90718137,0.035305947,-0.021253256,0.056559205,5464493.551837077,122556618.56645408,0.010462267,-0.024065172,0.03452744,4231566.248083557,-25941159.659272715,0.0028119162,0.022031765,1232927.3037535204
2020-08-16 18:45:00,96615458.90718137,0.1302381,0.054658204,0.0755799,7302186.391195586,122556618.56645408,0.085902244,0.04538294,0.040519305,4965908.95519682,-25941159.659272715,0.009275265,0.035060592,2336277.4359987658
2020-11-16 02:15:00,96615458.90718137,-0.011862022,0.01662679,-0.028488811,-2752459.558676895,122556618.56645408,0.00071190146,0.015657168,-0.014945267,-1831641.3587008934,-25941159.659272715,0.0009696223,-0.013543544,-920818.1999760019
2021-02-15 09:45:00,96615458.90718137,-0.020308645,-0.029095866,0.00878722,848981.3260489992,122556618.56645408,-0.034233883,-0.038472768,0.004238885,519503.3993510731,-25941159.659272715,0.009376902,0.0045483354,329477.92669792613
2021-05-17 17:15:00,96615458.90718137,0.063444436,0.02492269,0.038521744,3721796.0044984426,122556618.56645408,0.048494536,0.009137953,0.039356582,4823409.591921622,-25941159.659272715,0.015784737,-0.00083483756,-1101613.5874231793
2021-08-17 00:45:00,96615458.90718137,0.049625438,0.006927897,0.04269754,4125242.558085405,122556618.56645408,0.030612813,0.015198579,0.015414234,1889116.4275672971,-25941159.659272715,-0.008270682,0.027283307,2236126.1305181077
2021-11-16 08:15:00,96615458.90718137,0.006233938,0.01708252,-0.010848582,-1048140.7082222208,122556618.56645408,0.0017915923,-0.00038188213,0.0021734745,266373.6882226276,-25941159.659272715,0.017464401,-0.013022056,-1314514.3964448483
2022-02-15 15:45:00,96615458.90718137,0.011001105,0.017961426,-0.0069603203,-672474.5386165985,122556618.56645408,0.0057073133,0.008403056,-0.002695743,-330381.14593587397,-25941159.659272715,0.009558369,-0.0042645773,-342093.3926807245
2022-05-17 23:15:00,96615458.90718137,0.10373343,0.019404298,0.08432913,8147497.426602331,122556618.56645408,0.06741543,0.01134924,0.056066193,6871282.991559778,-25941159.659272715,0.008055057,0.028262936,1276214.4350425526
2022-08-17 06:45:00,96615458.90718137,-0.007823422,-0.001957194,-0.0058662277,-566768.278536367,122556618.56645408,0.002892856,0.010744662,-0.007851806,-962290.7363711706,-25941159.659272715,-0.012701856,0.0019855779,395522.4578348036
2022-11-16 14:15:00,96615458.90718137,-0.3738686,-0.1042456,-0.269623,-26049750.973577455,122556618.56645408,-0.24363814,-0.07914363,-0.16449451,-20159891.46560176,-25941159.659272715,-0.025101975,-0.1051285,-5889859.507975694
2023-02-15 21:45:00,96615458.90718137,-0.2333888,-0.12547852,-0.107910275,-10425800.784299612,122556618.56645408,-0.18276557,-0.11424379,-0.06852178,-8397797.992702354,-25941159.659272715,-0.0112347305,-0.039388493,-2028002.7915972583
2023-05-18 05:15:00,96615458.90718137,0.030724455,0.0196639,0.0110605545,1068620.5520893347,122556618.56645408,0.026511356,0.038456272,-0.011944916,-1463928.5261914225,-25941159.659272715,-0.018792372,0.02300547,2532549.078280757
2023-08-17 12:45:00,96615458.90718137,-0.017387953,-0.0043033855,-0.013084567,-1264171.459988805,122556618.56645408,-0.00090342556,-0.0065522064,0.0056487806,692295.4510924482,-25941159.659272715,0.0022488208,-0.018733349,-1956466.911081253
2023-11-16 20:15:00,96615458.90718137,0.028326094,0.015183919,0.013142175,1269737.272638162,122556618.56645408,0.019005612,0.025421143,-0.006415531,-786265.7904771355,-25941159.659272715,-0.0102372235,0.019557707,2056003.0631152974
