midcyc_datetime,evolving_union_area (m^2),evolving_union_dh (m),evolving_union_region_dh (m),evolving_union_dh_corr (m),evolving_union_dvol_corr (m^3),stationary_outline_area (m^2),stationary_outline_dh (m),stationary_outline_region_dh (m),stationary_outline_dh_corr (m),stationary_outline_dvol_corr (m^3),bias_area (m^2),bias_region_dh (m),bias_outlines_dh_corr (m),bias_dvol_corr (m^3)
2019-02-15 21:45:00,299475864.90282565,0.0043715634,0.0016388225,0.002732741,818389.9589506924,154197327.8873719,0.019578168,-0.00029634175,0.01987451,3064596.2462487463,145278537.01545376,0.0019351642,-0.017141769,-2246206.287298054
2019-05-18 05:15:00,299475864.90282565,0.02258088,-0.0039918134,0.026572693,7957880.260693637,154197327.8873719,0.031011257,0.009202656,0.021808602,3362828.1403813823,145278537.01545376,-0.01319447,0.004764091,4595052.120312255
2019-08-17 12:45:00,299475864.90282565,0.04317057,0.032650955,0.010519616,3150371.1916337362,154197327.8873719,0.022286551,0.046954107,-0.024667555,-3803671.1384161133,145278537.01545376,-0.0143031515,0.03518717,6954042.33004985
2019-11-16 20:15:00,299475864.90282565,-0.03050588,-0.00043409117,-0.03007179,-9005775.13937808,154197327.8873719,-0.030291291,-0.010970267,-0.019321024,-2979250.337283329,145278537.01545376,0.010536175,-0.010750765,-6026524.802094751
2020-02-16 03:45:00,299475864.90282565,-0.15045336,-0.010439863,-0.1400135,-41930664.32444886,154197327.8873719,-0.18909979,-0.072350755,-0.11674903,-18002388.97320823,145278537.01545376,0.06191089,-0.023264468,-23928275.35124063
2020-05-17 11:15:00,299475864.90282565,-0.32398525,-0.033546235,-0.290439,-86979473.62137812,154197327.8873719,-0.40763098,-0.16547032,-0.24216066,-37340527.155374326,145278537.01545376,0.13192408,-0.048278347,-49638946.4660038
2020-08-16 18:45:00,299475864.90282565,-0.1845465,0.004418774,-0.18896528,-56590539.43186452,154197327.8873719,-0.28828648,-0.10307633,-0.18521014,-28558908.46350035,145278537.01545376,0.10749511,-0.0037551373,-28031630.96836417
2020-11-16 02:15:00,299475864.90282565,-0.21761861,-0.0075783418,-0.21004027,-62901991.9066598,154197327.8873719,-0.28761718,-0.09661865,-0.19099852,-29451462.09713816,145278537.01545376,0.08904031,-0.019041747,-33450529.809521638
2021-02-15 09:45:00,299475864.90282565,-0.2487423,-0.05058474,-0.19815755,-59343403.345174834,154197327.8873719,-0.3066892,-0.14989713,-0.15679207,-24176918.912860386,145278537.01545376,0.09931239,-0.041365474,-35166484.43231445
2021-05-17 17:15:00,299475864.90282565,-0.14006229,-0.016598996,-0.12346329,-36974274.94244172,154197327.8873719,-0.18448436,-0.074704625,-0.10977974,-16927742.2387781,145278537.01545376,0.05810563,-0.01368355,-20046532.703663617
2021-08-17 00:45:00,299475864.90282565,-0.11027479,0.006089255,-0.11636405,-34848223.59833412,154197327.8873719,-0.14690581,-0.0550505,-0.09185531,-14163843.33940491,145278537.01545376,0.061139755,-0.024508737,-20684380.258929208
2021-11-16 08:15:00,299475864.90282565,-0.12849985,-0.040654548,-0.0878453,-26307548.12898249,154197327.8873719,-0.14694941,-0.09189606,-0.055053353,-8489079.971584557,145278537.01545376,0.05124151,-0.03279195,-17818468.157397933
2022-02-15 15:45:00,299475864.90282565,-0.099032626,-0.012649679,-0.08638295,-25869608.02387255,154197327.8873719,-0.12185275,-0.05609171,-0.06576104,-10140176.210852914,145278537.01545376,0.043442033,-0.02062191,-15729431.813019637
2022-05-17 23:15:00,299475864.90282565,-0.046748675,-0.011229043,-0.035519633,-10637272.946123235,154197327.8873719,-0.058046095,-0.029604059,-0.028442036,-4385686.006464918,145278537.01545376,0.018375017,-0.007077597,-6251586.939658317
2022-08-17 06:45:00,299475864.90282565,-0.046882655,0.0045867637,-0.05146942,-15413848.816454869,154197327.8873719,-0.05881173,-0.024552997,-0.034258734,-5282605.306655894,145278537.01545376,0.02913976,-0.017210685,-10131243.509798974
2022-11-16 14:15:00,299475864.90282565,-0.06559663,-0.024604868,-0.040991765,-12276044.132213753,154197327.8873719,-0.07145971,-0.048268367,-0.023191344,-3576043.2738295174,145278537.01545376,0.023663498,-0.01780042,-8700000.858384235
2023-02-15 21:45:00,299475864.90282565,-0.11545151,-0.077668376,-0.03778313,-11315135.835973939,154197327.8873719,-0.12349654,-0.10316869,-0.020327851,-3134500.333071755,145278537.01545376,0.025500312,-0.01745528,-8180635.502902184
2023-05-18 05:15:00,299475864.90282565,-0.0019669484,-0.0013878368,-0.0005791116,-173429.95546186788,154197327.8873719,-0.010580673,-0.0030517578,-0.007528915,-1160938.585684551,145278537.01545376,0.001663921,0.0069498033,987508.6302226831
2023-08-17 12:45:00,299475864.90282565,0.00454999,0.017392738,-0.012842748,-3846093.1591070495,154197327.8873719,-0.0065062647,0.00786189,-0.014368154,-2215530.970208415,145278537.01545376,0.009530848,0.0015254058,-1630562.1888986346
2023-11-16 20:15:00,299475864.90282565,0.0029237329,0.03200695,-0.029083217,-8709721.434320828,154197327.8873719,-0.00041728118,0.015805295,-0.016222576,-2501477.8212174503,145278537.01545376,0.016201654,-0.012860641,-6208243.613103378
