mid_pt_datetime,stationary_outline_area (m^2),stationary_outline_dh (m),stationary_outline_region_dh (m),stationary_outline_dh_corr (m),stationary_outline_dV_corr (m^3)
2019-04-02 13:30:00,199379758.88163948,-0.24,-0.08,-0.16,-31900761.0
2019-07-02 21:00:00,199379758.88163948,-0.21,-0.04,-0.17,-33894559.0
2019-10-02 04:30:00,199379758.88163948,0.02,0.05,-0.03,-5981393.0
2020-01-01 12:00:00,199379758.88163948,-0.13,-0.1,-0.03,-5981393.0
2020-04-01 19:30:00,199379758.88163948,0.12,-0.04,0.16,31900761.0
2020-07-02 03:00:00,199379758.88163948,0.32,0.11,0.21,41869749.0
2020-10-01 10:30:00,199379758.88163948,0.16,-0.01,0.17,33894559.0
2020-12-31 18:00:00,199379758.88163948,0.12,0.13,-0.01,-1993798.0
2021-04-02 01:30:00,199379758.88163948,-0.13,-0.1,-0.03,-5981393.0
2021-07-02 09:00:00,199379758.88163948,-0.04,-0.02,-0.02,-3987595.0
2021-10-01 16:30:00,199379758.88163948,0.1,0.08,0.02,3987595.0
2022-01-01 00:00:00,199379758.88163948,-0.01,-0.02,0.01,1993798.0
2022-04-02 07:30:00,199379758.88163948,-0.08,-0.09,0.01,1993798.0
2022-07-02 15:00:00,199379758.88163948,0.1,0.07,0.03,5981393.0
2022-10-01 22:30:00,199379758.88163948,0.17,0.14,0.03,5981393.0
2023-01-01 06:00:00,199379758.88163948,-0.23,-0.15,-0.08,-15950381.0
2023-04-02 13:30:00,199379758.88163948,0.06,0.03,0.03,5981393.0
2023-07-02 21:00:00,199379758.88163948,0.22,0.07,0.15,29906964.0
2023-10-02 04:30:00,199379758.88163948,0.08,0.12,-0.04,-7975190.0
2024-01-01 12:00:00,199379758.88163948,0.02,-0.02,0.04,7975190.0
2024-04-01 19:30:00,199379758.88163948,-0.74,-0.26,-0.48,-95702284.0
2024-07-02 03:00:00,199379758.88163948,-0.11,0.04,-0.15,-29906964.0
2024-10-01 10:30:00,199379758.88163948,0.02,0.07,-0.05,-9968988.0
2024-12-31 18:00:00,199379758.88163948,-0.06,-0.02,-0.04,-7975190.0
