midcyc_datetime,stationary_outline_area (m^2),stationary_outline_dh (m),stationary_outline_region_dh (m),stationary_outline_dh_corr (m),stationary_outline_dV_corr (m^3)
2010-11-16 14:15:00,74584772.3502407,-0.09903608488657825,-0.09721169193357115,-0.001824392953007098,-136071.93307741778
2011-02-15 12:45:00,74584772.3502407,-0.037873449150444924,-0.07093177646589305,0.033058327315448124,2465647.8171024425
2011-05-17 23:15:00,74584772.3502407,0.03291755375103047,-0.01924784624195566,0.052165399992986125,3890744.4830361186
2011-08-17 06:45:00,74584772.3502407,0.032650514542677055,-0.0024255742492177764,0.03507608879189483,2616142.0974803055
2011-11-16 14:15:00,74584772.3502407,0.0743917983135609,0.026440904427360194,0.047950893886200704,3576406.5044928286
2012-02-15 12:45:00,74584772.3502407,0.1185620244395004,0.07769585626554903,0.04086616817395136,3047993.850080814
2012-05-16 23:15:00,74584772.3502407,0.1892723532130533,0.12195732889661891,0.0673150243164344,5020675.764392177
2012-08-16 06:45:00,74584772.3502407,0.21116324015511662,0.13066402275864208,0.08049921739647453,6004015.803888589
2012-11-15 14:15:00,74584772.3502407,0.13438069279234383,0.08512422216378238,0.04925647062856145,3673782.6486075735
2013-02-16 00:45:00,74584772.3502407,0.09057435557273204,0.04615057108349822,0.04442378448923382,3313337.853065659
2013-05-17 23:15:00,74584772.3502407,0.13626323075031252,0.036074374968011615,0.10018885578230091,7472563.000554011
2013-08-17 06:45:00,74584772.3502407,0.42475480714141256,0.15055038289033737,0.27420442425107516,20451474.560195263
2013-11-16 14:15:00,74584772.3502407,0.7587364470923206,0.30597546468783016,0.4527609824044904,33769074.801710255
2014-02-15 12:45:00,74584772.3502407,0.5735774302607823,0.2664107738469898,0.30716665641379254,22909955.14220732
2014-05-17 23:15:00,74584772.3502407,0.029756968337190843,0.08582625133393042,-0.05606928299673958,-4181914.7081530434
2014-08-17 06:45:00,74584772.3502407,-0.2914950602645205,-0.0438707314789449,-0.24762432878557558,-18469004.190853313
2014-11-16 14:15:00,74584772.3502407,-0.3513930423804765,-0.09419297727368232,-0.25720006510679416,-19183208.30445733
2015-02-15 12:45:00,74584772.3502407,-0.29999587171330827,-0.0765383940874911,-0.2234574776258172,-16666525.098680582
2015-05-17 23:15:00,74584772.3502407,-0.22669732712844187,-0.05140508558329617,-0.1752922415451457,-13074131.930408098
2015-08-17 06:45:00,74584772.3502407,-0.1918204921842412,-0.03566147926772825,-0.15615901291651293,-11647084.428816415
2015-11-16 14:15:00,74584772.3502407,-0.11550447275090014,-0.012265094256722908,-0.10323937849417723,-7700085.542568545
2016-02-15 12:45:00,74584772.3502407,-0.01656687850991708,0.03004017847905055,-0.04660705698896763,-3476176.735436846
2016-05-16 23:15:00,74584772.3502407,0.059420650186032695,0.052210501467658176,0.007210148718374519,537767.3007713433
2016-08-16 06:45:00,74584772.3502407,0.07763119693069091,0.05284849620830921,0.0247827007223817,1848412.091602985
2016-11-15 14:15:00,74584772.3502407,0.10728108875084578,0.05502880713419629,0.05225228161664949,3897224.5291584698
2017-02-16 00:45:00,74584772.3502407,0.10822770026510943,0.06311770246855986,0.045109997796549575,3364518.91637551
2017-05-17 23:15:00,74584772.3502407,0.07339875102701399,0.05925854064653737,0.014140210380476616,1054644.372212359
2017-08-17 06:45:00,74584772.3502407,0.11506670127225056,0.055142241337789895,0.05992445993446067,4469452.202422869
2017-11-16 14:15:00,74584772.3502407,0.3170969820067358,0.11747606001636993,0.19962092199036588,14888681.022996599
2018-02-15 12:45:00,74584772.3502407,0.5748421916303365,0.21367731542026042,0.36116487621007604,26937400.07303139
2018-05-17 23:15:00,74584772.3502407,0.5057699947919776,0.21532584013473943,0.29044415465723816,21662711.155568212
2018-08-17 06:45:00,74584772.3502407,0.20398872569496876,0.12336109320293845,0.08062763249203031,6013593.614556951
2018-11-16 14:15:00,74584772.3502407,-0.10389261835197343,0.014621347755060106,-0.11851396610703353,-8839337.182417238
2019-02-15 12:45:00,74584772.3502407,-0.23983465329632503,-0.030644618022412907,-0.2091900352739121,-15602391.158843558
2019-05-18 05:15:00,74584772.3502407,-0.36096692085266113,-0.04703748598694801,-0.3139294348657131,-23414355.43349893
2019-08-17 12:45:00,74584772.3502407,-0.1658475697040558,-0.021433237940073013,-0.14441433176398277,-10771110.05872879
2019-11-16 20:15:00,74584772.3502407,-0.3473034203052521,-0.0404316671192646,-0.3068717531859875,-22887959.85209613
2020-02-16 03:45:00,74584772.3502407,-0.3929752707481384,-0.14924415946006775,-0.24373111128807068,-18178629.450091936
2020-05-17 11:15:00,74584772.3502407,-0.11886471509933472,0.013180295005440712,-0.13204501010477543,-9848547.01864991
2020-08-16 18:45:00,74584772.3502407,-0.003048413433134556,0.010019662790000439,-0.013068076223134995,-974679.4901581169
2020-11-16 02:15:00,74584772.3502407,0.1351727992296219,0.051827095448970795,0.08334570378065109,6216320.342850458
2021-02-15 09:45:00,74584772.3502407,0.06195904314517975,-0.03073202632367611,0.09269106946885586,6913342.315234961
2021-05-17 17:15:00,74584772.3502407,0.039058320224285126,-0.03516614809632301,0.07422446832060814,5536015.072510211
2021-08-17 00:45:00,74584772.3502407,0.2454633265733719,0.17427846789360046,0.07118485867977142,5309306.479414808
2021-11-16 08:15:00,74584772.3502407,0.09351421892642975,0.04152370244264603,0.05199051648378372,3877700.836314446
2022-02-15 15:45:00,74584772.3502407,-0.037797484546899796,-0.07431937754154205,0.03652189299464226,2723977.074805244
2022-05-17 23:15:00,74584772.3502407,0.08063329756259918,0.049782417714595795,0.030850879848003387,2301005.850267961
