mid_pt_datetime,stationary_outline_area (m^2),stationary_outline_dh (m),stationary_outline_region_dh (m),stationary_outline_dh_corr (m),stationary_outline_dV_corr (m^3)
2019-04-02 13:30:00,225641926,0.07,0.1,-0.03,-6769258
2019-07-02 21:00:00,225641926,0.16,0.14,0.02,4512839
2019-10-02 04:30:00,225641926,-1.8,-0.55,-1.25,-282052408
2020-01-01 12:00:00,225641926,-1.0,-0.39,-0.61,-137641575
2020-04-01 19:30:00,225641926,0.1,-0.02,0.12,27077031
2020-07-02 03:00:00,225641926,0.06,-0.04,0.1,22564193
2020-10-01 10:30:00,225641926,0.1,-0.0,0.1,22564193
2020-12-31 18:00:00,225641926,-0.01,-0.04,0.03,6769258
2021-04-02 01:30:00,225641926,0.11,0.04,0.07,15794935
2021-07-02 09:00:00,225641926,0.08,0.03,0.05,11282096
2021-10-01 16:30:00,225641926,0.03,-0.01,0.04,9025677
2022-01-01 00:00:00,225641926,-0.05,-0.09,0.04,9025677
2022-04-02 07:30:00,225641926,0.05,0.01,0.04,9025677
2022-07-02 15:00:00,225641926,0.05,0.0,0.05,11282096
2022-10-01 22:30:00,225641926,0.06,0.03,0.03,6769258
2023-01-01 06:00:00,225641926,0.03,-0.09,0.12,27077031
2023-04-02 13:30:00,225641926,0.22,0.01,0.21,47384805
2023-07-02 21:00:00,225641926,0.12,0.08,0.04,9025677
2023-10-02 04:30:00,225641926,0.16,0.06,0.1,22564193
2024-01-01 12:00:00,225641926,0.07,0.01,0.06,13538516
2024-04-01 19:30:00,225641926,0.05,0.05,0.0,0
2024-07-02 03:00:00,225641926,0.21,0.05,0.16,36102708
2024-10-01 10:30:00,225641926,0.07,-0.03,0.1,22564193
