mid_pt_datetime,evolving_outlines_area (m^2),evolving_outlines_dh (m),evolving_outlines_region_dh (m),evolving_outlines_dh_corr (m),evolving_outlines_dV_corr (m^3),date,mid_pt_datetime_CS2,evolving_outlines_area (m^2)_CS2,evolving_outlines_dh (m)_CS2,evolving_outlines_region_dh (m)_CS2,evolving_outlines_dh_corr (m)_CS2,evolving_outlines_dV_corr (m^3)_CS2,name
2019-01-01 00:00:00,282494802.0,-0.65,-0.04,-0.61,-172321840.0,2019-01-01,2019-01-01 00:00:00,282494802.0,-0.65,-0.04,-0.6100000143051147,-172321840.0,Institute_E1
2019-04-02 13:30:00,92377887.0,-0.41,-0.09,-0.32,-29560924.0,2019-04-02,2019-04-02 06:00:00,218295556.0,-0.49,-0.08,-0.4099999964237213,-89501176.0,Institute_E1
2019-07-02 21:00:00,40015274.0,-0.57,-0.04,-0.53,-21208094.0,2019-07-02,2019-07-02 12:00:00,71681885.0,-0.49,-0.11,-0.3799999952316284,-27239118.0,Institute_E1
2019-10-02 04:30:00,46638373.0,0.31,0.0,0.31,14457895.0,2019-10-02,2019-10-01 18:00:00,69739265.0,-0.39,-0.12,-0.270000010728836,-18829602.0,Institute_E1
2020-01-01 12:00:00,38634359.0,0.5,-0.1,0.6,23180616.0,2020-01-01,2020-01-01 00:00:00,19967264.0,-0.34,-0.13,-0.209999993443489,-4193125.0,Institute_E1
2020-04-01 19:30:00,46182659.0,-0.37,-0.09,-0.28,-12931145.0,2020-04-01,2020-04-01 12:00:00,,,-0.07,,,Institute_E1
2020-07-02 03:00:00,,,-0.01,,,2020-07-02,2020-07-02 00:00:00,,,-0.0,,,Institute_E1
2020-10-01 10:30:00,108841324.0,0.51,-0.06,0.57,62039556.0,2020-10-01,2020-10-01 12:00:00,38647219.0,0.41,0.03,0.3799999952316284,14685943.0,Institute_E1
2020-12-31 18:00:00,38622425.0,0.5,0.1,0.4,15448970.0,2020-12-31,2021-01-01 00:00:00,15235865.0,0.36,0.03,0.3300000131130218,5027836.0,Institute_E1
2021-04-02 01:30:00,23856864.0,0.44,-0.06,0.5,11928432.0,2021-04-02,2021-04-02 06:00:00,,,0.04,,,Institute_E1
2021-07-02 09:00:00,48210758.0,0.4,-0.02,0.42,20248518.0,2021-07-02,2021-07-02 12:00:00,,,0.05,,,Institute_E1
