mid_pt_datetime,evolving_outlines_area (m^2),evolving_outlines_dh (m),evolving_outlines_region_dh (m),evolving_outlines_dh_corr (m),evolving_outlines_dV_corr (m^3),date,mid_pt_datetime_CS2,evolving_outlines_area (m^2)_CS2,evolving_outlines_dh (m)_CS2,evolving_outlines_region_dh (m)_CS2,evolving_outlines_dh_corr (m)_CS2,evolving_outlines_dV_corr (m^3)_CS2,name
2019-01-01 00:00:00,23293373,-0.24,-0.1,-0.14,-3261072,2019-01-01,2019-01-01 00:00:00,23056589.0,-0.24,-0.1,-0.14,-3227922.0,JG_Combined_E2_F2
2019-04-02 13:30:00,0,0.0,-0.04,0.0,0,2019-04-02,2019-04-02 06:00:00,17531072.0,-0.23,-0.1,-0.13,-2279039.0,JG_Combined_E2_F2
2019-07-02 21:00:00,12872121,-0.22,-0.04,-0.18,-2316982,2019-07-02,2019-07-02 12:00:00,1781833.0,-0.19,-0.08,-0.11,-196002.0,JG_Combined_E2_F2
2019-10-02 04:30:00,0,0.0,-0.02,0.0,0,2019-10-02,2019-10-01 18:00:00,0.0,0.0,-0.04,0.0,0.0,JG_Combined_E2_F2
2020-01-01 12:00:00,0,0.0,-0.07,0.0,0,2020-01-01,2020-01-01 00:00:00,0.0,0.0,-0.01,0.0,0.0,JG_Combined_E2_F2
2020-04-01 19:30:00,0,0.0,-0.01,0.0,0,2020-04-01,2020-04-01 12:00:00,0.0,0.0,0.01,0.0,0.0,JG_Combined_E2_F2
2020-07-02 03:00:00,0,0.0,0.0,0.0,0,2020-07-02,2020-07-02 00:00:00,0.0,0.0,0.03,0.0,0.0,JG_Combined_E2_F2
2020-10-01 10:30:00,0,0.0,0.05,0.0,0,2020-10-01,2020-10-01 12:00:00,0.0,0.0,-0.0,0.0,0.0,JG_Combined_E2_F2
2020-12-31 18:00:00,0,0.0,-0.06,0.0,0,2020-12-31,2021-01-01 00:00:00,0.0,0.0,-0.03,0.0,0.0,JG_Combined_E2_F2
2021-04-02 01:30:00,0,0.0,0.04,0.0,0,2021-04-02,2021-04-02 06:00:00,0.0,0.0,-0.02,0.0,0.0,JG_Combined_E2_F2
2021-07-02 09:00:00,0,0.0,-0.01,0.0,0,2021-07-02,2021-07-02 12:00:00,0.0,0.0,-0.01,0.0,0.0,JG_Combined_E2_F2
