mid_pt_datetime,evolving_outlines_area (m^2),evolving_outlines_dh (m),evolving_outlines_region_dh (m),evolving_outlines_dh_corr (m),evolving_outlines_dV_corr (m^3),date,mid_pt_datetime_CS2,evolving_outlines_area (m^2)_CS2,evolving_outlines_dh (m)_CS2,evolving_outlines_region_dh (m)_CS2,evolving_outlines_dh_corr (m)_CS2,evolving_outlines_dV_corr (m^3)_CS2,name
2019-01-01 00:00:00,22333585.0,0.27,-0.0,0.27,6030068.0,2019-01-01,2019-01-01 00:00:00,21936019.0,0.28,-0.0,0.2800000011920929,6142086.0,Cook_E2
2019-04-02 13:30:00,,,0.1,,,2019-04-02,2019-04-02 06:00:00,42353122.0,0.34,0.02,0.3199999928474426,13552998.0,Cook_E2
2019-07-02 21:00:00,170442.0,0.23,-0.04,0.27,46019.0,2019-07-02,2019-07-02 12:00:00,20171823.0,0.26,0.02,0.2399999946355819,4841238.0,Cook_E2
2019-10-02 04:30:00,43593653.0,0.33,-0.0,0.33,14385906.0,2019-10-02,2019-10-01 18:00:00,,,0.02,,,Cook_E2
2020-01-01 12:00:00,,,-0.07,,,2020-01-01,2020-01-01 00:00:00,4956216.0,0.24,0.01,0.2300000041723251,1139930.0,Cook_E2
2020-04-01 19:30:00,48202956.0,0.32,0.08,0.24,11568709.0,2020-04-01,2020-04-01 12:00:00,17338020.0,0.28,0.0,0.2800000011920929,4854646.0,Cook_E2
2020-07-02 03:00:00,13220180.0,0.26,-0.06,0.32,4230458.0,2020-07-02,2020-07-02 00:00:00,19949240.0,0.29,0.0,0.2899999916553497,5785280.0,Cook_E2
2020-10-01 10:30:00,38124929.0,0.3,-0.02,0.32,12199977.0,2020-10-01,2020-10-01 12:00:00,25084842.0,0.3,0.01,0.2899999916553497,7274604.0,Cook_E2
2020-12-31 18:00:00,10365331.0,0.26,-0.01,0.27,2798640.0,2020-12-31,2021-01-01 00:00:00,22250449.0,0.29,-0.01,0.3000000119209289,6675134.0,Cook_E2
2021-04-02 01:30:00,15328638.0,0.28,-0.01,0.29,4445305.0,2021-04-02,2021-04-02 06:00:00,,,-0.0,,,Cook_E2
2021-07-02 09:00:00,22565690.0,0.26,-0.03,0.29,6544050.0,2021-07-02,2021-07-02 12:00:00,,,-0.0,,,Cook_E2
